symbol,order_id,comb_offset,direction,order_type,price,fee,commission,stamp,transfer,cost,hold_vol_id,status,amount,create_time,min_volume
SZ000410,2225,0,1,5,15.67,5.0,5.0,0.0,0.0,1567.42,0,3,1,20160308,100
SZ300008,2226,0,1,5,19.25,5.0,5.0,0.0,0.0,1925.39,0,3,1,20160308,100
SZ300500,2227,0,1,5,63.46,9.52,9.52,0.0,0.0,6346.22,0,3,1,20160308,100
SZ300052,2228,0,1,5,22.27,5.0,5.0,0.0,0.0,2227.48,0,3,1,20160308,100
SZ002712,2229,0,1,5,79.14,11.87,11.87,0.0,0.0,7914.41,0,3,1,20160308,100
SH600428,2230,0,1,5,7.0,6.0,5.0,0.0,1.0,699.93,0,3,1,20160308,100
SZ000802,2231,0,1,5,21.96,5.0,5.0,0.0,0.0,2196.35,0,3,1,20160308,100
SH600806,2232,0,1,5,10.08,6.0,5.0,0.0,1.0,1007.66,0,3,1,20160308,100
SZ000016,2233,0,1,5,5.45,5.0,5.0,0.0,0.0,544.78,0,3,1,20160308,100
SZ300459,2234,0,1,5,28.28,5.0,5.0,0.0,0.0,2828.41,0,3,1,20160308,100
SH603608,2235,0,1,5,24.53,6.0,5.0,0.0,1.0,2452.9,0,3,1,20160308,100
SZ002788,2236,0,1,5,46.78,7.02,7.02,0.0,0.0,4678.48,0,3,1,20160308,100
SZ002443,2237,0,1,5,9.96,5.0,5.0,0.0,0.0,996.41,0,3,1,20160308,100
SZ002615,2238,0,1,5,27.76,5.0,5.0,0.0,0.0,2776.21,0,3,1,20160308,100
SZ000762,2239,0,1,5,20.0,5.0,5.0,0.0,0.0,1999.9,0,3,1,20160308,100
SZ300142,2240,0,1,5,10.42,5.0,5.0,0.0,0.0,1042.22,0,3,1,20160308,100
SH601969,2241,0,1,5,13.38,6.0,5.0,0.0,1.0,1338.0,0,3,1,20160308,100
SZ002226,2242,0,1,5,8.48,5.0,5.0,0.0,0.0,847.77,0,3,1,20160308,100
SZ300155,2243,0,1,5,12.92,5.0,5.0,0.0,0.0,1291.84,0,3,1,20160308,100
SZ002528,2244,0,1,5,10.58,5.0,5.0,0.0,0.0,1058.09,0,3,1,20160308,100
SH600303,2245,0,1,5,10.32,6.0,5.0,0.0,1.0,1032.02,0,3,1,20160308,100
SZ002790,2246,0,1,5,23.86,5.0,5.0,0.0,0.0,2386.06,0,3,1,20160308,100
SZ000892,2247,0,1,5,14.56,5.0,5.0,0.0,0.0,1456.0,0,3,1,20160308,100
SH600610,2248,0,1,5,15.65,6.0,5.0,0.0,1.0,1565.33,0,3,1,20160308,100
SZ002741,2249,0,1,5,28.63,5.0,5.0,0.0,0.0,2863.15,0,3,1,20160308,100
SZ002778,2250,0,1,5,35.64,5.35,5.35,0.0,0.0,3563.67,0,3,1,20160308,100
SH600891,2251,0,1,5,8.63,6.0,5.0,0.0,1.0,862.84,0,3,1,20160308,100
SZ000626,2252,0,1,5,68.16,10.22,10.22,0.0,0.0,6815.74,0,3,1,20160308,100
SZ000062,2253,0,1,5,24.8,5.0,5.0,0.0,0.0,2480.2,0,3,1,20160308,100
SZ300501,2254,0,1,5,71.53,10.73,10.73,0.0,0.0,7153.14,0,3,1,20160308,100
SZ300191,2255,0,1,5,28.95,5.0,5.0,0.0,0.0,2894.99,0,3,1,20160308,100
SZ002425,2256,0,1,5,18.49,5.0,5.0,0.0,0.0,1848.99,0,3,1,20160308,100
SZ000045,2257,0,1,5,11.95,5.0,5.0,0.0,0.0,1195.04,0,3,1,20160308,100
SZ300078,2258,0,1,5,26.04,5.0,5.0,0.0,0.0,2603.61,0,3,1,20160308,100
SZ300133,2259,0,1,5,21.24,5.0,5.0,0.0,0.0,2123.58,0,3,1,20160308,100
SZ300067,2260,1,-1,5,8.62,5.86,5.0,0.86,0.0,862.36,2113,3,1,20160309,100
SH600423,2261,1,-1,5,7.04,6.7,5.0,0.7,1.0,704.07,2134,3,1,20160309,100
SZ000561,2262,1,-1,5,11.86,6.19,5.0,1.19,0.0,1185.64,2155,3,1,20160309,100
SZ300052,2263,1,-1,5,23.61,7.36,5.0,2.36,0.0,2361.13,2156,3,1,20160309,100
SH600706,2264,1,-1,5,18.94,7.89,5.0,1.89,1.0,1893.6,2157,3,1,20160309,100
