symbol,trader_id,order_id,direction,price,comb_offset,cost,fee,commission,stamp,transfer,daily_profit,settle_price,amount,min_volume,create_time
SZ300067,12481,12665,1,5.98,0,598.16,5.0,5.0,0.0,0.0,-0.16,6.03,1,100,20180102
SZ300223,12482,12666,1,35.38,0,3538.07,5.31,5.31,0.0,0.0,32.62,35.76,1,100,20180102
SH600886,12483,12667,1,7.39,0,738.73,6.0,5.0,0.0,1.0,-1.73,7.43,1,100,20180102
SZ300275,12484,12668,1,14.09,0,1408.65,5.0,5.0,0.0,0.0,-8.65,14.05,1,100,20180102
SZ300019,12485,12669,1,10.25,0,1024.6,5.0,5.0,0.0,0.0,7.4,10.37,1,100,20180102
SZ300509,12486,12670,1,26.49,0,2648.99,5.0,5.0,0.0,0.0,3.01,26.57,1,100,20180102
SZ000559,12487,12671,1,10.08,0,1007.69,5.0,5.0,0.0,0.0,-0.69,10.12,1,100,20180102
SH603655,12488,12672,1,10.23,0,1023.01,6.0,5.0,0.0,1.0,-6.01,10.23,1,100,20180102
SZ002885,12489,12673,1,38.62,0,3862.27,5.79,5.79,0.0,0.0,-72.06,37.96,1,100,20180102
SH603329,12490,12674,1,16.7,0,1670.0,6.0,5.0,0.0,1.0,-6.0,16.7,1,100,20180102
SZ300708,12491,12675,1,30.42,0,3042.33,5.0,5.0,0.0,0.0,18.67,30.66,1,100,20180102
SZ000066,12492,12677,1,7.2,0,719.9,5.0,5.0,0.0,0.0,-8.9,7.16,1,100,20180102
SZ000525,12493,12678,-1,21.42,1,2141.6,7.14,5.0,2.14,0.0,0.0,0.0,1,100,20180102
SZ000680,12494,12679,-1,5.18,1,518.13,5.52,5.0,0.52,0.0,0.0,0.0,1,100,20180102
SZ300176,12495,12680,-1,126.21,1,12620.62,31.55,18.93,12.62,0.0,0.0,0.0,1,100,20180102
SZ300639,12496,12681,-1,71.89,1,7189.38,17.97,10.78,7.19,0.0,0.0,0.0,1,100,20180102
SZ002917,12497,12682,-1,34.74,1,3473.97,8.68,5.21,3.47,0.0,0.0,0.0,1,100,20180102
SZ002910,12498,12683,-1,21.21,1,2121.4,7.12,5.0,2.12,0.0,0.0,0.0,1,100,20180102
SZ002915,12499,12684,-1,36.62,1,3661.79,9.15,5.49,3.66,0.0,0.0,0.0,1,100,20180102
SZ002915,12500,12685,-1,36.62,1,3661.79,9.15,5.49,3.66,0.0,0.0,0.0,1,100,20180102
SH600595,12501,12686,-1,5.34,1,533.8,6.53,5.0,0.53,1.0,0.0,0.0,1,100,20180102
SH600117,12502,12687,-1,5.65,1,564.67,6.56,5.0,0.56,1.0,0.0,0.0,1,100,20180102
SZ300697,12503,12688,-1,25.0,1,2499.77,7.5,5.0,2.5,0.0,0.0,0.0,1,100,20180102
SZ002909,12504,12689,-1,21.9,1,2189.69,7.19,5.0,2.19,0.0,0.0,0.0,1,100,20180102
