mktime,interests,profit,value,daily_value,all_profit,close_profit,prosition_profit,settle_available_cash,position_cost,fee,retrace,value_chg,log_chg,last_profit,max_profit
20160105,200847.36,847.36,1.0,1.0,847.36,0.0,948.43,199898.92,59228.49,101.08,0.42,0.0042,-0.0042,0.0,0.0
20160106,205408.5,4561.14,1.03,1.02,5408.5,3756.04,1185.56,203375.58,121019.58,380.46,2.27,0.0227,-0.023,847.36,847.36
20160107,207217.91,1809.41,1.04,1.01,7217.91,3646.84,-1401.53,203210.94,40058.73,435.9,0.88,0.0088,-0.0088,5408.5,5408.5
20160108,206201.04,-1016.87,1.03,1.0,6201.04,-1236.54,420.99,198562.14,62151.52,201.32,-0.49,-0.0049,0.0049,7217.91,7217.91
20160111,206684.61,483.57,1.03,1.0,6684.61,2209.13,-1385.76,201869.33,73004.59,339.8,-0.26,0.0023,-0.0023,6201.04,7217.91
20160112,201857.01,-4827.59,1.01,0.98,1857.01,-4263.79,-229.15,195401.56,66896.97,334.65,-2.59,-0.0234,0.0231,6684.61,7217.91
20160113,200456.69,-1400.33,1.0,0.99,456.69,-538.29,-570.46,199170.14,62300.06,291.57,-3.26,-0.0069,0.0069,1857.01,7217.91
20160114,200782.5,325.82,1.0,1.0,782.5,-828.12,1488.99,198836.82,72817.58,335.06,-3.11,0.0016,-0.0016,456.69,7217.91
20160115,199322.46,-1460.04,1.0,0.99,-677.54,-612.73,-610.6,199150.56,30365.16,236.71,-3.81,-0.0073,0.0072,782.5,7217.91
20160118,197938.67,-1383.79,0.99,0.99,-2061.33,-1604.13,366.29,198249.92,45191.1,145.95,-4.48,-0.0069,0.0069,-677.54,7217.91
20160119,200399.45,2460.77,1.0,1.01,399.45,1056.33,1632.02,200828.75,73749.53,227.58,-3.29,0.0124,-0.0125,-2061.33,7217.91
20160120,202872.45,2473.0,1.01,1.01,2872.45,2547.87,99.76,202373.25,38587.83,174.62,-2.1,0.0123,-0.0124,399.45,7217.91
20160121,200742.52,-2129.93,1.0,0.99,742.52,-726.29,-1234.97,199105.03,42283.05,168.68,-3.12,-0.0105,0.0104,2872.45,7217.91
20160122,199691.14,-1051.37,1.0,0.99,-308.86,-1232.29,334.27,198614.36,43136.76,153.35,-3.63,-0.0052,0.0052,742.52,7217.91
20160125,200023.03,331.89,1.0,1.0,23.03,305.81,162.41,200169.47,64625.29,136.34,-3.47,0.0017,-0.0017,-308.86,7217.91
