mktime,interests,profit,value,daily_value,all_profit,close_profit,prosition_profit,settle_available_cash,position_cost,fee,retrace,value_chg,log_chg,last_profit,max_profit
20170105,599818.19,-181.81,1.0,1.0,-181.81,0.0,-171.66,599989.84,6771.5,10.16,-0.03,-0.0003,0.0003,0.0,0.0
20170106,598888.56,-929.63,1.0,1.0,-929.63,-602.86,-295.8,599366.18,10362.26,30.96,-0.19,-0.0015,0.0015,-181.81,0.0
20170109,599089.28,200.72,1.0,1.0,200.72,-442.48,678.06,599522.67,6701.89,34.85,-0.15,0.0003,-0.0003,-1111.44,0.0
20170110,599516.82,427.54,1.0,1.0,427.54,186.94,285.12,600142.42,17529.59,44.52,-0.08,0.0007,-0.0007,-910.72,0.0
20170111,599136.72,-380.1,1.0,1.0,-380.1,-320.17,0.0,599619.9,0.0,59.93,-0.14,-0.0006,0.0006,-483.18,0.0
20170112,598441.86,-694.86,1.0,1.0,-694.86,0.0,-631.92,599937.06,41292.98,62.94,-0.26,-0.0012,0.0012,-863.28,0.0
20170113,596245.71,-2196.15,0.99,1.0,-2196.15,-1260.54,-803.69,598607.55,20555.86,131.91,-0.63,-0.0037,0.0037,-1558.14,0.0
20170116,594117.58,-2128.13,0.99,1.0,-2128.13,-1821.13,-238.1,598109.97,14709.04,68.9,-0.98,-0.0036,0.0036,-3754.29,0.0
20170117,594646.16,528.58,0.99,1.0,528.58,442.43,170.24,600358.34,5558.42,84.09,-0.89,0.0009,-0.0009,-5882.42,0.0
20170118,595055.7,409.55,0.99,1.0,409.55,566.79,-125.53,600535.08,10267.13,31.71,-0.82,0.0007,-0.0007,-5353.84,0.0
20170119,594902.94,-152.76,0.99,1.0,-152.76,-181.5,141.88,599705.35,46469.75,113.15,-0.85,-0.0003,0.0003,-4944.3,0.0
20170120,597681.09,2778.15,1.0,1.0,2778.15,1858.88,1110.46,601667.69,58221.21,191.19,-0.39,0.0047,-0.0047,-5097.06,0.0
20170123,598266.65,585.56,1.0,1.0,585.56,1988.54,-1111.24,601696.8,99622.37,291.74,-0.29,0.001,-0.001,-2318.91,0.0
20170124,596785.24,-1481.41,0.99,1.0,-1481.41,-659.55,-629.84,599148.43,53645.51,192.02,-0.54,-0.0025,0.0025,-1733.35,0.0
20170125,597442.53,657.29,1.0,1.0,657.29,561.48,214.25,600443.04,11153.02,118.44,-0.43,0.0011,-0.0011,-3214.76,0.0
20170126,598028.69,586.16,1.0,1.0,586.16,472.86,171.93,600414.23,16258.5,58.63,-0.33,0.001,-0.001,-2557.47,0.0
20170203,595069.88,-2958.81,0.99,1.0,-2958.81,183.44,-2473.08,599514.28,424273.89,669.16,-0.82,-0.0049,0.0049,-1971.31,0.0
20170206,603013.04,7943.15,1.01,1.01,7943.15,-677.93,9462.95,598480.21,356938.18,841.86,0.5,0.0133,-0.0134,-4930.12,0.0
20170207,609055.09,6042.06,1.02,1.01,6042.06,5382.62,975.74,605066.31,251691.52,316.31,1.0,0.01,-0.0101,3013.04,3013.04
20170208,616906.38,7851.29,1.03,1.01,7851.29,4170.59,4077.87,603773.41,145537.82,397.18,1.29,0.0129,-0.013,9055.09,9055.09
20170209,619774.87,2868.49,1.03,1.0,2868.49,2722.95,469.69,602398.8,158962.95,324.15,0.46,0.0046,-0.0047,16906.38,16906.38
20170210,613867.94,-5906.94,1.02,0.99,-5906.94,-763.89,-4656.05,598749.11,228029.71,487.0,-0.95,-0.0095,0.0095,19774.87,19774.87
20170213,614778.22,910.28,1.02,1.0,910.28,-501.07,2245.57,598664.71,266332.51,834.22,-0.81,0.0015,-0.0015,13867.94,19774.87
20170214,627842.01,13063.79,1.05,1.02,13063.79,12020.91,1688.41,611375.38,118795.97,645.53,1.3,0.0212,-0.0215,14778.22,19774.87
20170215,633206.1,5364.09,1.06,1.01,5364.09,6234.58,-528.15,605892.24,49919.99,342.34,0.85,0.0085,-0.0086,27842.01,27842.01
20170216,629822.64,-3383.46,1.05,0.99,-3383.46,-1635.29,-1440.27,598056.81,113322.41,307.9,-0.53,-0.0053,0.0053,33206.1,33206.1
20170217,625463.98,-4358.67,1.04,0.99,-4358.67,-3833.74,-209.94,595851.28,8618.77,314.98,-1.22,-0.0069,0.0069,29822.64,33206.1
20170220,621826.02,-3637.96,1.04,0.99,-3637.96,-759.18,-2504.56,598866.6,220150.8,374.22,-1.8,-0.0058,0.0058,25463.98,33206.1
20170221,625945.02,4119.0,1.04,1.01,4119.0,3535.74,1021.36,603097.63,66940.6,438.11,-1.15,0.0066,-0.0066,21826.02,33206.1
20170222,626198.81,253.79,1.04,1.0,253.79,-293.16,734.46,599519.33,94664.13,187.51,-1.11,0.0004,-0.0004,25945.02,33206.1
20170223,630473.0,4274.2,1.05,1.01,4274.2,2118.71,2419.31,601854.89,146109.1,263.82,-0.43,0.0068,-0.0068,26198.81,33206.1
20170224,633876.33,3403.32,1.06,1.01,3403.32,1829.52,2095.8,601307.52,270765.14,522.0,0.11,0.0054,-0.0054,30473.0,33206.1
20170227,630818.62,-3057.71,1.05,1.0,-3057.71,-1763.1,-820.74,597763.04,274085.85,473.86,-0.48,-0.0048,0.0048,33876.33,33876.33
20170228,635438.9,4620.29,1.06,1.01,4620.29,3161.96,1957.71,602662.57,127678.9,499.39,0.25,0.0073,-0.0074,30818.62,33876.33
20170301,635006.39,-432.52,1.06,1.0,-432.52,516.58,-759.77,600327.25,94393.32,189.33,-0.07,-0.0007,0.0007,35438.9,35438.9
20170302,635295.82,289.44,1.06,1.0,289.44,-101.75,555.72,599733.72,110426.71,164.53,-0.02,0.0005,-0.0005,35006.39,35438.9
20170303,635759.41,463.58,1.06,1.0,463.58,268.08,357.79,600105.79,79337.69,162.29,0.05,0.0007,-0.0007,35295.82,35438.9
20170306,638048.84,2289.43,1.06,1.0,2289.43,-636.88,3005.96,599283.48,83293.49,79.64,0.36,0.0036,-0.0036,35759.41,35759.41
20170307,641217.85,3169.01,1.07,1.0,3169.01,907.69,2389.29,600779.71,97607.59,127.98,0.5,0.005,-0.005,38048.84,38048.84
20170308,643970.76,2752.91,1.07,1.0,2752.91,1713.97,1304.76,601448.15,89437.3,265.82,0.43,0.0043,-0.0043,41217.85,41217.85
20170309,643802.19,-168.57,1.07,1.0,-168.57,-184.52,329.03,599502.4,110564.52,313.08,-0.03,-0.0003,0.0003,43970.76,43970.76
20170310,641662.51,-2139.67,1.07,1.0,-2139.67,-703.09,-924.2,598784.52,231495.69,512.39,-0.36,-0.0033,0.0033,43802.19,43970.76
20170313,648244.01,6581.5,1.08,1.01,6581.5,2944.89,4273.85,602307.65,214382.58,637.24,0.66,0.0103,-0.0103,41662.51,43970.76
20170314,652334.94,4090.93,1.09,1.01,4090.93,2309.53,1931.94,602158.99,194580.46,150.54,0.63,0.0063,-0.0063,48244.01,48244.01
20170315,651855.39,-479.54,1.09,1.0,-479.54,329.42,-393.47,599913.93,363733.02,415.49,-0.07,-0.0007,0.0007,52334.94,52334.94
20170316,663640.3,11784.91,1.11,1.02,11784.91,6626.67,5601.24,606183.67,251566.41,443.0,1.73,0.0181,-0.0182,51855.39,52334.94
20170317,665050.61,1410.3,1.11,1.0,1410.3,5058.4,-2879.37,604289.67,314548.96,768.73,0.21,0.0021,-0.0021,63640.3,63640.3
20170320,664456.04,-594.57,1.11,1.0,-594.57,-2242.81,2270.54,597134.89,266500.44,622.3,-0.09,-0.0009,0.0009,65050.61,65050.61
20170321,676532.38,12076.34,1.13,1.02,12076.34,6242.14,6130.0,605946.34,188561.46,295.8,1.73,0.0182,-0.0183,64456.04,65050.61
20170322,685356.06,8823.68,1.14,1.01,8823.68,4374.38,5064.57,603759.11,360195.6,615.27,1.3,0.013,-0.0131,76532.38,76532.38
20170323,681167.21,-4188.85,1.14,0.99,-4188.85,-1721.74,-1402.33,597213.48,111290.94,1064.78,-0.61,-0.0061,0.0061,85356.06,85356.06
20170324,678261.42,-2905.79,1.13,1.0,-2905.79,-2354.82,-256.99,597351.2,96940.58,293.98,-1.04,-0.0043,0.0043,81167.21,85356.06
20170327,676142.48,-2118.94,1.13,1.0,-2118.94,-1294.49,-609.35,598490.41,74171.8,215.1,-1.34,-0.0031,0.0031,78261.42,85356.06
20170328,673425.42,-2717.05,1.12,1.0,-2717.05,-2019.18,-507.93,597790.87,22910.56,189.95,-1.74,-0.004,0.004,76142.48,85356.06
20170329,671864.82,-1560.6,1.12,1.0,-1560.6,-1566.3,108.65,598330.74,31063.75,102.96,-1.97,-0.0023,0.0023,73425.42,85356.06
20170330,670116.24,-1748.58,1.12,1.0,-1748.58,-1649.89,166.1,598085.32,124141.64,264.79,-2.22,-0.0026,0.0026,71864.82,85356.06
20170331,662159.73,-7956.51,1.1,0.99,-7956.51,-4179.99,-3353.76,595397.25,78747.17,422.76,-3.38,-0.0119,0.0118,70116.24,85356.06
20170405,660014.94,-2144.78,1.1,1.0,-2144.78,-4896.04,3371.15,594484.07,274434.2,619.89,-3.7,-0.0032,0.0032,62159.73,85356.06
20170406,663256.32,3241.38,1.11,1.0,3241.38,5906.4,-2115.48,605356.86,292720.4,549.54,-3.22,0.0049,-0.0049,60014.94,85356.06
20170407,660827.53,-2428.79,1.1,1.0,-2428.79,-1119.92,-838.33,598409.54,250912.96,470.54,-3.58,-0.0037,0.0037,63256.32,85356.06
20170410,637268.03,-23559.51,1.06,0.96,-23559.51,-16258.65,-6430.48,582870.98,191937.8,870.37,-7.02,-0.0357,0.035,60827.53,85356.06
20170411,630217.59,-7050.44,1.05,0.99,-7050.44,-6572.1,0.0,592949.56,0.0,478.34,-8.05,-0.0111,0.011,37268.03,85356.06
20170412,629169.91,-1047.68,1.05,1.0,-1047.68,0.0,-956.23,599908.56,55628.79,91.44,-8.2,-0.0017,0.0017,30217.59,85356.06
20170413,625552.33,-3617.58,1.04,0.99,-3617.58,-636.97,-2709.83,599092.25,188075.72,270.78,-8.73,-0.0057,0.0057,29169.91,85356.06
