,available_cash,chg,interests,log_chg,mktime,profit,retrace,value
0,599989.84,-0.0003,599818.19,0.0003,20170105,-181.81,-0.0303,1.0
1,599366.18,-0.0015,598888.56,0.0015,20170106,-929.63,-0.1852,1.0
2,599522.67,0.0003,599089.28,-0.0003,20170109,200.72,-0.1518,1.0
3,600142.42,0.0007,599516.82,-0.0007,20170110,427.54,-0.0805,1.0
4,599619.9,-0.0006,599136.72,0.0006,20170111,-380.1,-0.1439,1.0
5,599937.06,-0.0012,598441.86,0.0012,20170112,-694.86,-0.2597,1.0
6,598607.55,-0.0037,596245.71,0.0037,20170113,-2196.15,-0.6257,0.99
7,598109.97,-0.0036,594117.58,0.0036,20170116,-2128.13,-0.9804,0.99
8,600358.34,0.0009,594646.16,-0.0009,20170117,528.58,-0.8923,0.99
9,600535.08,0.0007,595055.7,-0.0007,20170118,409.55,-0.824,0.99
10,599705.35,-0.0003,594902.94,0.0003,20170119,-152.76,-0.8495,0.99
11,601667.69,0.0047,597681.09,-0.0047,20170120,2778.15,-0.3865,1.0
12,601696.8,0.001,598266.65,-0.001,20170123,585.56,-0.2889,1.0
13,599148.43,-0.0025,596785.24,0.0025,20170124,-1481.41,-0.5358,0.99
14,600443.04,0.0011,597442.53,-0.0011,20170125,657.29,-0.4262,1.0
15,600414.23,0.001,598028.69,-0.001,20170126,586.16,-0.3286,1.0
16,599514.28,-0.0049,595069.88,0.0049,20170203,-2958.81,-0.8217,0.99
17,598480.21,0.0133,603013.04,-0.0134,20170206,7943.15,0.5022,1.01
18,605066.31,0.01,609055.09,-0.0101,20170207,6042.06,1.002,1.02
19,603773.41,0.0129,616906.38,-0.013,20170208,7851.29,1.2891,1.03
20,602398.8,0.0046,619774.87,-0.0047,20170209,2868.49,0.465,1.03
21,598749.11,-0.0095,613867.94,0.0095,20170210,-5906.94,-0.9531,1.02
22,598664.71,0.0015,614778.22,-0.0015,20170213,910.28,-0.8062,1.02
23,611375.38,0.0212,627842.01,-0.0215,20170214,13063.79,1.3016,1.05
24,605892.24,0.0085,633206.1,-0.0086,20170215,5364.09,0.8544,1.06
25,598056.81,-0.0053,629822.64,0.0053,20170216,-3383.46,-0.5343,1.05
26,595851.28,-0.0069,625463.98,0.0069,20170217,-4358.67,-1.2227,1.04
27,598866.6,-0.0058,621826.02,0.0058,20170220,-3637.96,-1.7972,1.04
28,603097.63,0.0066,625945.02,-0.0066,20170221,4119.0,-1.1467,1.04
29,599519.33,0.0004,626198.81,-0.0004,20170222,253.79,-1.1066,1.04
30,601854.89,0.0068,630473.0,-0.0068,20170223,4274.2,-0.4316,1.05
31,601307.52,0.0054,633876.33,-0.0054,20170224,3403.32,0.1058,1.06
32,597763.04,-0.0048,630818.62,0.0048,20170227,-3057.71,-0.4824,1.05
33,602662.57,0.0073,635438.9,-0.0074,20170228,4620.29,0.2465,1.06
34,600327.25,-0.0007,635006.39,0.0007,20170301,-432.52,-0.0681,1.06
35,599733.72,0.0005,635295.82,-0.0005,20170302,289.44,-0.0225,1.06
36,600105.79,0.0007,635759.41,-0.0007,20170303,463.58,0.0504,1.06
37,599283.48,0.0036,638048.84,-0.0036,20170306,2289.43,0.3601,1.06
38,600779.71,0.005,641217.85,-0.005,20170307,3169.01,0.4967,1.07
39,601448.15,0.0043,643970.76,-0.0043,20170308,2752.91,0.4293,1.07
40,599502.4,-0.0003,643802.19,0.0003,20170309,-168.57,-0.0262,1.07
41,598784.52,-0.0033,641662.51,0.0033,20170310,-2139.67,-0.3584,1.07
42,602307.65,0.0103,648244.01,-0.0103,20170313,6581.5,0.6636,1.08
43,602158.99,0.0063,652334.94,-0.0063,20170314,4090.93,0.6311,1.09
44,599913.93,-0.0007,651855.39,0.0007,20170315,-479.54,-0.0735,1.09
45,606183.67,0.0181,663640.3,-0.0182,20170316,11784.91,1.7331,1.11
46,604289.67,0.0021,665050.61,-0.0021,20170317,1410.3,0.2125,1.11
47,597134.89,-0.0009,664456.04,0.0009,20170320,-594.57,-0.0894,1.11
48,605946.34,0.0182,676532.38,-0.0183,20170321,12076.34,1.7265,1.13
49,603759.11,0.013,685356.06,-0.0131,20170322,8823.68,1.3043,1.14
50,597213.48,-0.0061,681167.21,0.0061,20170323,-4188.85,-0.6112,1.14
51,597351.2,-0.0043,678261.42,0.0043,20170324,-2905.79,-1.0352,1.13
52,598490.41,-0.0031,676142.48,0.0031,20170327,-2118.94,-1.3443,1.13
53,597790.87,-0.004,673425.42,0.004,20170328,-2717.05,-1.7408,1.12
54,598330.74,-0.0023,671864.82,0.0023,20170329,-1560.6,-1.9685,1.12
55,598085.32,-0.0026,670116.24,0.0026,20170330,-1748.58,-2.2236,1.12
56,595397.25,-0.0119,662159.73,0.0118,20170331,-7956.51,-3.3846,1.1
57,594484.07,-0.0032,660014.94,0.0032,20170405,-2144.78,-3.6975,1.1
58,605356.86,0.0049,663256.32,-0.0049,20170406,3241.38,-3.2246,1.11
59,598409.54,-0.0037,660827.53,0.0037,20170407,-2428.79,-3.5789,1.1
60,582870.98,-0.0357,637268.03,0.035,20170410,-23559.51,-7.0165,1.06
61,592949.56,-0.0111,630217.59,0.011,20170411,-7050.44,-8.0452,1.05
62,599908.56,-0.0017,629169.91,0.0017,20170412,-1047.68,-8.1981,1.05
63,599092.25,-0.0057,625552.33,0.0057,20170413,-3617.58,-8.7259,1.04
64,595267.46,-0.0079,620623.65,0.0078,20170414,-4928.68,-9.4451,1.03
65,595722.02,-0.0144,611674.49,0.0143,20170417,-8949.16,-10.7508,1.02
66,600276.06,-0.0017,610604.31,0.0017,20170418,-1070.18,-10.907,1.02
67,613901.66,0.0228,624540.07,-0.0231,20170419,13935.76,-8.8736,1.04
68,598522.47,-0.0046,621650.47,0.0046,20170420,-2889.6,-9.2953,1.04
69,598377.67,-0.0019,620473.66,0.0019,20170421,-1176.82,-9.467,1.03
70,597318.4,-0.0059,616788.35,0.0059,20170424,-3685.31,-10.0047,1.03
71,603303.27,0.0075,621409.61,-0.0075,20170425,4621.26,-9.3304,1.04
72,601390.87,0.0054,624784.89,-0.0054,20170426,3375.29,-8.8379,1.04
73,605424.64,0.0101,631078.84,-0.0101,20170427,6293.95,-7.9196,1.05
74,602783.74,0.003,632941.19,-0.003,20170428,1862.35,-7.6478,1.05
75,598269.09,-0.0038,630560.85,0.0038,20170502,-2380.34,-7.9951,1.05
76,600919.56,0.002,631830.86,-0.002,20170503,1270.01,-7.8098,1.05
77,599382.06,-0.0027,630154.17,0.0027,20170504,-1676.69,-8.0545,1.05
78,598786.83,-0.0046,627251.2,0.0046,20170505,-2902.97,-8.4781,1.05
79,598450.32,-0.008,622231.24,0.008,20170508,-5019.96,-9.2105,1.04
80,597958.24,-0.0025,620690.12,0.0025,20170509,-1541.12,-9.4354,1.03
81,599306.07,-0.003,618835.03,0.003,20170510,-1855.09,-9.7061,1.03
82,599485.22,0.0009,619367.88,-0.0009,20170511,532.86,-9.6283,1.03
83,600489.87,0.0025,620935.44,-0.0025,20170512,1567.55,-9.3996,1.03
84,600137.37,0.0009,621509.5,-0.0009,20170515,574.06,-9.3158,1.04
85,600174.68,0.0043,624167.79,-0.0043,20170516,2658.29,-8.928,1.04
86,601011.86,0.0007,624630.88,-0.0007,20170517,463.08,-8.8604,1.04
