,available_cash,chg,interests,log_chg,mktime,profit,retrace,value
0,199929.43,-0.0021,199586.99,0.0021,20170105,-413.01,-0.2065,1.0
1,200202.2,-0.0039,198808.83,0.0039,20170106,-778.16,-0.5956,0.99
2,200252.61,0.0037,199539.25,-0.0037,20170109,730.42,-0.2304,1.0
3,204147.34,0.0207,203669.09,-0.0209,20170110,4129.84,1.8345,1.02
4,199603.86,-0.0042,202819.83,0.0042,20170111,-849.26,-0.417,1.01
5,200693.89,-0.0007,202671.2,0.0007,20170112,-148.63,-0.49,1.01
6,199933.74,-0.0053,201595.76,0.0053,20170113,-1075.44,-1.018,1.01
7,198163.2,-0.0103,199518.49,0.0103,20170116,-2077.27,-2.0379,1.0
8,201525.24,0.0138,202264.55,-0.0139,20170117,2746.06,-0.6896,1.01
9,202145.98,0.0094,204160.2,-0.0094,20170118,1895.65,0.2411,1.02
10,198371.71,-0.0093,202256.38,0.0093,20170119,-1903.82,-0.9325,1.01
11,199915.6,0.0006,202386.66,-0.0006,20170120,130.28,-0.8687,1.01
12,202036.62,0.0118,204779.43,-0.0119,20170123,2392.76,0.3033,1.02
13,199946.73,-0.0,204775.17,0.0,20170124,-4.25,-0.0021,1.02
14,200552.28,0.0059,205981.82,-0.0059,20170125,1206.65,0.5872,1.03
15,202099.32,0.0113,208312.82,-0.0114,20170126,2331.0,1.1317,1.04
16,201444.4,0.0073,209826.59,-0.0073,20170203,1513.77,0.7267,1.05
17,200858.5,0.0111,212151.39,-0.0111,20170206,2324.8,1.108,1.06
18,203204.67,0.0197,216337.81,-0.0199,20170207,4186.42,1.9733,1.08
19,201672.94,0.0113,218781.93,-0.0114,20170208,2444.12,1.1298,1.09
20,200496.3,0.004,219663.16,-0.004,20170209,881.23,0.4028,1.1
21,201203.98,0.0026,220228.13,-0.0026,20170210,564.97,0.2572,1.1
22,200608.79,0.0052,221370.75,-0.0052,20170213,1142.62,0.5188,1.11
23,200330.04,0.0042,222293.42,-0.0042,20170214,922.66,0.4168,1.11
24,203726.25,0.0156,225767.94,-0.0158,20170215,3474.52,1.563,1.13
25,201013.88,0.0051,226908.47,-0.0051,20170216,1140.53,0.5052,1.13
26,202554.9,0.0092,228989.14,-0.0092,20170217,2080.66,0.917,1.14
27,199121.45,-0.005,227837.03,0.005,20170220,-1152.11,-0.5031,1.14
28,202416.55,0.0121,230600.47,-0.0122,20170221,2763.44,0.7037,1.15
29,201176.05,0.0046,231652.39,-0.0046,20170222,1051.92,0.4562,1.16
30,200045.29,0.0022,232156.27,-0.0022,20170223,503.88,0.2175,1.16
31,204581.14,0.0219,237251.35,-0.0222,20170224,5095.07,2.1947,1.19
32,199769.34,-0.0021,236763.25,0.0021,20170227,-488.09,-0.2057,1.18
33,200720.42,0.005,237958.89,-0.0051,20170228,1195.64,0.2982,1.19
34,201270.35,0.0015,238313.27,-0.0015,20170301,354.39,0.1489,1.19
35,200314.35,0.0015,238681.14,-0.0015,20170302,367.86,0.1544,1.19
36,199214.67,-0.0037,237789.92,0.0037,20170303,-891.22,-0.3734,1.19
37,201060.02,0.0109,240371.71,-0.0109,20170306,2581.8,0.7083,1.2
38,202057.43,0.0093,242613.17,-0.0094,20170307,2241.45,0.9325,1.21
39,200500.56,0.0037,243508.99,-0.0037,20170308,895.82,0.3692,1.22
40,201686.16,0.0105,246076.6,-0.0106,20170309,2567.61,1.0544,1.23
41,200414.98,0.0008,246272.84,-0.0008,20170310,196.24,0.0797,1.23
42,201651.92,0.0091,248513.35,-0.0091,20170313,2240.51,0.9098,1.24
43,203447.65,0.0145,252120.52,-0.0146,20170314,3607.17,1.4515,1.26
44,199670.07,-0.0006,251964.22,0.0006,20170315,-156.31,-0.062,1.26
45,202875.64,0.0148,255690.33,-0.0149,20170316,3726.12,1.4159,1.28
46,202104.82,0.0088,257939.06,-0.0088,20170317,2248.73,0.8795,1.29
47,201262.22,0.0112,260820.8,-0.0112,20170320,2881.74,1.1172,1.3
48,204760.5,0.0176,265422.7,-0.0178,20170321,4601.9,1.7644,1.33
49,203259.29,0.0147,269319.15,-0.0148,20170322,3896.46,1.468,1.35
50,199744.25,-0.0032,268451.94,0.0032,20170323,-867.21,-0.322,1.34
51,205495.83,0.0211,274105.74,-0.0213,20170324,5653.8,1.7773,1.37
52,201145.33,0.0051,275506.46,-0.0051,20170327,1400.72,0.511,1.38
53,202702.59,0.0078,277662.77,-0.0079,20170328,2156.31,0.7827,1.39
54,205522.71,0.021,283503.24,-0.0213,20170329,5840.47,2.1034,1.42
55,200564.65,0.0008,283742.71,-0.0008,20170330,239.47,0.0845,1.42
56,202287.09,0.0043,284951.2,-0.0043,20170331,1208.49,0.4259,1.42
57,200895.58,0.004,286079.95,-0.004,20170405,1128.75,0.3961,1.43
58,202688.13,0.0097,288844.32,-0.0097,20170406,2764.37,0.9663,1.44
59,198707.68,-0.0046,287513.03,0.0046,20170407,-1331.29,-0.4609,1.44
60,199246.35,-0.0025,286801.19,0.0025,20170410,-711.84,-0.7073,1.43
61,202073.37,0.0098,289620.25,-0.0099,20170411,2819.06,0.2686,1.45
62,201563.12,0.0072,291717.98,-0.0073,20170412,2097.74,0.7243,1.46
63,200693.07,0.0001,291751.22,-0.0001,20170413,33.23,0.0114,1.46
64,198297.81,-0.0092,289056.9,0.0092,20170414,-2694.32,-0.9235,1.45
65,197506.69,-0.0109,285912.37,0.0108,20170417,-3144.53,-2.0013,1.43
66,200621.43,0.0022,286531.58,-0.0022,20170418,619.21,-1.7891,1.43
67,200415.31,0.0041,287702.08,-0.0041,20170419,1170.5,-1.3879,1.44
68,200688.5,0.0016,288175.08,-0.0016,20170420,473.0,-1.2257,1.44
69,200594.53,0.001,288452.51,-0.001,20170421,277.42,-1.1307,1.44
70,199110.75,-0.0037,287397.75,0.0036,20170424,-1054.76,-1.4922,1.44
71,202629.9,0.0106,290446.05,-0.0107,20170425,3048.3,-0.4474,1.45
72,199898.29,-0.0006,290263.19,0.0006,20170426,-182.86,-0.51,1.45
73,203045.05,0.0113,293538.68,-0.0113,20170427,3275.49,0.6127,1.47
74,201024.18,0.0031,294434.63,-0.0031,20170428,895.95,0.3052,1.47
75,200084.69,0.0,294444.77,-0.0,20170502,10.14,0.0034,1.47
76,202102.92,0.0086,296988.94,-0.0087,20170503,2544.17,0.8641,1.48
77,200077.02,0.0003,297069.65,-0.0003,20170504,80.71,0.0272,1.49
78,201670.56,-0.0009,296810.5,0.0009,20170505,-259.15,-0.0872,1.48
79,196966.98,-0.0173,291685.74,0.0171,20170508,-5124.76,-1.8123,1.46
80,198527.41,-0.0041,290475.7,0.0041,20170509,-1210.04,-2.2197,1.45
