mktime,interests,profit,value,daily_value,all_profit,close_profit,prosition_profit,settle_available_cash,position_cost,fee,retrace,value_chg,log_chg,last_profit,max_profit
20160105,700482.7,482.7,1.0,1.0,482.7,0.0,542.51,699940.19,32384.68,59.81,0.07,0.0007,0.0007,0.0,0.0
20160106,702198.13,1715.43,1.0,1.0,2198.13,920.99,992.37,700723.06,55081.1,197.93,0.24,0.0024,0.0024,482.7,482.7
20160107,698867.17,-3330.96,1.0,1.0,-1132.83,-2366.04,-759.02,697428.07,26818.08,205.89,-0.47,-0.0047,-0.0048,2198.13,2198.13
20160108,699315.09,447.91,1.0,1.0,-684.91,50.34,493.28,699954.63,15829.96,95.71,-0.41,0.0006,0.0006,-1132.83,2198.13
20160111,694049.75,-5265.34,0.99,0.99,-5950.25,-487.45,-4525.8,699260.46,132902.78,252.09,-1.16,-0.0075,-0.0076,-684.91,2198.13
20160112,682714.2,-11335.54,0.98,0.98,-17285.8,-10806.66,-110.62,688775.07,38778.21,418.27,-2.77,-0.0163,-0.0165,-5950.25,2198.13
20160113,679568.04,-3146.17,0.97,1.0,-20431.96,-2355.5,-581.16,697435.0,62382.76,209.5,-3.22,-0.0046,-0.0046,-17285.8,2198.13
20160114,679583.48,15.44,0.97,1.0,-20416.52,-889.67,1201.08,698814.36,38688.43,295.97,-3.22,0.0,0.0,-20431.96,2198.13
20160115,678240.66,-1342.82,0.97,1.0,-21759.34,-946.4,-258.2,698915.38,21234.45,138.22,-3.41,-0.002,-0.002,-20416.52,2198.13
20160118,678058.81,-181.85,0.97,1.0,-21941.19,-448.92,356.49,699461.66,25034.5,89.42,-3.44,-0.0003,-0.0003,-21759.34,2198.13
20160119,679767.45,1708.64,0.97,1.0,-20232.55,389.98,1467.01,700241.64,59865.37,148.34,-3.19,0.0025,0.0025,-21941.19,2198.13
20160120,681927.25,2159.79,0.97,1.0,-18072.75,2199.08,99.76,702060.04,38587.83,139.04,-2.89,0.0032,0.0032,-20232.55,2198.13
20160121,680215.76,-1711.49,0.97,1.0,-19784.24,-726.29,-811.93,699100.45,38781.93,173.26,-3.13,-0.0025,-0.0025,-18072.75,2198.13
20160122,680360.69,144.93,0.97,1.0,-19639.31,-973.32,1364.7,698780.23,109032.62,246.45,-3.11,0.0002,0.0002,-19784.24,2198.13
20160125,683877.53,3516.84,0.98,1.01,-16122.47,3244.25,596.53,702920.31,113121.78,323.94,-2.61,0.0052,0.0052,-19639.31,2198.13
20160126,677962.4,-5915.13,0.97,0.99,-22037.6,-5392.9,-172.77,694257.64,11434.79,349.46,-3.45,-0.0086,-0.0087,-16122.47,2198.13
20160127,678580.77,618.37,0.97,1.0,-21419.23,-684.76,1404.68,699213.69,36633.16,101.55,-3.36,0.0009,0.0009,-22037.6,2198.13
20160128,677941.7,-639.08,0.97,1.0,-22058.3,-59.35,-402.58,699763.5,32424.05,177.15,-3.45,-0.0009,-0.0009,-21419.23,2198.13
20160129,678046.65,104.95,0.97,1.0,-21953.35,-191.25,425.81,699679.14,8137.06,129.61,-3.44,0.0002,0.0002,-22058.3,2198.13
20160201,675290.74,-2755.9,0.96,1.0,-24709.26,321.24,-2742.43,699986.53,181355.04,334.71,-3.83,-0.0041,-0.0041,-21953.35,2198.13
20160202,681008.76,5718.02,0.97,1.01,-18991.24,4629.34,1528.95,704189.07,72793.9,440.27,-3.02,0.0085,0.0084,-24709.26,2198.13
20160203,681745.35,736.59,0.97,1.0,-18254.65,-164.14,1031.73,699704.86,89893.93,131.0,-2.91,0.0011,0.0011,-18991.24,2198.13
20160204,687310.69,5565.34,0.98,1.01,-12689.31,5186.13,658.8,704906.54,28968.83,279.59,-2.12,0.0082,0.0081,-18254.65,2198.13
20160205,686524.92,-785.77,0.98,1.0,-13475.08,382.14,-992.49,700206.72,55026.01,175.42,-2.23,-0.0011,-0.0011,-12689.31,2198.13
20160215,686671.89,146.96,0.98,1.0,-13328.11,-1415.13,1877.67,698269.3,47110.74,315.57,-2.21,0.0002,0.0002,-13475.08,2198.13
20160216,690898.08,4226.19,0.99,1.01,-9101.92,3499.33,909.81,703316.38,39540.33,182.95,-1.61,0.0062,0.0061,-13328.11,2198.13
20160217,692186.63,1288.55,0.99,1.0,-7813.37,625.05,787.32,700501.23,33557.79,123.82,-1.43,0.0019,0.0019,-9101.92,2198.13
20160218,693848.74,1662.11,0.99,1.0,-6151.26,1423.9,372.8,701289.31,42058.15,134.59,-1.19,0.0024,0.0024,-7813.37,2198.13
20160219,693451.64,-397.1,0.99,1.0,-6548.36,-191.3,-38.16,699641.06,83892.98,167.64,-1.25,-0.0006,-0.0006,-6151.26,2198.13
20160222,695513.76,2062.11,0.99,1.0,-4486.24,676.8,1506.85,700555.27,74605.95,121.53,-0.95,0.003,0.003,-6548.36,2198.13
20160223,697947.46,2433.7,1.0,1.0,-2052.54,1828.83,814.82,701618.88,39035.72,209.95,-0.61,0.0035,0.0035,-4486.24,2198.13
20160224,697698.26,-249.2,1.0,1.0,-2301.74,-341.1,265.11,699485.69,32919.27,173.21,-0.64,-0.0004,-0.0004,-2052.54,2198.13
20160225,695159.87,-2538.39,0.99,1.0,-4840.13,-1456.96,-896.34,698357.95,36281.49,185.09,-1.0,-0.0036,-0.0036,-2301.74,2198.13
20160226,694062.43,-1097.44,0.99,1.0,-5937.57,-1162.98,274.47,698628.09,36420.01,208.93,-1.16,-0.0016,-0.0016,-4840.13,2198.13
20160229,691907.56,-2154.86,0.99,1.0,-8092.44,-2058.48,63.47,697781.67,18472.5,159.85,-1.47,-0.0031,-0.0031,-5937.57,2198.13
20160301,692057.61,150.05,0.99,1.0,-7942.39,-380.9,651.61,699498.44,21555.98,120.66,-1.44,0.0002,0.0002,-8092.44,2198.13
20160302,693376.46,1318.84,0.99,1.0,-6623.54,841.65,611.08,700707.77,23778.36,133.88,-1.26,0.0019,0.0019,-7942.39,2198.13
20160303,693741.39,364.93,0.99,1.0,-6258.61,211.81,219.5,700145.43,20079.94,66.38,-1.2,0.0005,0.0005,-6623.54,2198.13
20160304,691809.21,-1932.18,0.99,1.0,-8190.79,-816.63,-966.28,699034.1,45663.98,149.27,-1.48,-0.0028,-0.0028,-6258.61,2198.13
20160307,690930.58,-878.63,0.99,1.0,-9069.42,-178.92,-507.43,699628.8,101231.49,192.28,-1.6,-0.0013,-0.0013,-8190.79,2198.13
20160308,687865.9,-3064.67,0.98,1.0,-12134.1,-3644.46,946.26,695989.06,23929.19,366.48,-2.04,-0.0044,-0.0044,-9069.42,2198.13
20160309,687375.22,-490.68,0.98,1.0,-12624.78,75.22,-436.27,699945.59,46920.77,129.63,-2.11,-0.0007,-0.0007,-12134.1,2198.13
20160310,686451.81,-923.41,0.98,1.0,-13548.19,-566.12,-199.32,699275.91,31785.47,157.97,-2.24,-0.0013,-0.0013,-12624.78,2198.13
20160311,685681.21,-770.6,0.98,1.0,-14318.79,-1046.4,416.46,698812.94,28173.07,140.66,-2.35,-0.0011,-0.0011,-13548.19,2198.13
20160314,687604.46,1923.25,0.98,1.0,-12395.54,1395.86,650.88,701272.37,34709.31,123.49,-2.08,0.0028,0.0028,-14318.79,2198.13
20160315,687972.21,367.75,0.98,1.0,-12027.79,569.68,-92.87,700460.62,30287.18,109.06,-2.03,0.0005,0.0005,-12395.54,2198.13
20160316,687650.58,-321.63,0.98,1.0,-12349.42,-270.16,54.06,699624.31,26915.8,105.53,-2.07,-0.0005,-0.0005,-12027.79,2198.13
20160317,689022.14,1371.57,0.98,1.0,-10977.86,553.57,951.23,700420.34,32423.74,133.23,-1.88,0.002,0.002,-12349.42,2198.13
20160318,690740.04,1717.9,0.99,1.0,-9259.96,1400.01,455.77,701262.13,36179.4,137.88,-1.63,0.0025,0.0025,-10977.86,2198.13
20160321,692697.57,1957.53,0.99,1.0,-7302.43,739.82,1397.9,700559.63,70031.08,180.19,-1.35,0.0028,0.0028,-9259.96,2198.13
20160322,692332.14,-365.43,0.99,1.0,-7667.86,345.89,-620.3,700254.87,92242.04,91.02,-1.41,-0.0005,-0.0005,-7302.43,2198.13
20160323,692120.88,-211.26,0.99,1.0,-7879.12,-646.47,651.26,699137.48,67323.64,216.05,-1.44,-0.0003,-0.0003,-7667.86,2198.13
20160324,690303.56,-1817.32,0.99,1.0,-9696.44,-935.52,-696.64,698879.31,63432.33,185.17,-1.69,-0.0026,-0.0026,-7879.12,2198.13
20160325,687348.11,-2955.44,0.98,1.0,-12651.89,-1743.87,-942.97,697987.53,69383.47,268.6,-2.11,-0.0043,-0.0043,-9696.44,2198.13
20160328,685772.35,-1575.76,0.98,1.0,-14227.65,-1467.07,108.67,698315.57,32175.39,217.36,-2.34,-0.0023,-0.0023,-12651.89,2198.13
20160329,684428.68,-1343.67,0.98,1.0,-15571.32,-1093.08,-118.61,698774.93,22647.14,131.99,-2.53,-0.002,-0.002,-14227.65,2198.13
20160330,684998.46,569.78,0.98,1.0,-15001.54,-210.29,859.89,699709.89,28158.62,79.82,-2.45,0.0008,0.0008,-15571.32,2198.13
20160331,686161.92,1163.46,0.98,1.0,-13838.08,699.49,542.3,700621.16,22626.77,78.33,-2.28,0.0017,0.0017,-15001.54,2198.13
20160401,686776.35,614.43,0.98,1.0,-13223.65,295.38,427.67,700186.76,15942.3,108.62,-2.2,0.0009,0.0009,-13838.08,2198.13
20160405,688993.99,2217.64,0.98,1.0,-11006.01,224.19,2158.82,700058.82,91681.94,165.37,-1.88,0.0032,0.0032,-13223.65,2198.13
20160406,691368.9,2374.92,0.99,1.0,-8631.1,2133.57,469.4,701905.51,35512.81,228.06,-1.54,0.0034,0.0034,-11006.01,2198.13
20160407,691174.7,-194.2,0.99,1.0,-8825.3,-291.46,268.64,699537.15,32619.74,171.39,-1.57,-0.0003,-0.0003,-8631.1,2198.13
20160408,690790.67,-384.03,0.99,1.0,-9209.33,-616.85,355.44,699260.53,20076.25,122.62,-1.62,-0.0006,-0.0006,-8825.3,2198.13
20160411,693927.86,3137.19,0.99,1.0,-6072.14,212.31,3113.4,700023.78,109117.11,188.53,-1.18,0.0045,0.0045,-9209.33,2198.13
20160412,695217.56,1289.71,0.99,1.0,-4782.44,1604.71,-67.38,701357.09,59268.45,247.62,-0.99,0.0019,0.0019,-6072.14,2198.13
20160413,696126.64,909.08,0.99,1.0,-3873.36,266.11,722.55,700186.53,50200.58,79.58,-0.86,0.0013,0.0013,-4782.44,2198.13
20160414,698963.16,2836.52,1.0,1.0,-1036.84,1973.07,1073.5,701763.02,64140.56,210.05,-0.46,0.0041,0.0041,-3873.36,2198.13
20160415,699192.75,229.59,1.0,1.0,-807.25,248.2,122.82,700106.76,85042.13,141.44,-0.43,0.0003,0.0003,-1036.84,2198.13
20160418,696124.88,-3067.87,0.99,1.0,-3875.12,-2649.73,-161.6,697093.73,63009.81,256.54,-0.86,-0.0044,-0.0044,-807.25,2198.13
20160419,695486.3,-638.58,0.99,1.0,-4513.7,-591.9,122.51,699238.91,63456.26,169.19,-0.96,-0.0009,-0.0009,-3875.12,2198.13
20160420,695040.72,-445.58,0.99,1.0,-4959.28,-567.26,416.67,699137.76,46685.25,294.98,-1.02,-0.0006,-0.0006,-4513.7,2198.13
20160421,694940.93,-99.79,0.99,1.0,-5059.07,-181.5,302.07,699598.13,30687.48,220.37,-1.03,-0.0001,-0.0001,-4959.28,2198.13
20160422,693970.27,-970.66,0.99,1.0,-6029.73,-918.71,308.07,698721.28,160753.72,360.01,-1.17,-0.0014,-0.0014,-5059.07,2198.13
20160425,697285.57,3315.3,1.0,1.0,-2714.43,3305.99,476.89,702838.41,39146.28,467.58,-0.7,0.0048,0.0048,-6029.73,2198.13
20160426,697983.68,698.11,1.0,1.0,-2016.32,332.59,543.84,700154.28,55102.58,178.31,-0.6,0.001,0.001,-2714.43,2198.13
20160427,697884.14,-99.54,1.0,1.0,-2115.86,584.62,-549.15,700449.61,75300.42,135.01,-0.61,-0.0001,-0.0001,-2016.32,2198.13
20160428,698340.22,456.07,1.0,1.0,-1659.78,-76.55,769.19,699686.89,40256.33,236.56,-0.55,0.0007,0.0007,-2115.86,2198.13
20160429,697519.37,-820.85,1.0,1.0,-2480.63,-96.51,-576.49,699755.65,109978.74,147.84,-0.67,-0.0012,-0.0012,-1659.78,2198.13
20160503,698573.16,1053.79,1.0,1.0,-1426.84,730.28,619.02,700434.77,57866.16,295.51,-0.52,0.0015,0.0015,-2480.63,2198.13
20160504,699867.37,1294.21,1.0,1.0,-132.63,533.4,838.36,700455.85,56432.0,77.55,-0.33,0.0019,0.0019,-1426.84,2198.13
20160505,701237.33,1369.96,1.0,1.0,1237.33,87.02,1371.68,699998.28,78320.92,88.74,-0.14,0.002,0.002,-132.63,2198.13
20160506,699760.58,-1476.75,1.0,1.0,-239.42,-3.42,-1279.36,699802.61,68498.24,193.97,-0.35,-0.0021,-0.0021,1237.33,2198.13
20160509,696178.62,-3581.96,0.99,0.99,-3821.38,-2735.36,-568.4,696986.44,60191.5,278.2,-0.86,-0.0051,-0.0051,-239.42,2198.13
20160510,693684.53,-2494.09,0.99,1.0,-6315.47,-2373.24,79.91,697425.99,32418.92,200.77,-1.21,-0.0036,-0.0036,-3821.38,2198.13
20160511,692859.39,-825.14,0.99,1.0,-7140.61,-353.19,-353.21,699528.08,27877.59,118.73,-1.33,-0.0012,-0.0012,-6315.47,2198.13
20160512,689064.17,-3795.22,0.98,0.99,-10935.83,-4087.1,390.49,695814.29,19947.63,98.61,-1.87,-0.0055,-0.0055,-7140.61,2198.13
20160513,688623.18,-440.99,0.98,1.0,-11376.82,-225.99,-74.96,699633.98,71126.9,140.03,-1.93,-0.0006,-0.0006,-10935.83,2198.13
20160516,688719.58,96.4,0.98,1.0,-11280.42,-608.52,923.01,699173.39,36884.17,218.09,-1.92,0.0001,0.0001,-11376.82,2198.13
20160517,689262.25,542.67,0.98,1.0,-10737.75,357.02,271.92,700270.75,44439.76,86.27,-1.84,0.0008,0.0008,-11280.42,2198.13
20160518,688114.14,-1148.12,0.98,1.0,-11885.86,-1454.44,501.82,698350.06,25242.78,195.5,-2.01,-0.0017,-0.0017,-10737.75,2198.13
20160519,688385.3,271.16,0.98,1.0,-11614.7,200.37,161.23,700109.94,30113.34,90.43,-1.97,0.0004,0.0004,-11885.86,2198.13
20160520,689062.84,677.54,0.98,1.0,-10937.16,-167.06,974.11,699703.43,42405.54,129.51,-1.87,0.001,0.001,-11614.7,2198.13
20160523,690896.15,1833.31,0.99,1.0,-9103.85,1225.37,754.84,701078.47,36713.42,146.9,-1.61,0.0027,0.0027,-10937.16,2198.13
20160524,691044.25,148.1,0.99,1.0,-8955.75,167.84,118.99,700029.11,34101.37,138.73,-1.59,0.0002,0.0002,-9103.85,2198.13
20160525,690898.64,-145.61,0.99,1.0,-9101.36,-110.1,29.2,699825.18,50207.87,64.72,-1.61,-0.0002,-0.0002,-8955.75,2198.13
20160526,692077.56,1178.92,0.99,1.0,-7922.44,-1065.61,2448.92,698730.0,83998.1,204.39,-1.44,0.0017,0.0017,-9101.36,2198.13
20160527,693402.81,1325.25,0.99,1.0,-6597.19,1515.75,36.8,701288.45,33579.99,227.3,-1.25,0.0019,0.0019,-7922.44,2198.13
20160530,693905.96,503.15,0.99,1.0,-6094.04,-188.44,1019.59,699483.55,155196.2,328.01,-1.18,0.0007,0.0007,-6597.19,2198.13
20160531,700856.37,6950.41,1.0,1.01,856.37,5989.83,1393.6,705556.81,46177.26,433.02,-0.19,0.01,0.01,-6094.04,2198.13
20160601,702880.42,2024.06,1.0,1.0,2880.42,1288.32,862.84,701161.22,52875.76,127.1,0.1,0.0029,0.0029,856.37,2198.13
20160602,704758.65,1878.23,1.01,1.0,4758.65,653.85,1334.76,700543.46,51652.01,110.39,0.27,0.0027,0.0027,2880.42,2880.42
20160603,704648.84,-109.81,1.01,1.0,4648.84,247.16,-215.71,700105.89,92583.99,141.27,-0.02,-0.0002,-0.0002,4758.65,4758.65
20160606,699473.39,-5175.45,1.0,0.99,-526.61,-5237.67,321.95,694502.6,111837.86,259.73,-0.75,-0.0073,-0.0074,4648.84,4758.65
20160607,703420.44,3947.05,1.0,1.01,3420.44,771.62,3310.55,700636.49,122380.1,135.13,-0.19,0.0056,0.0056,-526.61,4758.65
20160608,695811.12,-7609.31,0.99,0.99,-4188.88,-7626.22,287.2,692103.48,103860.54,270.3,-1.27,-0.0108,-0.0109,3420.44,4758.65
