,available_cash,chg,interests,log_chg,mktime,profit,retrace,value
0,699940.19,0.0007,700482.7,0.0007,20160105,482.7,0.069,1.0007
1,700723.06,0.0024,702198.13,0.0024,20160106,2198.13,0.2449,1.0031
2,697428.07,-0.0047,698867.17,-0.0048,20160107,-1132.83,-0.4744,0.9984
3,699954.63,0.0006,699315.09,0.0006,20160108,-684.91,-0.4106,0.999
4,699260.46,-0.0075,694049.75,-0.0076,20160111,-5950.25,-1.1604,0.9915
5,688775.07,-0.0163,682714.2,-0.0165,20160112,-17285.8,-2.7747,0.9753
6,697435.0,-0.0046,679568.04,-0.0046,20160113,-20431.96,-3.2228,0.9708
7,698814.36,0.0,679583.48,0.0,20160114,-20416.52,-3.2206,0.9708
8,698915.38,-0.002,678240.66,-0.002,20160115,-21759.34,-3.4118,0.9689
9,699461.66,-0.0003,678058.81,-0.0003,20160118,-21941.19,-3.4377,0.9687
10,700241.64,0.0025,679767.45,0.0025,20160119,-20232.55,-3.1944,0.9711
11,702060.04,0.0032,681927.25,0.0032,20160120,-18072.75,-2.8868,0.9742
12,699100.45,-0.0025,680215.76,-0.0025,20160121,-19784.24,-3.1305,0.9717
13,698780.23,0.0002,680360.69,0.0002,20160122,-19639.31,-3.1099,0.9719
14,702920.31,0.0052,683877.53,0.0052,20160125,-16122.47,-2.609,0.977
15,694257.64,-0.0086,677962.4,-0.0087,20160126,-22037.6,-3.4514,0.9685
16,699213.69,0.0009,678580.77,0.0009,20160127,-21419.23,-3.3633,0.9694
17,699763.5,-0.0009,677941.7,-0.0009,20160128,-22058.3,-3.4544,0.9685
18,699679.14,0.0002,678046.65,0.0002,20160129,-21953.35,-3.4394,0.9686
19,699986.53,-0.0041,675290.74,-0.0041,20160201,-24709.26,-3.8319,0.9647
20,704189.07,0.0085,681008.76,0.0084,20160202,-18991.24,-3.0176,0.9729
21,699704.86,0.0011,681745.35,0.0011,20160203,-18254.65,-2.9127,0.9739
22,704906.54,0.0082,687310.69,0.0081,20160204,-12689.31,-2.1201,0.9819
23,700206.72,-0.0011,686524.92,-0.0011,20160205,-13475.08,-2.232,0.9807
24,698269.3,0.0002,686671.89,0.0002,20160215,-13328.11,-2.2111,0.981
25,703316.38,0.0062,690898.08,0.0061,20160216,-9101.92,-1.6092,0.987
26,700501.23,0.0019,692186.63,0.0019,20160217,-7813.37,-1.4257,0.9888
27,701289.31,0.0024,693848.74,0.0024,20160218,-6151.26,-1.189,0.9912
28,699641.06,-0.0006,693451.64,-0.0006,20160219,-6548.36,-1.2456,0.9906
29,700555.27,0.003,695513.76,0.003,20160222,-4486.24,-0.9519,0.9936
30,701618.88,0.0035,697947.46,0.0035,20160223,-2052.54,-0.6053,0.9971
31,699485.69,-0.0004,697698.26,-0.0004,20160224,-2301.74,-0.6408,0.9967
32,698357.95,-0.0036,695159.87,-0.0036,20160225,-4840.13,-1.0023,0.9931
33,698628.09,-0.0016,694062.43,-0.0016,20160226,-5937.57,-1.1586,0.9915
34,697781.67,-0.0031,691907.56,-0.0031,20160229,-8092.44,-1.4655,0.9884
35,699498.44,0.0002,692057.61,0.0002,20160301,-7942.39,-1.4441,0.9887
36,700707.77,0.0019,693376.46,0.0019,20160302,-6623.54,-1.2563,0.9905
37,700145.43,0.0005,693741.39,0.0005,20160303,-6258.61,-1.2043,0.9911
38,699034.1,-0.0028,691809.21,-0.0028,20160304,-8190.79,-1.4795,0.9883
39,699628.8,-0.0013,690930.58,-0.0013,20160307,-9069.42,-1.6046,0.987
40,695989.06,-0.0044,687865.9,-0.0044,20160308,-12134.1,-2.0411,0.9827
41,699945.59,-0.0007,687375.22,-0.0007,20160309,-12624.78,-2.1109,0.982
42,699275.91,-0.0013,686451.81,-0.0013,20160310,-13548.19,-2.2424,0.9806
43,698812.94,-0.0011,685681.21,-0.0011,20160311,-14318.79,-2.3522,0.9795
44,701272.37,0.0028,687604.46,0.0028,20160314,-12395.54,-2.0783,0.9823
45,700460.62,0.0005,687972.21,0.0005,20160315,-12027.79,-2.0259,0.9828
46,699624.31,-0.0005,687650.58,-0.0005,20160316,-12349.42,-2.0717,0.9824
47,700420.34,0.002,689022.14,0.002,20160317,-10977.86,-1.8764,0.9843
48,701262.13,0.0025,690740.04,0.0025,20160318,-9259.96,-1.6317,0.9868
49,700559.63,0.0028,692697.57,0.0028,20160321,-7302.43,-1.353,0.9896
50,700254.87,-0.0005,692332.14,-0.0005,20160322,-7667.86,-1.405,0.989
51,699137.48,-0.0003,692120.88,-0.0003,20160323,-7879.12,-1.4351,0.9887
52,698879.31,-0.0026,690303.56,-0.0026,20160324,-9696.44,-1.6939,0.9861
53,697987.53,-0.0043,687348.11,-0.0043,20160325,-12651.89,-2.1148,0.9819
54,698315.57,-0.0023,685772.35,-0.0023,20160328,-14227.65,-2.3392,0.9797
55,698774.93,-0.002,684428.68,-0.002,20160329,-15571.32,-2.5305,0.9778
56,699709.89,0.0008,684998.46,0.0008,20160330,-15001.54,-2.4494,0.9786
57,700621.16,0.0017,686161.92,0.0017,20160331,-13838.08,-2.2837,0.9802
58,700186.76,0.0009,686776.35,0.0009,20160401,-13223.65,-2.1962,0.9811
59,700058.82,0.0032,688993.99,0.0032,20160405,-11006.01,-1.8804,0.9843
60,701905.51,0.0034,691368.9,0.0034,20160406,-8631.1,-1.5422,0.9877
61,699537.15,-0.0003,691174.7,-0.0003,20160407,-8825.3,-1.5698,0.9874
62,699260.53,-0.0006,690790.67,-0.0006,20160408,-9209.33,-1.6245,0.9868
63,700023.78,0.0045,693927.86,0.0045,20160411,-6072.14,-1.1778,0.9913
64,701357.09,0.0019,695217.56,0.0019,20160412,-4782.44,-0.9941,0.9932
65,700186.53,0.0013,696126.64,0.0013,20160413,-3873.36,-0.8646,0.9945
66,701763.02,0.0041,698963.16,0.0041,20160414,-1036.84,-0.4607,0.9985
67,700106.76,0.0003,699192.75,0.0003,20160415,-807.25,-0.428,0.9988
68,697093.73,-0.0044,696124.88,-0.0044,20160418,-3875.12,-0.8649,0.9945
69,699238.91,-0.0009,695486.3,-0.0009,20160419,-4513.7,-0.9558,0.9936
70,699137.76,-0.0006,695040.72,-0.0006,20160420,-4959.28,-1.0193,0.9929
71,699598.13,-0.0001,694940.93,-0.0001,20160421,-5059.07,-1.0335,0.9928
72,698721.28,-0.0014,693970.27,-0.0014,20160422,-6029.73,-1.1717,0.9914
73,702838.41,0.0048,697285.57,0.0048,20160425,-2714.43,-0.6996,0.9961
74,700154.28,0.001,697983.68,0.001,20160426,-2016.32,-0.6002,0.9971
75,700449.61,-0.0001,697884.14,-0.0001,20160427,-2115.86,-0.6144,0.997
76,699686.89,0.0007,698340.22,0.0007,20160428,-1659.78,-0.5494,0.9976
77,699755.65,-0.0012,697519.37,-0.0012,20160429,-2480.63,-0.6663,0.9965
78,700434.77,0.0015,698573.16,0.0015,20160503,-1426.84,-0.5162,0.998
79,700455.85,0.0019,699867.37,0.0019,20160504,-132.63,-0.3319,0.9998
80,699998.28,0.002,701237.33,0.002,20160505,1237.33,-0.1368,1.0018
81,699802.61,-0.0021,699760.58,-0.0021,20160506,-239.42,-0.3471,0.9997
82,696986.44,-0.0051,696178.62,-0.0051,20160509,-3821.38,-0.8572,0.9945
83,697425.99,-0.0036,693684.53,-0.0036,20160510,-6315.47,-1.2124,0.991
84,699528.08,-0.0012,692859.39,-0.0012,20160511,-7140.61,-1.3299,0.9898
85,695814.29,-0.0055,689064.17,-0.0055,20160512,-10935.83,-1.8704,0.9844
86,699633.98,-0.0006,688623.18,-0.0006,20160513,-11376.82,-1.9332,0.9837
87,699173.39,0.0001,688719.58,0.0001,20160516,-11280.42,-1.9195,0.9839
88,700270.75,0.0008,689262.25,0.0008,20160517,-10737.75,-1.8422,0.9847
89,698350.06,-0.0017,688114.14,-0.0017,20160518,-11885.86,-2.0057,0.983
90,700109.94,0.0004,688385.3,0.0004,20160519,-11614.7,-1.9671,0.9834
91,699703.43,0.001,689062.84,0.001,20160520,-10937.16,-1.8706,0.9844
92,701078.47,0.0027,690896.15,0.0027,20160523,-9103.85,-1.6095,0.987
93,700029.11,0.0002,691044.25,0.0002,20160524,-8955.75,-1.5884,0.9872
94,699825.18,-0.0002,690898.64,-0.0002,20160525,-9101.36,-1.6092,0.987
95,698730.0,0.0017,692077.56,0.0017,20160526,-7922.44,-1.4413,0.9887
96,701288.45,0.0019,693402.81,0.0019,20160527,-6597.19,-1.2525,0.9906
97,699483.55,0.0007,693905.96,0.0007,20160530,-6094.04,-1.1809,0.9913
98,705556.81,0.01,700856.37,0.01,20160531,856.37,-0.1911,1.0012
99,701161.22,0.0029,702880.42,0.0029,20160601,2880.42,0.0972,1.0041
100,700543.46,0.0027,704758.65,0.0027,20160602,4758.65,0.2672,1.0068
101,700105.89,-0.0002,704648.84,-0.0002,20160603,4648.84,-0.0156,1.0066
102,694502.6,-0.0073,699473.39,-0.0074,20160606,-526.61,-0.7499,0.9992
103,700636.49,0.0056,703420.44,0.0056,20160607,3420.44,-0.1899,1.0049
104,692103.48,-0.0108,695811.12,-0.0109,20160608,-4188.88,-1.2696,0.994
105,694141.17,-0.0109,688195.67,-0.011,20160613,-11804.33,-2.3502,0.9831
106,697289.77,-0.0032,685994.83,-0.0032,20160614,-14005.17,-2.6624,0.98
107,701297.91,0.003,688024.0,0.003,20160615,-11976.0,-2.3745,0.9829
108,699931.51,-0.0,687993.35,-0.0,20160616,-12006.65,-2.3789,0.9828
109,699784.07,0.0016,689059.99,0.0015,20160617,-10940.01,-2.2275,0.9844
110,701471.07,0.0023,690654.06,0.0023,20160620,-9345.94,-2.0013,0.9866
111,700514.42,0.0012,691498.68,0.0012,20160621,-8501.32,-1.8815,0.9879
112,700079.92,0.0007,691991.1,0.0007,20160622,-8008.9,-1.8116,0.9886
