mktime,interests,profit,value,daily_value,all_profit,close_profit,prosition_profit,settle_available_cash,position_cost,fee,retrace,value_chg,log_chg,last_profit,max_profit
20160105,300847.36,847.36,1.0,1.0,847.36,0.0,948.43,299898.92,59228.49,101.08,0.28,0.0028,-0.0028,0.0,0.0
20160106,305408.5,4561.14,1.02,1.02,5408.5,3756.04,1185.56,303375.58,121019.58,380.46,1.52,0.0152,-0.0153,847.36,847.36
20160107,307217.91,1809.41,1.02,1.01,7217.91,3646.84,-1401.53,303210.94,40058.73,435.9,0.59,0.0059,-0.0059,5408.5,5408.5
20160108,306201.04,-1016.87,1.02,1.0,6201.04,-1236.54,420.99,298562.14,62151.52,201.32,-0.33,-0.0033,0.0033,7217.91,7217.91
20160111,306684.61,483.57,1.02,1.0,6684.61,2209.13,-1385.76,301869.33,73004.59,339.8,-0.17,0.0016,-0.0016,6201.04,7217.91
20160112,301857.01,-4827.59,1.01,0.98,1857.01,-4263.79,-229.15,295401.56,66896.97,334.65,-1.74,-0.0157,0.0156,6684.61,7217.91
20160113,300435.99,-1421.03,1.0,1.0,435.99,-538.29,-586.16,299165.14,63215.76,296.57,-2.21,-0.0047,0.0047,1857.01,7217.91
20160114,300725.47,289.48,1.0,1.0,725.47,-889.67,1526.06,298763.42,73481.51,346.91,-2.11,0.001,-0.001,435.99,7217.91
20160115,299268.92,-1456.54,1.0,1.0,-731.08,-602.56,-610.6,299154.06,30365.16,243.38,-2.59,-0.0048,0.0048,725.47,7217.91
20160118,297885.13,-1383.79,0.99,1.0,-2114.87,-1604.13,366.29,298249.92,45191.1,145.95,-3.04,-0.0046,0.0046,-731.08,7217.91
20160119,300345.91,2460.77,1.0,1.01,345.91,1056.33,1632.02,300828.75,73749.53,227.58,-2.24,0.0083,-0.0083,-2114.87,7217.91
20160120,302818.91,2473.0,1.01,1.01,2818.91,2547.87,99.76,302373.25,38587.83,174.62,-1.43,0.0082,-0.0083,345.91,7217.91
20160121,300803.37,-2015.54,1.0,0.99,803.37,-726.29,-1099.78,299084.24,49587.57,189.47,-2.09,-0.0067,0.0066,2818.91,7217.91
20160122,299825.49,-977.87,1.0,1.0,-174.51,-1133.74,331.23,298690.9,43206.8,175.36,-2.41,-0.0033,0.0032,803.37,7217.91
20160125,300153.73,328.24,1.0,1.0,153.73,305.81,163.76,300164.47,66457.54,141.34,-2.3,0.0011,-0.0011,-174.51,7217.91
20160126,296654.01,-3499.72,0.99,0.99,-3345.99,-2776.05,-476.92,296977.21,17035.54,246.74,-3.44,-0.0117,0.0116,153.73,7217.91
20160127,296084.82,-569.19,0.99,1.0,-3915.18,-1423.81,985.29,298445.52,44573.58,130.67,-3.62,-0.0019,0.0019,-3345.99,7217.91
