,available_cash,chg,interests,log_chg,mktime,profit,retrace,value
0,399908.54,0.0014,400557.19,0.0014,20160105,557.19,0.1393,1.0014
1,403428.23,0.0099,404525.64,0.0099,20160106,4525.64,0.9907,1.0113
2,407642.4,0.0155,410779.07,0.0153,20160107,10779.07,1.5459,1.0269
3,399656.6,0.0007,411053.59,0.0007,20160108,11053.59,0.0668,1.0276
4,401934.07,0.002,411891.46,0.002,20160111,11891.46,0.2038,1.0297
5,397089.34,-0.0094,408038.27,-0.0094,20160112,8038.27,-0.9355,1.0201
6,397832.69,-0.0095,404157.87,-0.0096,20160113,4157.87,-1.8776,1.0104
7,399939.97,0.0016,404785.43,0.0016,20160114,4785.43,-1.7252,1.012
8,402547.39,0.0058,407121.0,0.0058,20160115,7121.0,-1.1582,1.0178
9,400059.91,0.0007,407411.79,0.0007,20160118,7411.79,-1.0876,1.0185
10,401170.0,0.0053,409571.88,0.0053,20160119,9571.88,-0.5632,1.0239
11,403275.17,0.0076,412675.8,0.0075,20160120,12675.8,0.1904,1.0317
12,399067.86,-0.0053,410468.36,-0.0054,20160121,10468.36,-0.5349,1.0262
13,399030.86,-0.0014,409900.19,-0.0014,20160122,9900.19,-0.6726,1.0248
14,401337.3,0.0023,410858.67,0.0023,20160125,10858.67,-0.4403,1.0271
15,395709.9,-0.0149,404740.8,-0.015,20160126,4740.8,-1.9228,1.0119
16,397297.7,-0.0028,403597.38,-0.0028,20160127,3597.38,-2.1999,1.009
17,399968.2,-0.002,402804.81,-0.002,20160128,2804.81,-2.3919,1.007
18,400219.37,0.0009,403169.43,0.0009,20160129,3169.43,-2.3036,1.0079
19,400154.86,-0.0003,403064.12,-0.0003,20160201,3064.12,-2.3291,1.0077
20,399720.52,0.0008,403374.6,0.0008,20160202,3374.6,-2.2539,1.0084
21,400022.95,0.0,403385.47,0.0,20160203,3385.47,-2.2512,1.0085
22,400027.73,0.0015,403982.02,0.0015,20160204,3982.02,-2.1067,1.01
23,399967.09,-0.0048,402024.0,-0.0049,20160205,2024.0,-2.5812,1.0051
24,398312.15,-0.0019,401267.31,-0.0019,20160215,1267.31,-2.7645,1.0032
25,401785.32,0.0066,403903.38,0.0065,20160216,3903.38,-2.1257,1.0098
26,401703.18,0.0049,405895.78,0.0049,20160217,5895.78,-1.6429,1.0147
27,400088.24,0.0007,406176.83,0.0007,20160218,6176.83,-1.5748,1.0154
28,400395.83,-0.0,406157.04,-0.0,20160219,6157.04,-1.5796,1.0154
29,401464.17,0.0045,407999.06,0.0045,20160222,7999.06,-1.1333,1.02
30,401786.6,0.0065,410648.37,0.0065,20160223,10648.37,-0.4913,1.0266
31,401317.99,0.003,411896.41,0.003,20160224,11896.41,-0.1889,1.0297
32,400001.13,-0.0039,410289.07,-0.0039,20160225,10289.07,-0.5784,1.0257
33,397236.44,-0.0074,407249.89,-0.0074,20160226,7249.89,-1.3148,1.0181
34,398583.49,-0.0039,405679.65,-0.0039,20160229,5679.65,-1.6953,1.0142
35,400013.8,0.002,406504.43,0.002,20160301,6504.43,-1.4955,1.0163
36,401724.28,0.0054,408707.41,0.0054,20160302,8707.41,-0.9616,1.0218
37,400805.96,0.0018,409456.79,0.0018,20160303,9456.79,-0.78,1.0236
38,399658.26,-0.0037,407924.62,-0.0037,20160304,7924.62,-1.1513,1.0198
39,399263.88,-0.0008,407590.97,-0.0008,20160307,7590.97,-1.2322,1.019
40,398717.97,-0.0004,407437.09,-0.0004,20160308,7437.09,-1.2695,1.0186
41,400373.55,-0.0,407423.13,-0.0,20160309,7423.13,-1.2728,1.0186
42,399210.47,-0.0027,406311.78,-0.0027,20160310,6311.78,-1.5421,1.0158
43,399219.36,-0.0022,405431.27,-0.0022,20160311,5431.27,-1.7555,1.0136
44,400340.05,0.0017,406117.71,0.0017,20160314,6117.71,-1.5892,1.0153
45,400510.96,0.0007,406381.8,0.0007,20160315,6381.8,-1.5252,1.016
46,399648.96,-0.0018,405657.19,-0.0018,20160316,5657.19,-1.7008,1.0141
47,400526.46,0.0039,407227.6,0.0039,20160317,7227.6,-1.3202,1.0181
48,402379.48,0.0064,409828.76,0.0064,20160318,9828.76,-0.6899,1.0246
49,400409.59,0.0015,410427.7,0.0015,20160321,10427.7,-0.5448,1.0261
50,400533.65,0.001,410855.52,0.001,20160322,10855.52,-0.4411,1.0271
51,400344.03,0.0018,411611.11,0.0018,20160323,11611.11,-0.258,1.029
52,401221.45,0.0005,411808.88,0.0005,20160324,11808.88,-0.2101,1.0295
53,398116.94,-0.0084,408331.94,-0.0085,20160325,8331.94,-1.0526,1.0208
54,398421.33,-0.0061,405836.14,-0.0061,20160328,5836.14,-1.6574,1.0146
55,398905.46,-0.0048,403901.29,-0.0048,20160329,3901.29,-2.1262,1.0098
56,400559.65,0.0031,405161.07,0.0031,20160330,5161.07,-1.821,1.0129
57,401330.33,0.0034,406519.86,0.0033,20160331,6519.86,-1.4917,1.0163
58,399709.86,-0.0014,405939.84,-0.0014,20160401,5939.84,-1.6323,1.0148
59,401258.02,0.005,407950.99,0.0049,20160405,7950.99,-1.1449,1.0199
60,401285.2,0.0027,409043.43,0.0027,20160406,9043.43,-0.8802,1.0226
61,399526.24,-0.0032,407730.9,-0.0032,20160407,7730.9,-1.1983,1.0193
62,399469.79,-0.001,407328.6,-0.001,20160408,7328.6,-1.2957,1.0183
63,400626.83,0.0026,408383.1,0.0026,20160411,8383.1,-1.0402,1.021
64,397802.85,-0.0062,405841.63,-0.0062,20160412,5841.63,-1.6561,1.0146
65,400623.62,0.002,406663.39,0.002,20160413,6663.39,-1.4569,1.0167
66,401134.17,0.003,407875.53,0.003,20160414,7875.53,-1.1632,1.0197
67,400347.27,-0.0014,407322.03,-0.0014,20160415,7322.03,-1.2973,1.0183
68,397296.23,-0.0075,404252.0,-0.0076,20160418,4252.0,-2.0413,1.0106
69,400543.03,0.0015,404878.02,0.0015,20160419,4878.02,-1.8896,1.0122
70,400869.84,0.0002,404959.59,0.0002,20160420,4959.59,-1.8698,1.0124
71,400901.14,0.0017,405637.94,0.0017,20160421,5637.94,-1.7054,1.0141
72,400158.97,-0.0,405622.85,-0.0,20160422,5622.85,-1.7091,1.0141
73,400558.01,0.0009,405980.84,0.0009,20160425,5980.84,-1.6223,1.015
74,401198.2,0.0037,407497.7,0.0037,20160426,7497.7,-1.2548,1.0187
75,401661.8,0.0037,409003.26,0.0037,20160427,9003.26,-0.8899,1.0225
76,400356.88,0.0009,409372.9,0.0009,20160428,9372.9,-0.8004,1.0234
77,400732.29,-0.0,409363.16,-0.0,20160429,9363.16,-0.8027,1.0234
78,401080.25,0.0056,411657.74,0.0056,20160503,11657.74,-0.2467,1.0291
79,401666.51,0.0039,413245.64,0.0038,20160504,13245.64,0.1381,1.0331
80,399854.97,0.0011,413681.91,0.0011,20160505,13681.91,0.1056,1.0342
81,400293.96,-0.0027,412566.2,-0.0027,20160506,12566.2,-0.2697,1.0314
82,397172.72,-0.0079,409321.15,-0.0079,20160509,9321.15,-1.0541,1.0233
83,399151.17,-0.0024,408351.12,-0.0024,20160510,8351.12,-1.2886,1.0209
84,401486.55,0.0015,408946.42,0.0015,20160511,8946.42,-1.1447,1.0224
85,398958.11,-0.0018,408208.21,-0.0018,20160512,8208.21,-1.3232,1.0205
86,400719.11,0.0022,409098.81,0.0022,20160513,9098.81,-1.1079,1.0227
87,400760.94,0.0036,410554.45,0.0036,20160516,10554.45,-0.756,1.0264
88,400901.45,0.0017,411249.44,0.0017,20160517,11249.44,-0.588,1.0281
89,399141.32,-0.0021,410393.99,-0.0021,20160518,10393.99,-0.7948,1.026
90,401506.52,0.0037,411912.43,0.0037,20160519,11912.43,-0.4277,1.0298
91,400656.32,0.0037,413428.85,0.0037,20160520,13428.85,-0.0612,1.0336
92,401872.71,0.0057,415791.31,0.0057,20160523,15791.31,0.5099,1.0395
93,399624.43,-0.0011,415328.11,-0.0011,20160524,15328.11,-0.1114,1.0383
94,400384.52,-0.0004,415154.41,-0.0004,20160525,15154.41,-0.1532,1.0379
95,398987.97,0.0004,415319.88,0.0004,20160526,15319.88,-0.1134,1.0383
96,401454.78,0.003,416559.77,0.003,20160527,16559.77,0.1848,1.0414
97,399470.76,-0.0007,416256.63,-0.0007,20160530,16256.63,-0.0728,1.0406
98,400849.66,0.0043,418060.68,0.0043,20160531,18060.68,0.3603,1.0452
99,401673.07,0.005,420136.21,0.005,20160601,20136.21,0.4965,1.0503
100,400312.82,0.0015,420761.42,0.0015,20160602,20761.42,0.1488,1.0519
101,400561.4,0.0009,421141.35,0.0009,20160603,21141.35,0.0903,1.0529
102,396440.75,-0.0091,417321.31,-0.0091,20160606,17321.31,-0.9071,1.0433
103,392225.43,-0.0166,410389.05,-0.0168,20160607,10389.05,-2.5531,1.026
104,393030.2,-0.0164,403676.75,-0.0165,20160608,3676.75,-4.147,1.0092
105,399785.21,-0.0041,402040.81,-0.0041,20160613,2040.81,-4.5354,1.0051
106,398091.66,-0.0039,400478.37,-0.0039,20160614,478.37,-4.9064,1.0012
107,402104.2,0.0066,403132.12,0.0066,20160615,3132.12,-4.2763,1.0078
108,400763.21,0.0026,404191.36,0.0026,20160616,4191.36,-4.0248,1.0105
109,399474.75,-0.0011,403738.08,-0.0011,20160617,3738.08,-4.1324,1.0093
110,403677.32,0.0087,407268.33,0.0087,20160620,7268.33,-3.2941,1.0182
111,399950.96,-0.0005,407060.76,-0.0005,20160621,7060.76,-3.3434,1.0177
112,400613.12,0.0023,408000.64,0.0023,20160622,8000.64,-3.1203,1.02
113,402276.22,0.0042,409713.89,0.0042,20160623,9713.89,-2.7135,1.0243
114,399217.67,-0.0015,409116.83,-0.0015,20160624,9116.83,-2.8552,1.0228
115,400957.61,0.003,410346.26,0.003,20160627,10346.26,-2.5633,1.0259
116,405691.86,0.0139,416054.4,0.0138,20160628,16054.4,-1.2079,1.0401
117,399944.85,-0.0003,415944.33,-0.0003,20160629,15944.33,-1.234,1.0399
118,400572.09,0.0008,416269.64,0.0008,20160630,16269.64,-1.1568,1.0407
119,404143.56,0.009,420023.37,0.009,20160701,20023.37,-0.2655,1.0501
120,401741.21,0.0061,422585.58,0.0061,20160704,22585.58,0.3429,1.0565
121,403524.11,0.0084,426151.34,0.0084,20160705,26151.34,0.8438,1.0654
122,400661.4,0.0019,426964.35,0.0019,20160706,26964.35,0.1908,1.0674
123,399839.19,-0.0008,426621.56,-0.0008,20160707,26621.56,-0.0803,1.0666
124,402163.55,0.0037,428180.12,0.0036,20160708,28180.12,0.2847,1.0705
125,400344.89,0.0009,428564.62,0.0009,20160711,28564.62,0.0898,1.0714
126,401249.43,0.0056,430967.14,0.0056,20160712,30967.14,0.5606,1.0774
127,402443.82,0.0044,432853.14,0.0044,20160713,32853.14,0.4376,1.0821
128,402114.95,0.005,435036.35,0.005,20160714,35036.35,0.5044,1.0876
129,401642.66,0.0022,436004.38,0.0022,20160715,36004.38,0.2225,1.09
130,401414.7,0.0026,437124.44,0.0026,20160718,37124.44,0.2569,1.0928
131,403555.46,0.0078,440552.94,0.0078,20160719,40552.94,0.7843,1.1014
132,401248.66,0.001,441011.54,0.001,20160720,41011.54,0.1041,1.1025
133,401807.66,0.0014,441643.09,0.0014,20160721,41643.09,0.1432,1.1041
134,399769.74,-0.0012,441121.29,-0.0012,20160722,41121.29,-0.1181,1.1028
135,400152.41,-0.0009,440709.38,-0.0009,20160725,40709.38,-0.2114,1.1018
136,400295.22,0.0005,440948.56,0.0005,20160726,40948.56,-0.1573,1.1024
137,399797.17,-0.0011,440448.17,-0.0011,20160727,40448.17,-0.2706,1.1011
138,399672.71,0.0001,440509.9,0.0001,20160728,40509.9,-0.2566,1.1013
139,400634.72,0.0008,440859.18,0.0008,20160729,40859.18,-0.1775,1.1021
140,400252.51,0.0001,440911.02,0.0001,20160801,40911.02,-0.1658,1.1023
141,399650.93,-0.001,440478.22,-0.001,20160802,40478.22,-0.2638,1.1012
142,401236.88,0.0032,441902.4,0.0032,20160803,41902.4,0.0587,1.1048
143,401869.55,0.0036,443477.96,0.0036,20160804,43477.96,0.3565,1.1087
144,400593.79,0.0014,444106.07,0.0014,20160805,44106.07,0.1416,1.1103
145,399837.2,0.0,444108.1,0.0,20160808,44108.1,0.0005,1.1103
146,400990.01,0.0035,445668.07,0.0035,20160809,45668.07,0.3513,1.1142
