symbol,order_id,comb_offset,direction,order_type,price,fee,commission,stamp,transfer,cost,hold_vol_id,status,amount,create_time,min_volume
SH900951,776,0,1,5,1.38,6.0,5.0,0.0,1.0,138.15,0,3,1,20160216,100
SZ200016,777,0,1,5,3.01,5.0,5.0,0.0,0.0,301.36,0,3,1,20160216,100
SH600789,778,0,1,5,10.54,6.0,5.0,0.0,1.0,1054.3,0,3,1,20160216,100
SZ300466,779,0,1,5,70.38,10.56,10.56,0.0,0.0,7038.24,0,3,1,20160216,100
SZ300497,780,0,1,5,95.98,14.4,14.4,0.0,0.0,9597.89,0,3,1,20160216,100
SZ000720,781,1,-1,5,6.48,5.65,5.0,0.65,0.0,648.46,707,3,1,20160217,100
SH900955,782,1,-1,5,0.73,6.07,5.0,0.07,1.0,72.54,714,3,1,20160217,100
SZ002380,783,1,-1,5,35.34,8.84,5.3,3.53,0.0,3534.03,747,3,1,20160217,100
SZ300409,784,1,-1,5,64.95,16.24,9.74,6.5,0.0,6495.17,749,3,1,20160217,100
SZ300500,785,1,-1,5,42.47,10.62,6.37,4.25,0.0,4247.42,750,3,1,20160217,100
SZ000838,786,1,-1,5,63.3,15.82,9.49,6.33,0.0,6329.68,751,3,1,20160217,100
SZ000851,787,1,-1,5,14.86,6.49,5.0,1.49,0.0,1486.28,752,3,1,20160217,100
SH600234,788,1,-1,5,21.58,8.16,5.0,2.16,1.0,2157.63,753,3,1,20160217,100
SZ002114,789,1,-1,5,20.39,7.04,5.0,2.04,0.0,2038.92,754,3,1,20160217,100
SZ300501,790,1,-1,5,44.74,11.19,6.71,4.47,0.0,4474.26,757,3,1,20160217,100
SZ300402,791,1,-1,5,16.92,6.69,5.0,1.69,0.0,1691.52,758,3,1,20160217,100
