symbol,order_id,comb_offset,direction,order_type,price,fee,commission,stamp,transfer,cost,hold_vol_id,status,amount,create_time,min_volume
SZ000935,5125,0,1,5,35.78,5.37,5.37,0.0,0.0,3577.7,0,3,1,20161107,100
SH600714,5127,0,1,5,20.71,6.0,5.0,0.0,1.0,2071.48,0,3,1,20161107,100
SH601015,5128,0,1,5,8.8,6.0,5.0,0.0,1.0,879.92,0,3,1,20161107,100
SZ002248,5129,0,1,5,14.03,5.0,5.0,0.0,0.0,1402.58,0,3,1,20161107,100
SH603101,5130,0,1,5,33.31,6.0,5.0,0.0,1.0,3330.72,0,3,1,20161107,100
SZ000953,5131,0,1,5,17.28,5.0,5.0,0.0,0.0,1727.79,0,3,1,20161107,100
SZ300551,5132,0,1,5,68.27,10.24,10.24,0.0,0.0,6827.0,0,3,1,20161107,100
SZ300560,5133,0,1,5,21.64,5.0,5.0,0.0,0.0,2164.0,0,3,1,20161107,100
SZ002486,5134,0,1,5,10.45,5.0,5.0,0.0,0.0,1044.99,0,3,1,20161107,100
SZ002813,5135,0,1,5,55.14,8.27,8.27,0.0,0.0,5514.0,0,3,1,20161107,100
SZ002815,5136,0,1,5,60.93,9.14,9.14,0.0,0.0,6092.58,0,3,1,20161107,100
SZ300557,5137,0,1,5,29.32,5.0,5.0,0.0,0.0,2932.0,0,3,1,20161107,100
SZ300559,5138,0,1,5,37.03,5.55,5.55,0.0,0.0,3703.0,0,3,1,20161107,100
SZ300555,5139,0,1,5,83.69,12.55,12.55,0.0,0.0,8368.73,0,3,1,20161107,100
SZ300550,5140,0,1,5,68.45,10.27,10.27,0.0,0.0,6845.0,0,3,1,20161107,100
SH600107,5141,0,1,5,19.54,6.0,5.0,0.0,1.0,1954.02,0,3,1,20161107,100
SZ300553,5142,0,1,5,57.86,8.68,8.68,0.0,0.0,5786.0,0,3,1,20161107,100
SZ000878,5143,0,1,5,11.37,5.0,5.0,0.0,0.0,1137.18,0,3,1,20161107,100
SZ000019,5144,1,-1,5,19.78,6.98,5.0,1.98,0.0,1977.65,5029,3,1,20161108,100
SZ002811,5145,1,-1,5,50.79,12.7,7.62,5.08,0.0,5078.99,5031,3,1,20161108,100
SZ002811,5146,1,-1,5,46.48,11.62,6.97,4.65,0.0,4647.76,5031,3,1,20161108,100
SZ300451,5147,1,-1,5,42.8,10.7,6.42,4.28,0.0,4280.45,5032,3,1,20161108,100
SZ300153,5148,1,-1,5,23.29,7.33,5.0,2.33,0.0,2328.71,5034,3,1,20161108,100
SZ300556,5149,1,-1,5,9.31,5.93,5.0,0.93,0.0,930.68,5035,3,1,20161108,100
SH603028,5150,1,-1,5,28.71,8.87,5.0,2.87,1.0,2871.19,5036,3,1,20161108,100
SZ300402,5151,1,-1,5,26.79,7.68,5.0,2.68,0.0,2678.92,5037,3,1,20161108,100
