symbol,trader_id,order_id,direction,price,comb_offset,cost,fee,commission,stamp,transfer,daily_profit,settle_price,amount,min_volume,create_time
SH900938,778,782,1,0.53,0,53.21,6.0,5.0,0.0,1.0,-6.41,0.53,1,100,20160202
SZ000950,1532,1539,1,7.3,0,730.07,5.0,5.0,0.0,0.0,9.93,7.45,1,100,20160317
SZ000503,1983,1994,1,26.52,0,2652.22,5.0,5.0,0.0,0.0,0.78,26.58,1,100,20160411
SH601368,2004,2015,1,14.82,0,1482.2,6.0,5.0,0.0,1.0,-23.2,14.65,1,100,20160412
SZ002378,2079,2090,1,10.4,0,1040.03,5.0,5.0,0.0,0.0,-13.03,10.32,1,100,20160414
SZ002688,2124,2136,1,26.1,0,2610.19,5.0,5.0,0.0,0.0,15.81,26.31,1,100,20160418
SH600157,2126,2138,1,4.72,0,472.4,6.0,5.0,0.0,1.0,-4.4,4.74,1,100,20160418
SZ300206,2128,2140,1,25.6,0,2560.36,5.0,5.0,0.0,0.0,14.64,25.8,1,100,20160418
SZ300474,2160,2172,1,61.63,0,6163.0,9.24,9.24,0.0,0.0,-9.24,61.63,1,100,20160419
SZ002459,2161,2174,1,18.5,0,1849.99,5.0,5.0,0.0,0.0,12.01,18.67,1,100,20160419
SZ002427,2162,2175,1,19.35,0,1935.0,5.0,5.0,0.0,0.0,-5.0,19.35,1,100,20160419
SZ002407,2163,2176,1,97.19,0,9719.31,14.58,14.58,0.0,0.0,-47.89,96.86,1,100,20160419
SZ000980,2164,2177,1,10.97,0,1097.44,5.0,5.0,0.0,0.0,-3.44,10.99,1,100,20160419
SZ000833,2165,2178,1,11.91,0,1190.66,5.0,5.0,0.0,0.0,11.34,12.07,1,100,20160419
SZ002370,2166,2179,1,31.43,0,3142.72,5.0,5.0,0.0,0.0,-87.72,30.6,1,100,20160419
SZ300343,2167,2180,1,94.68,0,9467.53,14.2,14.2,0.0,0.0,78.27,95.6,1,100,20160419
SZ000723,2168,2181,1,11.89,0,1189.16,5.0,5.0,0.0,0.0,-28.16,11.66,1,100,20160419
SH603798,2169,2182,1,48.66,0,4866.0,8.3,7.3,0.0,1.0,-8.3,48.66,1,100,20160419
SH600157,2170,2183,1,4.77,0,477.28,6.0,5.0,0.0,1.0,-9.28,4.74,1,100,20160419
SZ000911,2171,2184,1,17.99,0,1798.84,5.0,5.0,0.0,0.0,-0.84,18.03,1,100,20160419
SZ000669,2172,2185,1,17.9,0,1790.15,5.0,5.0,0.0,0.0,54.85,18.5,1,100,20160419
SZ300404,2173,2186,1,41.48,0,4147.82,6.22,6.22,0.0,0.0,-93.04,40.61,1,100,20160419
SZ002444,2174,2187,1,19.38,0,1937.71,5.0,5.0,0.0,0.0,26.29,19.69,1,100,20160419
SZ300484,2175,2188,1,162.4,0,16240.18,24.36,24.36,0.0,0.0,247.46,165.12,1,100,20160419
SH600883,2176,2189,1,18.21,0,1821.36,6.0,5.0,0.0,1.0,-46.36,17.81,1,100,20160419
SH603028,2177,2190,1,19.26,0,1926.0,6.0,5.0,0.0,1.0,-6.0,19.26,1,100,20160419
SZ000037,2178,2191,1,10.75,0,1075.42,5.0,5.0,0.0,0.0,-9.42,10.71,1,100,20160419
SH600728,2179,2192,1,27.01,0,2701.07,6.0,5.0,0.0,1.0,3.93,27.11,1,100,20160419
