symbol,order_id,comb_offset,direction,order_type,price,fee,commission,stamp,transfer,cost,hold_vol_id,status,amount,create_time,min_volume
SZ300122,8456,0,1,5,20.35,5.0,5.0,0.0,0.0,2034.89,0,3,1,20170428,100
SZ000736,8457,0,1,5,24.37,5.0,5.0,0.0,0.0,2437.02,0,3,1,20170428,100
SZ300645,8458,0,1,5,28.64,5.0,5.0,0.0,0.0,2864.0,0,3,1,20170428,100
SZ300604,8459,0,1,5,33.72,5.06,5.06,0.0,0.0,3372.0,0,3,1,20170428,100
SZ000709,8460,0,1,5,4.96,5.0,5.0,0.0,0.0,496.26,0,3,1,20170428,100
SZ002342,8461,0,1,5,11.05,5.0,5.0,0.0,0.0,1105.01,0,3,1,20170428,100
SH603139,8462,0,1,5,33.79,6.07,5.07,0.0,1.0,3379.0,0,3,1,20170428,100
SH603232,8463,0,1,5,41.98,7.3,6.3,0.0,1.0,4198.0,0,3,1,20170428,100
SH603096,8464,0,1,5,41.29,7.19,6.19,0.0,1.0,4129.0,0,3,1,20170428,100
SZ300648,8465,0,1,5,30.17,5.0,5.0,0.0,0.0,3017.0,0,3,1,20170428,100
SZ300554,8466,0,1,5,34.77,5.22,5.22,0.0,0.0,3477.0,0,3,1,20170428,100
SZ002862,8467,1,-1,5,39.78,9.95,5.97,3.98,0.0,3978.14,8225,3,1,20170502,100
SZ000736,8468,1,-1,5,25.83,7.58,5.0,2.58,0.0,2583.24,8248,3,1,20170502,100
SZ000736,8469,1,-1,5,23.64,7.36,5.0,2.36,0.0,2363.91,8248,3,1,20170502,100
SZ300632,8470,1,-1,5,30.16,8.02,5.0,3.02,0.0,3016.07,8249,3,1,20170502,100
SH601008,8471,1,-1,5,8.28,6.83,5.0,0.83,1.0,828.19,8250,3,1,20170502,100
SZ002860,8472,1,-1,5,57.14,14.29,8.57,5.71,0.0,5714.08,8251,3,1,20170502,100
SZ002158,8473,1,-1,5,16.53,6.65,5.0,1.65,0.0,1652.87,8253,3,1,20170502,100
SZ002867,8474,1,-1,5,33.44,8.36,5.02,3.34,0.0,3344.3,8255,3,1,20170502,100
SZ300023,8475,1,-1,5,13.83,6.38,5.0,1.38,0.0,1383.13,8257,3,1,20170502,100
SZ002803,8476,1,-1,5,37.86,9.46,5.68,3.79,0.0,3785.74,8259,3,1,20170502,100
