,available_cash,chg,interests,log_chg,mktime,profit,retrace,value
0,399898.92,0.0021,400847.36,-0.0021,20160105,847.36,0.2118,1.0021
1,403375.58,0.0114,405408.5,-0.0114,20160106,5408.5,1.1379,1.0135
2,403210.94,0.0045,407217.91,-0.0045,20160107,7217.91,0.4463,1.018
3,398562.14,-0.0025,406201.04,0.0025,20160108,6201.04,-0.2497,1.0155
4,401869.33,0.0012,406684.61,-0.0012,20160111,6684.61,-0.131,1.0167
5,395401.56,-0.0119,401857.01,0.0118,20160112,1857.01,-1.3165,1.0046
6,399175.14,-0.0035,400466.69,0.0035,20160113,466.69,-1.6579,1.0012
7,398836.82,0.0007,400755.5,-0.0007,20160114,755.5,-1.587,1.0019
8,399070.75,-0.0038,399215.65,0.0038,20160115,-784.35,-1.9651,0.998
9,398255.92,-0.0034,397847.33,0.0034,20160118,-2152.67,-2.3011,0.9946
10,400826.94,0.0062,400306.29,-0.0062,20160119,306.29,-1.6973,1.0008
11,402373.25,0.0062,402779.29,-0.0062,20160120,2779.29,-1.09,1.0069
12,399105.03,-0.0053,400649.36,0.0053,20160121,649.36,-1.613,1.0016
13,398619.36,-0.0026,399601.29,0.0026,20160122,-398.71,-1.8704,0.999
14,400189.92,0.0009,399953.63,-0.0009,20160125,-46.37,-1.7839,0.9999
15,397096.11,-0.0085,396572.82,0.0084,20160126,-3427.18,-2.6141,0.9914
16,398451.52,-0.0014,396014.47,0.0014,20160127,-3985.53,-2.7512,0.99
17,398887.66,-0.0053,393917.08,0.0053,20160128,-6082.92,-3.2663,0.9848
18,399663.3,0.0009,394264.34,-0.0009,20160129,-5735.66,-3.181,0.9857
19,400243.17,0.0011,394678.99,-0.0011,20160201,-5321.01,-3.0792,0.9867
20,399971.38,0.0025,395683.29,-0.0025,20160202,-4316.71,-2.8325,0.9892
21,399694.81,0.0017,396341.42,-0.0017,20160203,-3658.58,-2.6709,0.9909
22,403673.59,0.0111,400741.88,-0.0112,20160204,741.88,-1.5903,1.0019
23,400264.24,-0.0023,399833.07,0.0023,20160205,-166.93,-1.8135,0.9996
24,398660.02,-0.0003,399704.39,0.0003,20160215,-295.61,-1.8451,0.9993
25,401858.99,0.0069,402460.85,-0.0069,20160216,2460.85,-1.1682,1.0062
26,401301.6,0.0052,404549.77,-0.0052,20160217,4549.77,-0.6552,1.0114
27,401282.78,0.0041,406198.81,-0.0041,20160218,6198.81,-0.2503,1.0155
28,400046.07,-0.0,406187.72,0.0,20160219,6187.72,-0.253,1.0155
29,401502.64,0.0074,409191.21,-0.0074,20160222,9191.21,0.4846,1.023
30,401753.32,0.0063,411759.35,-0.0063,20160223,11759.35,0.6276,1.0294
31,399463.05,-0.0007,411464.86,0.0007,20160224,11464.86,-0.0715,1.0287
32,399410.75,-0.0035,410024.82,0.0035,20160225,10024.82,-0.4212,1.0251
33,398118.36,-0.004,408404.51,0.0039,20160226,8404.51,-0.8148,1.021
34,398473.58,-0.0037,406904.04,0.0037,20160229,6904.04,-1.1792,1.0173
35,398725.19,-0.0014,406343.82,0.0014,20160301,6343.82,-1.3152,1.0159
36,400896.58,0.0043,408079.0,-0.0043,20160302,8079.0,-0.8938,1.0202
37,400401.22,0.0004,408243.36,-0.0004,20160303,8243.36,-0.8539,1.0206
38,398247.96,-0.0054,406049.93,0.0054,20160304,6049.93,-1.3866,1.0151
39,399999.88,0.0011,406495.38,-0.0011,20160307,6495.38,-1.2784,1.0162
40,399336.98,0.0007,406778.62,-0.0007,20160308,6778.62,-1.2096,1.0169
41,399938.42,-0.0013,406235.6,0.0013,20160309,6235.6,-1.3415,1.0156
42,399268.44,-0.0025,405210.08,0.0025,20160310,5210.08,-1.5906,1.013
43,399157.97,-0.0011,404773.52,0.0011,20160311,4773.52,-1.6966,1.0119
44,401549.39,0.0054,406957.19,-0.0054,20160314,6957.19,-1.1663,1.0174
45,401378.62,0.0032,408256.78,-0.0032,20160315,8256.78,-0.8506,1.0206
46,399642.42,-0.0006,408023.56,0.0006,20160316,8023.56,-0.9073,1.0201
47,400890.07,0.0057,410329.35,-0.0057,20160317,10329.35,-0.3473,1.0258
48,402631.76,0.0078,413540.97,-0.0079,20160318,13540.97,0.4327,1.0339
49,400850.34,0.0045,415410.81,-0.0045,20160321,15410.81,0.4522,1.0385
