symbol,order_id,comb_offset,direction,order_type,price,fee,commission,stamp,transfer,cost,hold_vol_id,status,amount,create_time,min_volume
SZ300639,8391,0,1,5,52.3,7.85,7.85,0.0,0.0,5230.32,0,3,1,20170424,100
SH603903,8392,0,1,5,50.43,8.56,7.56,0.0,1.0,5042.74,0,3,1,20170424,100
SH603826,8393,0,1,5,17.33,6.0,5.0,0.0,1.0,1733.0,0,3,1,20170424,100
SZ300562,8394,0,1,5,31.96,5.0,5.0,0.0,0.0,3195.58,0,3,1,20170424,100
SZ300633,8395,0,1,5,22.76,5.0,5.0,0.0,0.0,2275.94,0,3,1,20170424,100
SH603859,8396,0,1,5,44.78,7.72,6.72,0.0,1.0,4477.9,0,3,1,20170424,100
SZ300637,8397,0,1,5,29.36,5.0,5.0,0.0,0.0,2935.7,0,3,1,20170424,100
SZ000912,8398,0,1,5,7.83,5.0,5.0,0.0,0.0,783.42,0,3,1,20170424,100
SZ002860,8399,1,-1,5,53.58,13.4,8.04,5.36,0.0,5358.3,8164,3,1,20170425,100
SZ002432,8400,1,-1,5,13.83,6.38,5.0,1.38,0.0,1383.46,8214,3,1,20170425,100
SZ300632,8401,1,-1,5,26.8,7.68,5.0,2.68,0.0,2679.84,8215,3,1,20170425,100
SZ300642,8402,1,-1,5,60.61,15.15,9.09,6.06,0.0,6061.08,8216,3,1,20170425,100
SZ300638,8403,1,-1,5,31.09,8.11,5.0,3.11,0.0,3108.98,8217,3,1,20170425,100
SZ300645,8404,1,-1,5,20.73,7.07,5.0,2.07,0.0,2073.36,8218,3,1,20170425,100
SZ300604,8405,1,-1,5,24.41,7.44,5.0,2.44,0.0,2441.18,8219,3,1,20170425,100
SZ300137,8406,1,-1,5,30.8,8.08,5.0,3.08,0.0,3079.79,8222,3,1,20170425,100
SZ300137,8407,1,-1,5,28.18,7.82,5.0,2.82,0.0,2818.3,8222,3,1,20170425,100
SZ300629,8408,1,-1,5,53.46,13.36,8.02,5.35,0.0,5345.93,8223,3,1,20170425,100
SZ002862,8409,1,-1,5,40.22,10.05,6.03,4.02,0.0,4021.64,8224,3,1,20170425,100
SZ300554,8410,1,-1,5,25.18,7.52,5.0,2.52,0.0,2517.5,8225,3,1,20170425,100
SZ300640,8411,1,-1,5,23.13,7.31,5.0,2.31,0.0,2312.92,8226,3,1,20170425,100
