symbol,order_id,comb_offset,direction,order_type,price,fee,commission,stamp,transfer,cost,hold_vol_id,status,amount,create_time,min_volume
SZ002679,5230,0,1,5,46.4,6.96,6.96,0.0,0.0,4640.4,0,3,1,20161109,100
SZ300536,5243,0,1,5,66.21,9.93,9.93,0.0,0.0,6621.21,0,3,1,20161110,100
SZ002459,5244,0,1,5,19.17,5.0,5.0,0.0,0.0,1917.12,0,3,1,20161110,100
SH600280,5245,0,1,5,8.7,6.0,5.0,0.0,1.0,870.0,0,3,1,20161110,100
SH603777,5246,0,1,5,70.8,11.62,10.62,0.0,1.0,7080.38,0,3,1,20161110,100
SZ002732,5247,0,1,5,51.38,7.71,7.71,0.0,0.0,5137.81,0,3,1,20161110,100
SZ300345,5248,0,1,5,12.96,5.0,5.0,0.0,0.0,1296.22,0,3,1,20161110,100
SZ000510,5249,0,1,5,14.38,5.0,5.0,0.0,0.0,1438.0,0,3,1,20161110,100
SZ002815,5250,0,1,5,67.03,10.05,10.05,0.0,0.0,6703.17,0,3,1,20161110,100
SH600119,5251,0,1,5,23.16,6.0,5.0,0.0,1.0,2315.77,0,3,1,20161110,100
SZ300445,5252,0,1,5,30.79,5.0,5.0,0.0,0.0,3078.79,0,3,1,20161110,100
SZ300548,5253,0,1,5,101.66,15.25,15.25,0.0,0.0,10165.59,0,3,1,20161110,100
SZ300555,5254,0,1,5,89.84,13.48,13.48,0.0,0.0,8984.14,0,3,1,20161110,100
SZ000912,5255,0,1,5,16.37,5.0,5.0,0.0,0.0,1636.78,0,3,1,20161110,100
SZ300526,5256,0,1,5,98.63,14.8,14.8,0.0,0.0,9863.38,0,3,1,20161110,100
SZ300402,5257,0,1,5,31.49,5.0,5.0,0.0,0.0,3149.35,0,3,1,20161110,100
SZ300506,5258,1,-1,5,62.1,15.52,9.31,6.21,0.0,6209.8,5080,3,1,20161111,100
SH600714,5259,1,-1,5,21.14,8.11,5.0,2.11,1.0,2114.49,5099,3,1,20161111,100
SZ000757,5260,1,-1,5,12.58,6.26,5.0,1.26,0.0,1258.37,5125,3,1,20161111,100
SZ300558,5261,1,-1,5,35.69,8.92,5.35,3.57,0.0,3569.02,5150,3,1,20161111,100
SZ002716,5262,1,-1,5,26.53,7.65,5.0,2.65,0.0,2653.16,5152,3,1,20161111,100
SZ000980,5263,1,-1,5,13.45,6.34,5.0,1.34,0.0,1344.96,5154,3,1,20161111,100
SZ002818,5264,1,-1,5,39.44,9.86,5.92,3.94,0.0,3944.26,5155,3,1,20161111,100
SZ300551,5265,1,-1,5,96.32,24.08,14.45,9.63,0.0,9632.22,5156,3,1,20161111,100
SZ300560,5266,1,-1,5,30.53,8.05,5.0,3.05,0.0,3052.8,5157,3,1,20161111,100
SZ002486,5267,1,-1,5,12.77,6.28,5.0,1.28,0.0,1277.25,5158,3,1,20161111,100
SZ000510,5268,1,-1,5,15.24,6.52,5.0,1.52,0.0,1524.28,5159,3,1,20161111,100
SZ000633,5269,1,-1,5,12.03,6.2,5.0,1.2,0.0,1203.45,5160,3,1,20161111,100
SZ002808,5270,1,-1,5,59.18,14.79,8.88,5.92,0.0,5917.57,5161,3,1,20161111,100
SH603859,5271,1,-1,5,43.76,11.94,6.56,4.38,1.0,4375.68,5162,3,1,20161111,100
SZ300557,5272,1,-1,5,41.37,10.34,6.21,4.14,0.0,4137.18,5164,3,1,20161111,100
SZ300559,5273,1,-1,5,52.24,13.06,7.84,5.22,0.0,5223.68,5165,3,1,20161111,100
SZ300555,5274,1,-1,5,95.23,23.81,14.28,9.52,0.0,9523.19,5166,3,1,20161111,100
SZ300556,5275,1,-1,5,12.39,6.24,5.0,1.24,0.0,1239.14,5169,3,1,20161111,100
SZ300550,5276,1,-1,5,96.58,24.14,14.49,9.66,0.0,9657.66,5170,3,1,20161111,100
SZ300553,5277,1,-1,5,81.64,20.41,12.25,8.16,0.0,8164.12,5171,3,1,20161111,100
SH603060,5278,1,-1,5,16.86,7.69,5.0,1.69,1.0,1686.46,5172,3,1,20161111,100
SZ300402,5279,1,-1,5,33.38,8.35,5.01,3.34,0.0,3338.31,5173,3,1,20161111,100
