,available_cash,chg,interests,log_chg,mktime,profit,retrace,value
0,399842.76,0.0036,401455.42,-0.0036,20160105,1455.42,0.3639,1.0036
1,404791.32,0.0159,407832.97,-0.016,20160106,7832.97,1.5886,1.0196
2,406185.58,0.0059,410219.27,-0.0059,20160107,10219.27,0.5851,1.0255
3,396660.96,-0.0079,406973.49,0.0079,20160108,6973.49,-0.7912,1.0174
4,400185.91,-0.0074,403973.74,0.0073,20160111,3973.74,-1.5225,1.0099
5,392329.38,-0.0219,395138.38,0.0216,20160112,-4861.62,-3.6763,0.9878
6,395473.23,-0.0169,388449.75,0.0168,20160113,-11550.25,-5.3068,0.9711
7,398817.4,0.0056,390640.91,-0.0057,20160114,-9359.09,-4.7727,0.9766
8,402093.63,-0.0011,390200.56,0.0011,20160115,-9799.44,-4.88,0.9755
9,396247.87,-0.0076,387224.96,0.0076,20160118,-12775.04,-5.6054,0.9681
10,401522.83,0.0123,392003.37,-0.0124,20160119,-7996.63,-4.4405,0.98
11,406593.85,0.0146,397720.42,-0.0147,20160120,-2279.58,-3.0469,0.9943
12,396837.62,-0.0143,392021.93,0.0142,20160121,-7978.07,-4.436,0.9801
13,397865.21,-0.0042,390377.28,0.0042,20160122,-9622.72,-4.8369,0.9759
14,402079.5,0.0073,393217.86,-0.0073,20160125,-6782.14,-4.1445,0.983
15,394043.26,-0.02,385365.15,0.0198,20160126,-14634.85,-6.0587,0.9634
16,396167.98,-0.0061,383015.08,0.0061,20160127,-16984.92,-6.6316,0.9575
17,398756.15,-0.0096,379332.01,0.0096,20160128,-20667.99,-7.5295,0.9483
18,400224.59,0.0026,380325.76,-0.0026,20160129,-19674.24,-7.2872,0.9508
19,399836.89,0.0005,380503.56,-0.0005,20160201,-19496.44,-7.2439,0.9513
20,401182.92,0.0088,383855.87,-0.0088,20160202,-16144.13,-6.4267,0.9596
21,401113.46,0.0063,386267.06,-0.0063,20160203,-13732.94,-5.8389,0.9657
22,404355.61,0.0144,391816.95,-0.0145,20160204,-8183.05,-4.486,0.9795
23,399924.94,-0.0079,388726.83,0.0079,20160205,-11273.17,-5.2393,0.9718
24,396751.83,-0.0039,387191.45,0.0039,20160215,-12808.55,-5.6135,0.968
