symbol,trader_id,order_id,direction,price,comb_offset,cost,fee,commission,stamp,transfer,daily_profit,settle_price,amount,min_volume,create_time
SZ300601,7255,7453,1,38.52,0,3851.54,5.78,5.78,0.0,0.0,-49.32,38.08,1,100,20170314
SZ002830,7256,7454,1,72.08,0,7208.25,10.81,10.81,0.0,0.0,-87.06,71.32,1,100,20170314
SH603098,7257,7455,1,28.47,0,2846.94,6.0,5.0,0.0,1.0,-68.94,27.84,1,100,20170314
SH600212,7258,7456,1,10.98,0,1098.04,6.0,5.0,0.0,1.0,-22.04,10.82,1,100,20170314
SZ002820,7259,7460,-1,58.71,1,5870.79,14.68,8.81,5.87,0.0,0.0,0.0,1,100,20170314
SH603986,7260,7461,-1,215.35,1,21535.0,54.84,32.3,21.54,1.0,0.0,0.0,1,100,20170314
SH600760,7261,7462,-1,34.77,1,3477.5,9.69,5.22,3.48,1.0,0.0,0.0,1,100,20170314
SH600760,7262,7463,-1,34.77,1,3477.5,9.69,5.22,3.48,1.0,0.0,0.0,1,100,20170314
SH600760,7263,7464,-1,34.77,1,3477.5,9.69,5.22,3.48,1.0,0.0,0.0,1,100,20170314
SH600760,7264,7465,-1,34.77,1,3477.5,9.69,5.22,3.48,1.0,0.0,0.0,1,100,20170314
SZ300605,7265,7466,-1,50.26,1,5025.97,12.56,7.54,5.03,0.0,0.0,0.0,1,100,20170314
SZ002847,7266,7467,-1,50.55,1,5054.81,12.64,7.58,5.05,0.0,0.0,0.0,1,100,20170314
SH603881,7267,7468,-1,70.37,1,7036.96,18.59,10.56,7.04,1.0,0.0,0.0,1,100,20170314
SZ300605,7268,7469,-1,50.26,1,5025.97,12.56,7.54,5.03,0.0,0.0,0.0,1,100,20170314
SZ300605,7269,7470,-1,50.26,1,5025.97,12.56,7.54,5.03,0.0,0.0,0.0,1,100,20170314
SZ002847,7270,7471,-1,50.55,1,5054.81,12.64,7.58,5.05,0.0,0.0,0.0,1,100,20170314
SH603881,7271,7472,-1,70.37,1,7036.96,18.59,10.56,7.04,1.0,0.0,0.0,1,100,20170314
SZ002164,7272,7473,-1,13.17,1,1317.44,6.32,5.0,1.32,0.0,0.0,0.0,1,100,20170314
SZ002098,7273,7474,-1,17.05,1,1705.07,6.71,5.0,1.71,0.0,0.0,0.0,1,100,20170314
