,available_cash,chg,interests,log_chg,mktime,profit,retrace,value
0,299898.92,0.0028,300847.36,-0.0028,20160105,847.36,0.2825,1.0028
1,303375.58,0.0152,305408.5,-0.0153,20160106,5408.5,1.5161,1.018
2,303210.94,0.0059,307217.91,-0.0059,20160107,7217.91,0.5925,1.0241
3,298562.14,-0.0033,306201.04,0.0033,20160108,6201.04,-0.331,1.0207
4,301869.33,0.0016,306684.61,-0.0016,20160111,6684.61,-0.1736,1.0223
5,295401.56,-0.0157,301857.01,0.0156,20160112,1857.01,-1.745,1.0062
6,299170.14,-0.0047,300445.99,0.0047,20160113,445.99,-2.2043,1.0015
7,298763.42,0.0008,300698.47,-0.0008,20160114,698.47,-2.1221,1.0023
8,299074.25,-0.0051,299162.11,0.0051,20160115,-837.89,-2.6222,0.9972
9,298255.92,-0.0046,297793.79,0.0046,20160118,-2206.21,-3.0676,0.9926
10,300826.94,0.0083,300252.75,-0.0083,20160119,252.75,-2.2672,1.0008
11,302373.25,0.0082,302725.75,-0.0083,20160120,2725.75,-1.4622,1.0091
12,299084.24,-0.0067,300710.21,0.0066,20160121,710.21,-2.1183,1.0024
13,298695.9,-0.0032,299735.65,0.0032,20160122,-264.35,-2.4355,0.9991
14,300184.92,0.0012,300084.33,-0.0012,20160125,84.33,-2.322,1.0003
15,296977.21,-0.0117,296584.61,0.0116,20160126,-3415.39,-3.4612,0.9886
16,298451.52,-0.0019,296026.27,0.0019,20160127,-3973.73,-3.6429,0.9868
17,298887.66,-0.0071,293928.88,0.0071,20160128,-6071.12,-4.3256,0.9798
18,299663.3,0.0012,294276.14,-0.0012,20160129,-5723.86,-4.2126,0.9809
19,300237.17,0.0012,294631.54,-0.0012,20160201,-5368.46,-4.0969,0.9821
20,299925.64,0.0033,295590.11,-0.0033,20160202,-4409.89,-3.7849,0.9853
21,299694.81,0.0022,296248.24,-0.0022,20160203,-3751.76,-3.5706,0.9875
22,303673.59,0.0149,300648.69,-0.015,20160204,648.69,-2.1383,1.0022
23,300259.24,-0.003,299736.62,0.003,20160205,-263.38,-2.4352,0.9991
24,298614.62,-0.0006,299562.55,0.0006,20160215,-437.45,-2.4918,0.9985
25,301858.99,0.0092,302319.01,-0.0092,20160216,2319.01,-1.5946,1.0077
26,301301.6,0.0069,304407.93,-0.0069,20160217,4407.93,-0.9147,1.0147
27,301282.78,0.0054,306056.97,-0.0054,20160218,6056.97,-0.3779,1.0202
28,300046.07,-0.0,306045.88,0.0,20160219,6045.88,-0.3815,1.0202
29,301502.64,0.0098,309049.37,-0.0099,20160222,9049.37,0.5961,1.0302
30,301753.32,0.0083,311617.51,-0.0083,20160223,11617.51,0.831,1.0387
31,299463.05,-0.0009,311323.01,0.0009,20160224,11323.01,-0.0945,1.0377
32,299400.75,-0.0048,309826.32,0.0048,20160225,9826.32,-0.5748,1.0328
33,298136.79,-0.0052,308224.45,0.0052,20160226,8224.45,-1.0889,1.0274
34,298473.58,-0.0049,306723.97,0.0049,20160229,6723.97,-1.5704,1.0224
35,298725.19,-0.0018,306163.75,0.0018,20160301,6163.75,-1.7501,1.0205
36,300896.58,0.0057,307898.93,-0.0057,20160302,7898.93,-1.1933,1.0263
37,300401.22,0.0005,308063.3,-0.0005,20160303,8063.3,-1.1406,1.0269
38,298247.96,-0.0071,305869.86,0.0071,20160304,5869.86,-1.8445,1.0196
39,299999.88,0.0015,306315.31,-0.0015,20160307,6315.31,-1.7015,1.0211
40,299336.98,0.0009,306598.55,-0.0009,20160308,6598.55,-1.6106,1.022
41,299938.42,-0.0018,306055.53,0.0018,20160309,6055.53,-1.7849,1.0202
42,299268.44,-0.0034,305030.02,0.0033,20160310,5030.02,-2.114,1.0168
43,299157.97,-0.0014,304593.45,0.0014,20160311,4593.45,-2.2541,1.0153
44,301549.39,0.0072,306777.12,-0.0072,20160314,6777.12,-1.5533,1.0226
45,301372.62,0.0042,308056.88,-0.0042,20160315,8056.88,-1.1426,1.0269
46,299602.37,-0.0012,307691.37,0.0012,20160316,7691.37,-1.2599,1.0256
47,301030.69,0.008,310137.79,-0.008,20160317,10137.79,-0.4749,1.0338
48,302631.76,0.0104,313349.41,-0.0104,20160318,13349.41,0.5558,1.0445
49,300850.34,0.006,315219.24,-0.006,20160321,15219.24,0.5967,1.0507
50,300248.87,0.0007,315454.68,-0.0007,20160322,15454.68,0.0747,1.0515
51,299417.44,0.0005,315597.52,-0.0005,20160323,15597.52,0.0453,1.052
52,300098.59,-0.0019,314988.22,0.0019,20160324,14988.22,-0.1931,1.05
53,297916.07,-0.0106,311656.39,0.0105,20160325,11656.39,-1.2488,1.0389
54,297791.27,-0.008,309170.32,0.0079,20160328,9170.32,-2.0365,1.0306
55,298602.05,-0.0055,307456.09,0.0055,20160329,7456.09,-2.5797,1.0249
56,300048.54,0.0036,308557.3,-0.0036,20160330,8557.3,-2.2308,1.0285
57,300956.45,0.0046,309981.27,-0.0046,20160331,9981.27,-1.7796,1.0333
58,300094.0,0.0023,310679.95,-0.0023,20160401,10679.95,-1.5582,1.0356
59,300300.51,0.0043,312009.82,-0.0043,20160405,12009.82,-1.1368,1.04
60,300386.41,0.0032,312998.85,-0.0032,20160406,12998.85,-0.8234,1.0433
61,299766.08,0.0002,313058.64,-0.0002,20160407,13058.64,-0.8045,1.0435
62,299346.62,-0.0009,312776.84,0.0009,20160408,12776.84,-0.8938,1.0426
63,301015.36,0.0074,315076.62,-0.0074,20160411,15076.62,-0.1651,1.0503
64,300056.06,-0.0001,315032.52,0.0001,20160412,15032.52,-0.179,1.0501
65,300041.66,0.0022,315714.57,-0.0022,20160413,15714.57,0.0371,1.0524
66,300557.57,0.0066,317790.59,-0.0066,20160414,17790.59,0.6576,1.0593
67,301123.57,0.003,318748.58,-0.003,20160415,18748.58,0.3015,1.0625
68,297562.53,-0.0083,316091.53,0.0083,20160418,16091.53,-0.8336,1.0536
69,300861.91,0.0038,317285.96,-0.0038,20160419,17285.96,-0.4589,1.0576
70,300398.06,0.0011,317624.89,-0.0011,20160420,17624.89,-0.3525,1.0587
71,300083.12,0.0012,318000.25,-0.0012,20160421,18000.25,-0.2348,1.06
72,299367.16,-0.0012,317616.24,0.0012,20160422,17616.24,-0.3552,1.0587
