,available_cash,chg,interests,log_chg,mktime,profit,retrace,value
0,399908.54,0.0014,400557.19,0.0014,20160105,557.19,0.1393,1.0014
1,403428.23,0.0099,404525.64,0.0099,20160106,4525.64,0.9907,1.0113
2,407642.4,0.0155,410779.07,0.0153,20160107,10779.07,1.5459,1.0269
3,399656.6,0.0007,411053.59,0.0007,20160108,11053.59,0.0668,1.0276
4,401934.07,0.002,411891.46,0.002,20160111,11891.46,0.2038,1.0297
5,397089.34,-0.0094,408038.27,-0.0094,20160112,8038.27,-0.9355,1.0201
6,397827.69,-0.0095,404147.87,-0.0096,20160113,4147.87,-1.88,1.0104
7,399939.97,0.0016,404812.43,0.0016,20160114,4812.43,-1.7187,1.012
8,402627.21,0.006,407227.81,0.0059,20160115,7227.81,-1.1323,1.0181
9,400048.91,0.0006,407486.87,0.0006,20160118,7486.87,-1.0694,1.0187
10,401117.72,0.0052,409594.69,0.0052,20160119,9594.69,-0.5576,1.024
11,403275.17,0.0076,412698.61,0.0075,20160120,12698.61,0.196,1.0317
12,399067.86,-0.0053,410491.17,-0.0054,20160121,10491.17,-0.5349,1.0262
13,399030.86,-0.0014,409922.99,-0.0014,20160122,9922.99,-0.6726,1.0248
14,401337.3,0.0023,410881.48,0.0023,20160125,10881.48,-0.4403,1.0272
15,395709.9,-0.0149,404763.6,-0.015,20160126,4763.6,-1.9227,1.0119
16,397291.7,-0.0029,403609.35,-0.0029,20160127,3609.35,-2.2024,1.009
17,399968.2,-0.0019,402843.94,-0.0019,20160128,2843.94,-2.3879,1.0071
18,400268.84,0.0011,403274.52,0.0011,20160129,3274.52,-2.2835,1.0082
19,400148.86,0.0001,403327.71,0.0001,20160201,3327.71,-2.2706,1.0083
20,399958.99,0.0015,403926.23,0.0015,20160202,3926.23,-2.1256,1.0098
21,400042.87,0.0003,404056.59,0.0003,20160203,4056.59,-2.094,1.0101
22,400022.73,0.0016,404691.68,0.0016,20160204,4691.68,-1.9401,1.0117
23,399951.54,-0.0049,402713.69,-0.0049,20160205,2713.69,-2.4194,1.0068
24,398207.97,-0.002,401892.88,-0.002,20160215,1892.88,-2.6183,1.0047
25,401887.64,0.0068,404627.47,0.0068,20160216,4627.47,-1.9557,1.0116
26,401703.18,0.005,406652.07,0.005,20160217,6652.07,-1.4651,1.0166
27,400156.66,0.0009,407001.54,0.0009,20160218,7001.54,-1.3804,1.0175
28,400395.83,-0.0,406981.74,-0.0,20160219,6981.74,-1.3852,1.0175
29,401464.17,0.0045,408823.76,0.0045,20160222,8823.76,-0.9389,1.0221
30,401786.6,0.0065,411473.07,0.0065,20160223,11473.07,-0.297,1.0287
31,401317.99,0.003,412721.11,0.003,20160224,12721.11,0.0055,1.0318
32,400021.13,-0.0036,411240.09,-0.0036,20160225,11240.09,-0.3588,1.0281
33,397320.17,-0.0072,408284.64,-0.0072,20160226,8284.64,-1.0749,1.0207
34,398583.49,-0.0038,406714.4,-0.0039,20160229,6714.4,-1.4554,1.0168
35,400013.8,0.002,407539.18,0.002,20160301,7539.18,-1.2556,1.0188
36,401724.28,0.0054,409742.16,0.0054,20160302,9742.16,-0.7218,1.0244
37,400805.96,0.0018,410491.53,0.0018,20160303,10491.53,-0.5402,1.0262
38,399658.26,-0.0037,408959.37,-0.0037,20160304,8959.37,-0.9114,1.0224
39,399263.88,-0.0008,408625.72,-0.0008,20160307,8625.72,-0.9923,1.0216
40,398712.97,-0.0002,408564.41,-0.0002,20160308,8564.41,-1.0071,1.0214
41,400464.25,0.0002,408641.15,0.0002,20160309,8641.15,-0.9886,1.0216
42,399210.47,-0.0027,407529.8,-0.0027,20160310,7529.8,-1.2578,1.0188
43,399219.36,-0.0022,406649.3,-0.0022,20160311,6649.3,-1.4712,1.0166
44,400340.05,0.0017,407335.73,0.0017,20160314,7335.73,-1.3048,1.0183
45,400511.96,0.0007,407615.01,0.0007,20160315,7615.01,-1.2372,1.019
46,399684.0,-0.0016,406951.8,-0.0016,20160316,6951.8,-1.3979,1.0174
47,400577.93,0.004,408573.68,0.004,20160317,8573.68,-1.0049,1.0214
48,402379.48,0.0064,411174.84,0.0063,20160318,11174.84,-0.3747,1.0279
49,400409.59,0.0015,411773.78,0.0015,20160321,11773.78,-0.2295,1.0294
50,400533.65,0.001,412201.59,0.001,20160322,12201.59,-0.1259,1.0305
51,400344.03,0.0018,412957.19,0.0018,20160323,12957.19,0.0572,1.0324
52,401221.45,0.0005,413154.95,0.0005,20160324,13154.95,0.0479,1.0329
53,398131.94,-0.0082,409787.45,-0.0082,20160325,9787.45,-0.8151,1.0245
54,398356.75,-0.0062,407227.07,-0.0063,20160328,7227.07,-1.4348,1.0181
55,398905.46,-0.0048,405292.22,-0.0048,20160329,5292.22,-1.9031,1.0132
56,400559.65,0.0031,406552.0,0.0031,20160330,6552.0,-1.5982,1.0164
57,401330.33,0.0033,407910.79,0.0033,20160331,7910.79,-1.2693,1.0198
58,399709.86,-0.0014,407330.77,-0.0014,20160401,7330.77,-1.4097,1.0183
59,401258.02,0.0049,409341.92,0.0049,20160405,9341.92,-0.9229,1.0234
60,401285.2,0.0027,410434.36,0.0027,20160406,10434.36,-0.6585,1.0261
61,399526.24,-0.0032,409121.83,-0.0032,20160407,9121.83,-0.9762,1.0228
62,399469.79,-0.001,408719.53,-0.001,20160408,8719.53,-1.0735,1.0218
63,400626.83,0.0026,409774.03,0.0026,20160411,9774.03,-0.8183,1.0244
64,397802.85,-0.0062,407232.56,-0.0062,20160412,7232.56,-1.4335,1.0181
65,400623.62,0.002,408054.32,0.002,20160413,8054.32,-1.2346,1.0201
66,401134.17,0.003,409266.46,0.003,20160414,9266.46,-0.9412,1.0232
67,400347.27,-0.0014,408712.96,-0.0014,20160415,8712.96,-1.0751,1.0218
68,397296.23,-0.0075,405642.93,-0.0075,20160418,5642.93,-1.8182,1.0141
69,400538.03,0.0015,406254.53,0.0015,20160419,6254.53,-1.6702,1.0156
70,400854.2,0.0002,406320.47,0.0002,20160420,6320.47,-1.6542,1.0158
71,400901.14,0.0017,406998.82,0.0017,20160421,6998.82,-1.49,1.0175
72,400158.97,-0.0,406983.72,-0.0,20160422,6983.72,-1.4937,1.0175
73,400558.01,0.0009,407341.72,0.0009,20160425,7341.72,-1.407,1.0184
74,401198.2,0.0037,408858.57,0.0037,20160426,8858.57,-1.0399,1.0221
75,401661.8,0.0037,410364.14,0.0037,20160427,10364.14,-0.6755,1.0259
76,400356.88,0.0009,410733.77,0.0009,20160428,10733.77,-0.586,1.0268
77,400732.29,-0.0,410724.03,-0.0,20160429,10724.03,-0.5884,1.0268
78,401080.25,0.0056,413018.62,0.0056,20160503,13018.62,-0.033,1.0325
79,401666.51,0.0038,414606.51,0.0038,20160504,14606.51,0.3513,1.0365
80,399854.97,0.0011,415042.79,0.0011,20160505,15042.79,0.1052,1.0376
81,400293.96,-0.0027,413927.08,-0.0027,20160506,13927.08,-0.2688,1.0348
82,397172.72,-0.0078,410682.03,-0.0079,20160509,10682.03,-1.0507,1.0267
83,399151.17,-0.0024,409711.99,-0.0024,20160510,9711.99,-1.2844,1.0243
84,401486.55,0.0015,410307.29,0.0015,20160511,10307.29,-1.141,1.0258
85,398958.11,-0.0018,409569.08,-0.0018,20160512,9569.08,-1.3188,1.0239
86,400719.11,0.0022,410459.68,0.0022,20160513,10459.68,-1.1042,1.0261
87,400760.94,0.0035,411915.32,0.0035,20160516,11915.32,-0.7535,1.0298
88,400901.45,0.0017,412610.31,0.0017,20160517,12610.31,-0.5861,1.0315
89,399141.32,-0.0021,411754.86,-0.0021,20160518,11754.86,-0.7922,1.0294
90,401506.52,0.0037,413273.3,0.0037,20160519,13273.3,-0.4263,1.0332
91,400656.32,0.0037,414789.73,0.0037,20160520,14789.73,-0.061,1.037
92,401872.71,0.0057,417152.19,0.0057,20160523,17152.19,0.5082,1.0429
93,399624.43,-0.0011,416688.98,-0.0011,20160524,16688.98,-0.111,1.0417
94,400384.52,-0.0004,416515.28,-0.0004,20160525,16515.28,-0.1527,1.0413
95,398987.97,0.0004,416680.76,0.0004,20160526,16680.76,-0.113,1.0417
96,401454.78,0.003,417920.64,0.003,20160527,17920.64,0.1842,1.0448
97,399470.76,-0.0007,417617.5,-0.0007,20160530,17617.5,-0.0725,1.044
98,400849.66,0.0043,419421.55,0.0043,20160531,19421.55,0.3591,1.0486
99,401673.07,0.0049,421497.09,0.0049,20160601,21497.09,0.4949,1.0537
100,400312.82,0.0015,422122.3,0.0015,20160602,22122.3,0.1483,1.0553
101,400561.4,0.0009,422502.23,0.0009,20160603,22502.23,0.09,1.0563
102,396440.75,-0.009,418682.18,-0.0091,20160606,18682.18,-0.9041,1.0467
103,392225.43,-0.0166,411749.92,-0.0167,20160607,11749.92,-2.5449,1.0294
104,393024.2,-0.0163,405025.62,-0.0165,20160608,5025.62,-4.1365,1.0126
105,399785.21,-0.0039,403450.68,-0.0039,20160613,3450.68,-4.5092,1.0086
106,398153.54,-0.0037,401950.13,-0.0037,20160614,1950.13,-4.8644,1.0049
107,402104.2,0.0066,404603.88,0.0066,20160615,4603.88,-4.2363,1.0115
108,400763.21,0.0026,405663.12,0.0026,20160616,5663.12,-3.9856,1.0142
109,399474.75,-0.0011,405209.84,-0.0011,20160617,5209.84,-4.0929,1.013
110,403677.32,0.0087,408740.08,0.0087,20160620,8740.08,-3.2573,1.0219
111,399950.96,-0.0005,408532.52,-0.0005,20160621,8532.52,-3.3064,1.0213
112,400613.12,0.0023,409472.4,0.0023,20160622,9472.4,-3.084,1.0237
113,402276.22,0.0042,411185.65,0.0042,20160623,11185.65,-2.6785,1.028
114,399217.67,-0.0015,410588.59,-0.0015,20160624,10588.59,-2.8198,1.0265
115,400957.61,0.003,411818.01,0.003,20160627,11818.01,-2.5288,1.0295
116,405691.86,0.0139,417526.16,0.0138,20160628,17526.16,-1.1778,1.0438
117,399944.85,-0.0003,417416.09,-0.0003,20160629,17416.09,-1.2038,1.0435
118,400572.09,0.0008,417741.4,0.0008,20160630,17741.4,-1.1268,1.0444
119,404143.56,0.009,421495.13,0.0089,20160701,21495.13,-0.2384,1.0537
120,401741.21,0.0061,424057.33,0.0061,20160704,24057.33,0.3681,1.0601
121,403524.11,0.0084,427623.1,0.0084,20160705,27623.1,0.8409,1.0691
122,400661.4,0.0019,428436.11,0.0019,20160706,28436.11,0.1901,1.0711
123,399839.19,-0.0008,428093.32,-0.0008,20160707,28093.32,-0.08,1.0702
124,402163.55,0.0036,429651.88,0.0036,20160708,29651.88,0.2838,1.0741
125,400338.89,0.0008,430015.83,0.0008,20160711,30015.83,0.0847,1.075
126,401208.56,0.0055,432377.47,0.0055,20160712,32377.47,0.5492,1.0809
127,402443.82,0.0044,434263.47,0.0044,20160713,34263.47,0.4362,1.0857
128,402114.95,0.005,436446.69,0.005,20160714,36446.69,0.5027,1.0911
129,401642.66,0.0022,437414.71,0.0022,20160715,37414.71,0.2218,1.0935
130,401414.7,0.0026,438534.78,0.0026,20160718,38534.78,0.2561,1.0963
131,403550.46,0.0078,441953.8,0.0078,20160719,41953.8,0.7796,1.1049
132,401248.66,0.001,442401.91,0.001,20160720,42401.91,0.1014,1.106
133,401772.88,0.0013,442998.68,0.0013,20160721,42998.68,0.1349,1.1075
134,399769.74,-0.0012,442476.89,-0.0012,20160722,42476.89,-0.1178,1.1062
135,400152.41,-0.0009,442064.97,-0.0009,20160725,42064.97,-0.2108,1.1052
136,400295.22,0.0005,442304.15,0.0005,20160726,42304.15,-0.1568,1.1058
137,399797.17,-0.0011,441803.76,-0.0011,20160727,41803.76,-0.2697,1.1045
138,399672.71,0.0001,441865.49,0.0001,20160728,41865.49,-0.2558,1.1047
139,400634.72,0.0008,442214.77,0.0008,20160729,42214.77,-0.177,1.1055
140,400252.51,0.0001,442266.62,0.0001,20160801,42266.62,-0.1653,1.1057
141,399650.93,-0.001,441833.81,-0.001,20160802,41833.81,-0.263,1.1046
142,401236.88,0.0032,443258.0,0.0032,20160803,43258.0,0.0585,1.1081
143,401869.55,0.0036,444833.55,0.0035,20160804,44833.55,0.3554,1.1121
144,400593.79,0.0014,445461.67,0.0014,20160805,45461.67,0.1412,1.1137
145,399837.2,0.0,445463.69,0.0,20160808,45463.69,0.0005,1.1137
146,400985.01,0.0035,447007.94,0.0035,20160809,47007.94,0.3467,1.1175
