,TRADEDATE,LCLOSE,TOPEN,TCLOSE,THIGH,TLOW,VOL,AMOUNT,CHANGE,PCHG,TOTMKTCAP,NEGOTIABLEMV
427,20171009,3836.5013,3910.1149,3882.2076,3918.8391,3876.0322,135535851.0,1.71941460832e+11,45.7063,1.1914,2836157749.11,2514360082.86
428,20171010,3882.2076,3883.0037,3889.8637,3900.7418,3855.4666,112532586.0,1.57979737603e+11,7.6561,0.1972,2840948049.17,2518030096.93
429,20171011,3889.8637,3886.8184,3902.6868,3913.0695,3885.497,104418151.0,1.44152740056e+11,12.8231,0.3297,2851984548.05,2528517474.2
430,20171012,3902.6868,3902.0156,3912.9536,3917.4435,3897.5472,94340921.0,1.23147248618e+11,10.2668,0.2631,2853042669.06,2530689742.61
431,20171013,3912.9536,3912.975,3921.0017,3927.1744,3908.8885,90142068.0,1.14314854703e+11,8.0481,0.2057,2855820411.74,2532016134.35
432,20171016,3921.0017,3926.2754,3913.4462,3947.4239,3913.3224,121355033.0,1.50823756592e+11,-7.5555,-0.1927,2856115302.95,2535110502.49
433,20171017,3913.4462,3910.7894,3913.0688,3924.6141,3900.4758,82241227.0,1.06708451684e+11,-0.3774,-0.0096,2852204840.17,2532588873.99
434,20171018,3913.0688,3914.8152,3944.1626,3944.4106,3914.8152,100969841.0,1.2642037966e+11,31.0938,0.7946,2876420458.64,2556955045.82
435,20171019,3944.1626,3940.5831,3931.2495,3944.0349,3923.6455,106527252.0,1.33189855169e+11,-12.9131,-0.3274,2872504997.4,2555205888.8
436,20171020,3931.2495,3918.5265,3926.852,3928.9607,3910.1974,72980180.0,94529636639.4,-4.3975,-0.1119,2869413804.1,2548886556.31
437,20171023,3926.852,3930.8914,3930.7981,3936.2729,3920.6562,81484980.0,1.00280911371e+11,3.9461,0.1005,2868353866.67,2547313145.6
438,20171024,3930.7981,3926.2299,3959.3953,3959.4951,3922.0288,93058154.0,1.20192150584e+11,28.5972,0.7275,2886209665.31,2564696827.25
439,20171025,3959.3953,3958.1669,3976.949,3978.0893,3954.0011,88205458.0,1.06820309535e+11,17.5537,0.4433,2891841972.72,2569044158.68
440,20171026,3976.949,3980.0479,3993.5752,4013.5988,3973.5535,129895465.0,1.70488618586e+11,16.6262,0.4181,2897221093.36,2573375492.74
441,20171027,3993.5752,3992.5539,4021.9676,4024.4645,3991.354,126672846.0,1.52974831071e+11,28.3924,0.711,2914806114.78,2593391299.17
442,20171030,4021.9676,4022.1641,4009.7218,4033.3394,3960.2698,157387603.0,1.93489838439e+11,-12.2458,-0.3045,2912730718.88,2593465014.5
443,20171031,4009.7218,3995.3935,4006.7179,4009.2828,3983.2565,109178779.0,1.42897206949e+11,-3.0039,-0.0749,2908955136.68,2587955244.78
444,20171101,4006.7179,4007.9116,3996.6221,4032.4581,3991.3235,130417380.0,1.66477138571e+11,-10.0958,-0.252,2916842774.53,2587860437.97
445,20171102,3996.6221,3994.0946,3997.1343,3999.2262,3971.3761,126100579.0,1.5198136364e+11,0.5122,0.0128,2915710545.1,2586370620.54
446,20171103,3997.1343,3992.3496,3992.6979,3999.3373,3963.0263,129404439.0,1.58142056585e+11,-4.4364,-0.111,2910095776.64,2582910638.01
447,20171106,3992.6979,3989.1824,4020.8896,4021.6382,3975.4069,122081159.0,1.58911861111e+11,28.1917,0.7061,2923418050.78,2593456997.5
448,20171107,4020.8896,4022.4018,4054.2465,4064.2178,4021.3639,152116663.0,1.93990974032e+11,33.3569,0.8296,2947609245.29,2614855880.24
449,20171108,4054.2465,4051.4935,4048.0057,4089.1457,4040.5772,150827719.0,2.00949740671e+11,-6.2408,-0.1539,2943258963.73,2610679184.64
450,20171109,4048.0057,4043.0663,4075.8998,4076.6102,4038.4004,121056335.0,1.59247198176e+11,27.8941,0.6891,2956153255.42,2622016915.41
451,20171110,4075.8998,4070.2763,4111.9112,4116.7142,4067.657,141817165.0,1.98869833811e+11,36.0114,0.8835,2965068465.81,2630420171.09
452,20171113,4111.9112,4115.5507,4128.0733,4137.6455,4115.5507,151446309.0,2.05930794541e+11,16.1621,0.3931,2978889126.1,2644952867.08
453,20171114,4128.0733,4129.2736,4099.351,4133.5462,4086.8903,143236936.0,1.99605009025e+11,-28.7223,-0.6958,2960262599.69,2629913800.41
454,20171115,4099.351,4084.2131,4073.6696,4102.8071,4055.7167,120635696.0,1.77753075436e+11,-25.6814,-0.6265,2938584402.8,2611322450.24
455,20171116,4073.6696,4063.4943,4105.0122,4107.617,4062.2734,121384414.0,1.7290388058e+11,31.3426,0.7694,2945452933.77,2624391746.35
456,20171117,4105.0122,4094.0787,4120.8508,4122.3756,4081.3723,191784119.0,2.53079314045e+11,15.8386,0.3858,2959674109.52,2641135390.98
457,20171120,4120.8508,4093.734,4143.8334,4144.5144,4060.9636,137447258.0,1.91589637482e+11,22.9826,0.5577,2977044809.54,2658227648.68
458,20171121,4143.8334,4131.8482,4217.7015,4220.2636,4129.9783,180350821.0,2.53302199628e+11,73.8681,1.7826,3013314559.84,2690703796.29
459,20171122,4217.7015,4228.3721,4227.5666,4260.6395,4191.145,186477003.0,2.5429836169e+11,9.8651,0.2339,3032387836.23,2709675981.99
460,20171123,4227.5666,4213.3781,4102.3966,4214.1895,4086.9018,178147228.0,2.37536704704e+11,-125.17,-2.9608,2953293492.55,2639572853.6
461,20171124,4102.3966,4089.4723,4104.2034,4116.5942,4057.4894,130858040.0,1.82912191367e+11,1.8068,0.044,2954451549.78,2640419425.31
462,20171127,4104.2034,4088.9318,4049.9475,4088.9318,4037.1457,143455268.0,1.83004551222e+11,-54.2559,-1.322,2919261150.89,2609726806.17
463,20171128,4049.9475,4034.2057,4055.8235,4056.4753,4010.2955,102058095.0,1.35539647289e+11,5.876,0.1451,2919587296.05,2608324316.92
464,20171129,4055.8235,4061.3545,4053.7529,4069.2418,4004.687,124553642.0,1.65743341284e+11,-2.0706,-0.0511,2919546678.04,2607711600.39
465,20171130,4053.7529,4034.0091,4006.0993,4052.797,3988.0018,107983345.0,1.45829948321e+11,-47.6536,-1.1755,2893194881.02,2583973646.3
466,20171201,4006.0993,4003.5604,3998.1365,4027.1064,3984.3776,97386913.0,1.36010927567e+11,-7.9628,-0.1988,2889668373.29,2579179706.26
467,20171204,3998.1365,3989.0466,4018.8571,4032.9859,3982.3182,102647219.0,1.38223055525e+11,20.7206,0.5183,2899025925.65,2590751418.42
468,20171205,4018.8571,4007.9361,4040.1704,4045.9331,4006.5432,154087076.0,1.96337660258e+11,21.3133,0.5303,2916775566.17,2609469574.37
469,20171206,4040.1704,4027.1231,4015.8211,4031.7533,3964.8087,109286205.0,1.4411495418e+11,-24.3493,-0.6027,2899317231.73,2593734956.81
470,20171207,4015.8211,4003.5826,3971.0569,4017.9465,3955.9939,90254045.0,1.19651201504e+11,-44.7642,-1.1147,2870233775.9,2567270944.51
471,20171208,3971.0569,3962.8288,4003.3792,4014.1387,3955.44,89282861.0,1.24371230332e+11,32.3223,0.8139,2884892862.68,2579560968.21
472,20171211,4003.3792,4006.8784,4069.4997,4069.4997,4005.2687,97148946.0,1.48476588468e+11,66.1205,1.6516,2973678763.7,2632461224.08
473,20171212,4069.4997,4068.5053,4016.0163,4070.1503,4015.4546,84338718.0,1.23515183182e+11,-53.4834,-1.3143,2936827801.03,2599020707.84
474,20171213,4016.0163,4013.8319,4050.0927,4052.6878,4004.7436,77546131.0,1.1500638336e+11,34.0764,0.8485,2958200728.47,2618923188.91
475,20171214,4050.0927,4050.9028,4026.1516,4057.6245,4013.8546,80768862.0,1.15086944924e+11,-23.9411,-0.5911,2941938511.7,2603304518.6
476,20171215,4026.1516,4018.7313,3980.8558,4020.2668,3974.9277,89044389.0,1.18474144231e+11,-45.2958,-1.125,2912924521.95,2576433489.08
477,20171218,3980.8558,3983.2965,3985.2914,4008.0688,3967.9343,77853375.0,1.11724349856e+11,4.4356,0.1114,2917458196.48,2583712376.45
478,20171219,3985.2914,3985.8233,4035.3294,4035.6296,3985.8233,77528985.0,1.15998204342e+11,50.038,1.2556,2948985497.12,2612126925.68
479,20171220,4035.3294,4036.019,4030.4898,4044.8485,4015.6285,90604503.0,1.26812878124e+11,-4.8396,-0.1199,2947007987.58,2611831857.76
480,20171221,4030.4898,4023.076,4067.8485,4080.781,4014.6526,96836089.0,1.37819520871e+11,37.3587,0.9269,2967082862.56,2630064985.16
481,20171222,4067.8485,4064.9131,4054.5984,4076.8028,4048.4913,73473684.0,1.04426496022e+11,-13.2501,-0.3257,2960581520.91,2624607616.37
482,20171225,4054.5984,4057.4173,4041.5401,4086.9342,4026.4496,91926962.0,1.29938839152e+11,-13.0583,-0.3221,2951800993.63,2619694483.75
483,20171226,4041.5401,4040.6173,4053.6224,4056.8554,4015.2996,91118790.0,1.19725100617e+11,12.0823,0.299,2966434732.03,2633471122.99
484,20171227,4053.6224,4045.2793,3991.2075,4047.7366,3986.7385,105153577.0,1.40516907102e+11,-62.4149,-1.5397,2931816779.46,2601718310.7
485,20171228,3991.2075,3992.997,4018.8974,4036.6975,3980.2358,118542886.0,1.53636695762e+11,27.6899,0.6938,2956490910.6,2621304719.57
486,20171229,4018.8974,4022.8826,4030.8549,4043.14,4012.8749,90486683.0,1.21257038529e+11,11.9575,0.2975,2967302753.9,2638082556.39
487,20180102,4030.8549,4045.2086,4087.4012,4087.7789,4045.2086,146935435.0,1.78402032874e+11,56.5463,1.4028,3007371811.22,2675437927.13
488,20180103,4087.4012,4091.4607,4111.3925,4140.0543,4088.7302,151852218.0,2.05726889556e+11,23.9913,0.587,3025456930.18,2691156020.06
489,20180104,4111.3925,4114.1213,4128.8119,4137.642,4105.8858,134543794.0,1.74523556133e+11,17.4194,0.4237,3042145030.05,2706161297.63
490,20180105,4128.8119,4133.3439,4138.7505,4151.2818,4123.2817,149009872.0,1.85206293226e+11,9.9386,0.2407,3050057593.56,2713294575.14
