,TRADEDATE,LCLOSE,TOPEN,TCLOSE,THIGH,TLOW,VOL,AMOUNT,CHANGE,PCHG,TOTMKTCAP,NEGOTIABLEMV
243,20170103,3310.0808,3313.9534,3342.2272,3345.2629,3313.9534,86567896.0,87612765767.5,32.1464,0.9712,2350174633.18,2107371712.82
244,20170104,3342.2272,3340.5576,3368.3117,3369.5658,3338.1527,90050827.0,98014355468.3,26.0845,0.7805,2367236542.05,2122738316.75
245,20170105,3368.3117,3368.3402,3367.7892,3373.4119,3361.462,88336357.0,91189339581.7,-0.5225,-0.0155,2371570891.59,2127590744.1
246,20170106,3367.7892,3366.8522,3347.6665,3368.8705,3346.8914,87459114.0,91072256748.2,-20.1227,-0.5975,2365180902.39,2123129027.23
247,20170109,3347.6665,3345.7483,3363.9014,3366.2219,3344.3472,83707942.0,87916115242.6,16.2349,0.485,2376177035.94,2137345413.49
248,20170110,3363.9014,3361.6394,3358.2716,3370.5051,3354.0878,83819160.0,82533965080.2,-5.6298,-0.1674,2371854455.66,2133117898.86
249,20170111,3358.2716,3355.8008,3334.4954,3366.6315,3334.2978,91071438.0,86750457122.1,-23.7762,-0.708,2357013298.72,2119526961.71
250,20170112,3334.4954,3332.6857,3317.6241,3343.1279,3315.9629,81239135.0,75031886874.2,-16.8713,-0.506,2347241651.22,2111123457.49
251,20170113,3317.6241,3317.9625,3319.9122,3338.174,3309.3741,84180589.0,84556101402.8,2.2881,0.069,2350345917.58,2115684766.82
252,20170116,3319.9122,3314.1507,3319.4455,3322.7819,3264.2071,157779135.0,1.53262520121e+11,-0.4667,-0.0141,2356105124.35,2123958566.39
253,20170117,3319.4455,3305.6001,3326.3563,3327.3767,3292.2044,69453328.0,74754505695.7,6.9108,0.2082,2359830332.36,2126730422.36
254,20170118,3326.3563,3323.3389,3339.3653,3350.9619,3320.4062,70623227.0,75680677263.9,13.009,0.3911,2367984733.79,2135179347.99
255,20170119,3339.3653,3330.9522,3329.2891,3346.4959,3324.6835,66159808.0,63869709162.9,-10.0762,-0.3017,2361134297.4,2127379297.72
256,20170120,3329.2891,3326.9773,3354.8891,3358.4121,3326.374,65300462.0,70831324310.2,25.6,0.7689,2376075229.28,2139000602.15
257,20170123,3354.8891,3359.0543,3364.0808,3378.7388,3355.8475,75557498.0,76492660153.9,9.1917,0.274,2383022699.51,2145990329.67
258,20170124,3364.0808,3363.1374,3364.4509,3371.32,3355.899,66194226.0,66049651288.6,0.3701,0.011,2390562256.51,2155419107.38
259,20170125,3364.4509,3361.6561,3375.9042,3376.4415,3357.2183,58376931.0,62483395801.9,11.4533,0.3404,2396377799.17,2160539641.32
260,20170126,3375.9042,3378.2609,3387.9606,3395.8848,3378.2609,65316647.0,66488818305.4,12.0564,0.3571,2403192326.98,2166383537.99
261,20170203,3387.9606,3390.9315,3364.4923,3392.4773,3362.5653,55188861.0,57113853254.9,-23.4683,-0.6927,2386143698.74,2154635760.0
262,20170206,3364.4923,3368.1081,3373.2051,3381.3348,3358.7516,68521360.0,73408134767.9,8.7128,0.259,2392427297.69,2162309050.85
263,20170207,3373.2051,3371.7695,3365.6849,3376.7099,3354.6251,63754462.0,69758178999.1,-7.5202,-0.2229,2386756197.56,2157497271.9
264,20170208,3365.6849,3361.7811,3383.2878,3383.6859,3347.4302,75402879.0,82869735773.3,17.6029,0.523,2396872692.21,2165711362.85
265,20170209,3383.2878,3381.8992,3396.2924,3406.5888,3379.7872,97558515.0,1.02134228699e+11,13.0046,0.3844,2406253830.47,2173722001.21
266,20170210,3396.2924,3398.3173,3413.4868,3422.3256,3398.0295,123768720.0,1.21908580284e+11,17.1944,0.5063,2418891347.01,2185483731.42
267,20170213,3413.4868,3416.9168,3436.275,3439.5432,3416.8746,120144538.0,1.25332998844e+11,22.7882,0.6676,2433998378.94,2199381338.85
268,20170214,3436.275,3438.511,3435.8042,3440.6748,3424.4028,94809465.0,98537165438.0,-0.4708,-0.0137,4876374442.82,4405300001.1
269,20170215,3435.8042,3435.3882,3421.7131,3448.0322,3417.0811,127643338.0,1.24653179488e+11,-14.0911,-0.4101,2427777532.57,2195103200.81
270,20170216,3421.7131,3421.8299,3440.9331,3440.9331,3418.3514,108276962.0,1.01809767504e+11,19.22,0.5617,2437444901.19,2202960639.63
271,20170217,3440.9331,3443.6166,3421.4419,3457.5562,3419.6143,114600036.0,1.1803312967e+11,-19.4912,-0.5665,2421684709.32,2188425594.64
272,20170220,3421.4419,3421.6434,3471.3926,3472.6035,3421.6434,132628862.0,1.34681505159e+11,49.9507,1.4599,2453534701.64,2218626464.37
273,20170221,3471.3926,3475.0584,3482.823,3490.0855,3472.017,114842009.0,1.20675429543e+11,11.4304,0.3293,2461237518.15,2225287330.13
274,20170222,3482.823,3483.2008,3489.7567,3489.946,3473.524,102815994.0,1.09232425841e+11,6.9337,0.1991,2470900744.21,2234613541.71
275,20170223,3489.7567,3487.5745,3473.3236,3492.9616,3460.118,99536330.0,1.06555922466e+11,-16.4331,-0.4709,2457531381.57,2222709662.92
276,20170224,3473.3236,3468.9588,3473.8517,3473.8517,3455.2514,95535133.0,99875164758.6,0.5281,0.0152,2456956812.79,2221604826.33
277,20170227,3473.8517,3471.1319,3446.2228,3472.8356,3441.3938,98672160.0,1.06830874529e+11,-27.6289,-0.7953,2437314993.59,2203980733.35
278,20170228,3446.2228,3445.0274,3452.8103,3460.9089,3441.3589,75215260.0,81979307360.8,6.5875,0.1912,2442845256.0,2208547147.68
279,20170301,3452.8103,3452.2058,3458.4376,3472.6962,3449.109,103260354.0,1.09317781348e+11,5.6273,0.163,2447194161.84,2212003720.48
280,20170302,3458.4376,3463.4829,3435.0963,3468.471,3434.001,89898077.0,97876187925.2,-23.3413,-0.6749,2431477255.62,2197780294.97
281,20170303,3435.0963,3424.6627,3427.8628,3428.8824,3412.8312,80994652.0,90009618835.2,-7.2335,-0.2106,2422832619.97,2189418859.91
282,20170306,3427.8628,3427.2533,3446.484,3449.0342,3425.9041,83070882.0,95178548495.5,18.6212,0.5432,2432474493.43,2197595415.31
283,20170307,3446.484,3446.1628,3453.9565,3454.0386,3440.0574,80334720.0,94483824245.1,7.4725,0.2168,2437903541.34,2203066797.6
284,20170308,3453.9565,3452.2006,3448.7313,3457.0351,3441.2575,79587690.0,89124904682.2,-5.2252,-0.1513,2435864979.5,2201784494.72
285,20170309,3448.7313,3442.8953,3426.9438,3443.0455,3414.6782,84570381.0,90090049489.8,-21.7875,-0.6318,2419409465.02,2186890890.85
286,20170310,3426.9438,3423.9776,3427.8916,3436.2388,3423.9369,70016199.0,82161714922.6,0.9478,0.0277,2417693372.05,2185191765.31
287,20170313,3427.8916,3425.6723,3458.098,3458.098,3412.6879,91684124.0,1.08489140923e+11,30.2064,0.8812,2438399436.11,2202682169.68
288,20170314,3458.098,3456.6584,3456.6934,3465.3915,3448.9034,77077963.0,95317564129.4,-1.4046,-0.0406,2438988055.0,2203355904.62
289,20170315,3456.6934,3452.2139,3463.6436,3463.9191,3445.2676,79104954.0,94056256666.8,6.9502,0.2011,2442743575.42,2206845973.97
290,20170316,3463.6436,3472.2694,3481.5066,3492.1267,3472.2694,106333913.0,1.24695573677e+11,17.863,0.5157,2455009545.11,2217251519.67
291,20170317,3481.5066,3485.3114,3445.8051,3488.4969,3441.4685,103755560.0,1.2236891855e+11,-35.7015,-1.0255,2431073434.2,2196283047.5
292,20170320,3445.8051,3449.0515,3449.6126,3454.063,3429.8254,88734322.0,1.03769403896e+11,3.8075,0.1105,2438258347.21,2205916608.39
293,20170321,3449.6126,3449.7696,3466.3468,3466.7026,3445.6416,87707855.0,1.1352820139e+11,16.7342,0.4851,2448506856.73,2215643835.93
294,20170322,3466.3468,3450.7544,3450.0502,3464.3328,3433.4994,104935894.0,1.23865640376e+11,-16.2966,-0.4701,2435444078.42,2203983580.48
295,20170323,3450.0502,3452.4056,3461.9782,3470.8164,3435.6912,94318062.0,1.15813813702e+11,11.928,0.3457,2440428268.61,2208303088.1
296,20170324,3461.9782,3464.1966,3489.5997,3499.3179,3461.1108,125645833.0,1.41752526681e+11,27.6215,0.7979,2460425495.94,2225973826.16
297,20170327,3489.5997,3488.7647,3478.0385,3505.9789,3474.5206,107015377.0,1.24388012134e+11,-11.5612,-0.3313,2455183756.39,2221815431.95
298,20170328,3478.0385,3480.249,3469.8093,3482.2923,3461.4678,84194820.0,97495938764.9,-8.2292,-0.2366,2448440988.52,2215819839.76
299,20170329,3469.8093,3472.9665,3465.1933,3483.0571,3455.5529,104851706.0,1.14663468279e+11,-4.616,-0.133,2447498918.75,2215841013.66
300,20170330,3465.1933,3461.6159,3436.758,3467.3049,3422.366,116376922.0,1.2208802163e+11,-28.4353,-0.8206,2432320674.09,2203395894.21
301,20170331,3436.758,3434.8222,3456.0455,3456.3051,3430.8197,91577491.0,1.0098490483e+11,19.2875,0.5612,2446763480.05,2216995812.72
302,20170405,3456.0455,3476.4231,3503.8932,3504.5379,3475.1486,143399017.0,1.60742981172e+11,47.8477,1.3845,2479283938.62,2245402682.83
303,20170406,3503.8932,3507.9879,3514.0469,3517.7779,3495.7246,136767004.0,1.45221644165e+11,10.1537,0.2898,2485663495.27,2251683286.87
304,20170407,3514.0469,3514.4521,3517.4634,3526.815,3506.3885,140293204.0,1.44559675566e+11,3.4165,0.0972,2491318794.24,2256975436.23
305,20170410,3517.4634,3519.4597,3505.1392,3522.7955,3502.0826,141887380.0,1.55747834572e+11,-12.3242,-0.3504,2485117666.56,2254412515.19
306,20170411,3505.1392,3503.8294,3517.328,3520.1315,3466.139,165945832.0,1.89457268655e+11,12.1888,0.3477,2497587248.77,2262131849.33
307,20170412,3517.328,3514.5723,3509.4387,3523.0975,3497.9991,181824537.0,2.02154571423e+11,-7.8893,-0.2243,2494138735.28,2259262636.03
308,20170413,3509.4387,3500.2838,3514.5662,3518.4385,3496.5699,129981813.0,1.33345929014e+11,5.1275,0.1461,2495317528.7,2260400265.3
309,20170414,3514.5662,3516.8103,3486.5045,3517.4664,3476.9468,135474078.0,1.30425385379e+11,-28.0617,-0.7984,2476515525.3,2243789220.86
310,20170417,3486.5045,3475.7381,3479.9417,3480.5696,3453.6759,117164961.0,1.23884371227e+11,-6.5628,-0.1882,2470608738.74,2240019941.96
311,20170418,3479.9417,3474.8892,3462.7429,3489.0845,3462.6297,110927823.0,1.26790853425e+11,-17.1988,-0.4942,2456312314.95,2227086898.64
312,20170419,3462.7429,3452.9904,3445.8761,3459.3524,3418.514,121349264.0,1.27050362407e+11,-16.8668,-0.4871,2440056786.96,2212058207.82
313,20170420,3445.8761,3444.5225,3461.5481,3465.6088,3440.7151,114184208.0,1.33977258346e+11,15.672,0.4548,2449374445.25,2219290864.86
314,20170421,3461.5481,3461.389,3466.7865,3475.5622,3449.5421,104419110.0,1.15208831746e+11,5.2384,0.1513,2457172662.7,2226854872.67
315,20170424,3466.7865,3458.2279,3431.2587,3458.2279,3403.9792,114660791.0,1.22778154321e+11,-35.5278,-1.0248,2436595799.04,2209421176.17
316,20170425,3431.2587,3427.7322,3440.9743,3449.6716,3422.6521,94072148.0,1.07599357209e+11,9.7156,0.2831,2440875609.17,2214013055.16
317,20170426,3440.9743,3440.2526,3445.1832,3466.5651,3439.1505,111940029.0,1.31316579234e+11,4.2089,0.1223,2445008407.85,2217572150.68
318,20170427,3445.1832,3435.1017,3446.7202,3449.2723,3399.5392,123298425.0,1.34610947828e+11,1.537,0.0446,2448276594.73,2221338192.23
319,20170428,3446.7202,3439.5735,3439.753,3439.904,3417.2375,101632351.0,1.13761006698e+11,-6.9672,-0.2021,2445189275.18,2218055127.91
320,20170502,3439.753,3427.9169,3426.5766,3436.3064,3418.6652,92797462.0,1.01635858602e+11,-13.1764,-0.3831,2433248713.81,2206509279.71
321,20170503,3426.5766,3421.7586,3413.1282,3432.2248,3403.0782,91669624.0,97854119098.4,-13.4484,-0.3925,2422736895.01,2196933294.02
322,20170504,3413.1282,3404.9379,3404.3864,3421.3953,3391.277,103482075.0,1.06985952575e+11,-8.7418,-0.2561,2418985602.0,2193491198.88
323,20170505,3404.3864,3393.4831,3382.5502,3395.4532,3366.5568,109895333.0,1.17464939578e+11,-21.8362,-0.6414,2406752729.58,2183028219.63
324,20170508,3382.5502,3369.1084,3358.8125,3374.1571,3339.5743,123749287.0,1.26885426472e+11,-23.7377,-0.7018,2396008029.4,2173448302.71
325,20170509,3358.8125,3342.5981,3352.5324,3358.0463,3327.5901,76771668.0,85528831748.9,-6.2801,-0.187,2390284826.25,2168832549.39
326,20170510,3352.5324,3350.6502,3337.7007,3369.4345,3336.003,92082628.0,1.02194980791e+11,-14.8317,-0.4424,2380990280.75,2161440312.93
327,20170511,3337.7007,3322.9455,3356.6459,3359.6003,3312.8921,109252890.0,1.11576379054e+11,18.9452,0.5676,2396705592.83,2179029739.74
328,20170512,3356.6459,3350.9371,3385.3787,3387.2677,3349.1671,93386466.0,97522124594.3,28.7328,0.856,2417174587.82,2199154233.53
329,20170515,3385.3787,3391.5881,3399.1937,3406.581,3391.5881,82977611.0,92183332845.4,13.815,0.4081,2425558036.56,2206840694.59
330,20170516,3399.1937,3390.925,3428.6491,3428.8531,3373.552,105242416.0,1.12814103201e+11,29.4554,0.8665,2437567055.38,2217205861.92
331,20170517,3428.6491,3423.19,3409.9656,3433.9695,3408.1541,99736837.0,1.10553451835e+11,-18.6835,-0.5449,2423599834.42,2204885381.0
332,20170518,3409.9656,3387.6655,3398.1127,3409.9319,3383.935,85759589.0,88091166041.4,-11.8529,-0.3476,2417995252.02,2199512546.92
333,20170519,3398.1127,3395.2318,3403.8492,3405.9448,3392.3776,71473525.0,78397081602.2,5.7365,0.1688,2419978584.36,2201906503.66
334,20170522,3403.8492,3400.5882,3411.2387,3424.1776,3391.1748,92539559.0,99021121578.0,7.3895,0.2171,2427753965.99,2210279854.2
335,20170523,3411.2387,3405.0254,3424.194,3434.7662,3401.5338,116911033.0,1.26767856025e+11,12.9553,0.3798,2442998104.81,2226707060.92
336,20170524,3424.194,3409.7169,3424.1669,3424.1669,3383.8922,83553161.0,92620045547.9,-0.0271,-0.0008,2442194351.34,2225380193.81
337,20170525,3424.1669,3414.3992,3485.6581,3490.4176,3413.2246,130721631.0,1.36634020807e+11,61.4912,1.7958,2480598729.97,2260999586.65
338,20170526,3485.6581,3479.6206,3480.4345,3498.3148,3473.04,103241153.0,1.12585907354e+11,-5.2236,-0.1499,2481153392.94,2260884056.2
339,20170531,3480.4345,3495.073,3492.8845,3515.0812,3474.9215,104829744.0,1.1596872531e+11,12.45,0.3577,2491412438.59,2270366206.3
340,20170601,3492.8845,3485.2223,3497.7382,3499.8142,3476.4283,103127724.0,1.16088766249e+11,4.8537,0.139,2500296083.89,2279380886.86
341,20170602,3497.7382,3491.5893,3486.5074,3498.1189,3470.2017,82668010.0,92850747181.0,-11.2308,-0.3211,2492048564.43,2271121835.35
342,20170605,3486.5074,3480.1692,3468.7538,3484.1244,3462.3144,79738152.0,85609467477.1,-17.7536,-0.5092,2471801805.28,2251343106.8
343,20170606,3468.7538,3464.3765,3492.8816,3492.8816,3460.4534,64089388.0,77868793729.6,24.1278,0.6956,2484492912.46,2262512424.12
344,20170607,3492.8816,3493.8846,3533.8718,3537.0947,3491.1328,104419968.0,1.24189288483e+11,40.9902,1.1735,2510735569.34,2288545631.84
345,20170608,3533.8718,3531.2419,3560.9786,3562.2724,3528.179,90224905.0,1.12035619671e+11,27.1068,0.7671,2524196516.45,2301696988.32
346,20170609,3560.9786,3561.2411,3576.1703,3590.8872,3560.6336,101188265.0,1.21700586716e+11,15.1917,0.4266,2533950037.11,2310552331.44
347,20170612,3576.1703,3570.2191,3574.3894,3603.6901,3565.9012,90381167.0,1.17690802224e+11,-1.7809,-0.0498,2626911884.18,2301689820.03
348,20170613,3574.3894,3569.1594,3582.2674,3584.4094,3559.2134,75177138.0,94223084812.3,7.878,0.2204,2631669167.3,2304730485.8
349,20170614,3582.2674,3571.2483,3535.2987,3571.2483,3530.274,83810783.0,1.06105319868e+11,-46.9687,-1.3111,2602539267.0,2279046388.74
350,20170615,3535.2987,3530.7465,3528.7926,3542.2796,3508.9461,82632535.0,1.06053901141e+11,-6.5061,-0.184,2595225127.25,2270577304.05
351,20170616,3528.7926,3522.9745,3518.7611,3536.1401,3514.3892,76452707.0,91462286376.5,-10.0315,-0.2843,2586534529.67,2263438999.15
352,20170619,3518.7611,3520.0602,3553.6653,3554.91,3520.0602,79797141.0,98572358252.0,34.9042,0.9919,2603227514.4,2277944019.47
353,20170620,3553.6653,3560.7871,3546.494,3563.6964,3539.5149,80509559.0,98187595478.3,-7.1713,-0.2018,2600284990.59,2276402372.21
354,20170621,3546.494,3567.1256,3587.955,3587.9863,3545.5666,87859824.0,1.17147797136e+11,41.461,1.1691,2623476884.4,2297764818.85
355,20170622,3587.955,3583.5583,3590.3425,3635.5273,3581.3375,135526987.0,1.69418803351e+11,2.3875,0.0665,2628790328.64,2303392230.84
356,20170623,3590.3425,3583.4359,3622.8831,3623.2352,3569.3225,105129134.0,1.33975111796e+11,32.5406,0.9063,2646711062.94,2320398314.56
357,20170626,3622.8831,3627.0208,3668.0919,3671.9435,3627.0208,134637995.0,1.70736841952e+11,45.2088,1.2479,2671179506.72,2340793769.96
358,20170627,3668.0919,3665.5775,3674.7152,3676.5328,3648.7635,97558702.0,1.23057231694e+11,6.6233,0.1806,2673960702.07,2343088391.52
359,20170628,3674.7152,3664.1629,3646.1666,3672.1887,3644.0268,97920858.0,1.24465947132e+11,-28.5486,-0.7769,2656727241.96,2328656601.49
360,20170629,3646.1666,3649.2525,3668.8279,3669.1345,3644.7331,85589498.0,1.11847266867e+11,22.6613,0.6215,2671255631.19,2341861033.33
361,20170630,3668.8279,3654.7348,3666.7977,3669.7584,3646.2272,81510028.0,1.02459981992e+11,-2.0302,-0.0553,2674677412.35,2344056139.77
362,20170703,3666.7977,3667.2316,3650.8463,3667.5957,3633.7825,88820860.0,1.15214687872e+11,-15.9514,-0.435,2667936399.91,2339560802.9
363,20170704,3650.8463,3646.828,3619.9841,3646.8455,3611.6911,95071413.0,1.25350417552e+11,-30.8622,-0.8453,2653002319.77,2327223841.18
364,20170705,3619.9841,3611.8984,3659.6795,3660.7291,3610.4586,88232425.0,1.20351565382e+11,39.6954,1.0966,2673819966.25,2346347765.09
365,20170706,3659.6795,3654.5576,3660.0967,3666.7745,3629.56,102379245.0,1.32837126778e+11,0.4172,0.0114,2675448118.88,2348783932.72
366,20170707,3660.0967,3647.6416,3655.9293,3657.1131,3631.8702,103735497.0,1.23465392616e+11,-4.1674,-0.1139,2673265781.98,2345816112.14
367,20170710,3655.9293,3647.9379,3653.6868,3667.8455,3641.5277,120591910.0,1.41034626508e+11,-2.2425,-0.0613,2674604902.42,2349510050.4
368,20170711,3653.6868,3646.8783,3670.8086,3701.2087,3645.9946,118760826.0,1.45084363277e+11,17.1218,0.4686,2681820573.29,2357417046.86
369,20170712,3670.8086,3672.6328,3658.8236,3691.5814,3640.5893,122287792.0,1.43494599072e+11,-11.985,-0.3265,2674963766.32,2351258825.61
370,20170713,3658.8236,3656.3502,3686.9205,3690.4832,3652.5658,125669549.0,1.46388679598e+11,28.0969,0.7679,2694338673.31,2369154886.87
371,20170714,3686.9205,3682.6153,3703.094,3703.094,3672.7425,105514005.0,1.21021448889e+11,16.1735,0.4387,2702541622.7,2377027559.72
372,20170717,3703.094,3700.6179,3663.5575,3716.47,3621.3652,178821600.0,1.96217253798e+11,-39.5365,-1.0677,2688852379.34,2372445695.58
373,20170718,3663.5575,3648.4942,3667.1807,3667.5408,3622.0414,124622056.0,1.41472283974e+11,3.6232,0.0989,2688839214.43,2371515676.57
374,20170719,3667.1807,3660.8665,3729.7466,3731.0468,3658.2035,182477787.0,1.98392451748e+11,62.5659,1.7061,2723846926.18,2400387809.93
375,20170720,3729.7466,3725.1436,3747.8843,3750.1938,3723.0689,142410039.0,1.6926714994e+11,18.1377,0.4863,2735508802.16,2411499352.28
376,20170721,3747.8843,3738.1847,3728.5976,3751.6947,3722.0656,117941226.0,1.41432632987e+11,-19.2867,-0.5146,2725588776.49,2403558504.38
377,20170724,3728.5976,3724.3778,3743.4686,3755.1902,3719.8488,134868722.0,1.54701874682e+11,14.871,0.3988,2731246184.85,2409594650.08
378,20170725,3743.4686,3742.6405,3719.559,3752.1559,3713.2766,121672059.0,1.33531656186e+11,-23.9096,-0.6387,2726773843.91,2405287665.13
379,20170726,3719.559,3722.8761,3705.3884,3738.5316,3684.1819,136325210.0,1.46518004915e+11,-14.1706,-0.381,2725648157.18,2404915123.22
380,20170727,3705.3884,3700.8558,3712.1947,3716.6888,3672.4971,145002904.0,1.61631225346e+11,6.8063,0.1837,2727470777.9,2404731957.97
381,20170728,3712.1947,3703.4895,3721.8914,3725.5378,3696.7776,111411392.0,1.25817861948e+11,9.6967,0.2612,2732076187.87,2409503715.76
382,20170731,3721.8914,3722.4282,3737.8732,3746.5207,3713.655,148429039.0,1.60890133166e+11,15.9818,0.4294,2740804499.4,2416620338.66
383,20170801,3737.8732,3738.7364,3770.3828,3770.4043,3737.0954,152546539.0,1.73127578959e+11,32.5096,0.8697,2763046156.34,2438376156.61
384,20170802,3770.3828,3768.1938,3760.8525,3784.3511,3759.2764,172293383.0,1.89336782813e+11,-9.5303,-0.2528,2759891727.23,2440273327.16
385,20170803,3760.8525,3755.1081,3727.8264,3766.3452,3718.4351,146153944.0,1.647104616e+11,-33.0261,-0.8782,2738487108.36,2420528938.85
386,20170804,3727.8264,3724.7225,3707.5796,3738.7312,3707.003,157470060.0,1.68292664589e+11,-20.2468,-0.5431,2727709053.01,2411588404.3
387,20170807,3707.5796,3701.2161,3726.7948,3730.7774,3689.9552,124231530.0,1.34348537498e+11,19.2152,0.5183,2737997166.03,2421083065.06
388,20170808,3726.7948,3724.3287,3732.2129,3737.3344,3718.8116,137241928.0,1.46481868918e+11,5.4181,0.1454,2741251853.07,2426129525.54
389,20170809,3732.2129,3728.0319,3731.044,3738.999,3713.5668,124679989.0,1.37223598286e+11,-1.1689,-0.0313,2732508191.62,2418346255.18
390,20170810,3731.044,3724.962,3715.9208,3746.8614,3688.1766,130085128.0,1.48005169417e+11,-15.1232,-0.4053,2725420585.21,2411315135.69
391,20170811,3715.9208,3687.9314,3647.3503,3700.4944,3645.0945,150387421.0,1.61083470412e+11,-68.5705,-1.8453,2683492733.22,2374966344.99
392,20170814,3647.3503,3651.3754,3694.6831,3698.3663,3651.3754,115308451.0,1.40233894117e+11,47.3328,1.2977,2706848365.79,2394536610.67
393,20170815,3694.6831,3695.78,3706.0566,3719.2931,3692.2802,106444857.0,1.24790630952e+11,11.3735,0.3078,2719167496.59,2406610370.0
394,20170816,3706.0566,3701.1337,3701.4207,3707.144,3679.7338,104134141.0,1.27282165884e+11,-4.6359,-0.1251,2715322781.24,2402966566.18
395,20170817,3701.4207,3707.0668,3721.277,3722.6239,3704.4126,108656251.0,1.3702000292e+11,19.8563,0.5365,2730351293.18,2414923743.27
396,20170818,3721.277,3707.1891,3724.6748,3733.4914,3700.4112,96561705.0,1.23078163944e+11,3.3978,0.0913,2730680123.0,2415815873.03
397,20170821,3724.6748,3731.8399,3740.9941,3744.2631,3728.6157,100313073.0,1.23911716276e+11,16.3193,0.4381,2741524666.7,2425587183.37
398,20170822,3740.9941,3745.7543,3752.298,3758.2924,3734.5556,100292856.0,1.31131078398e+11,11.3039,0.3022,2748653730.41,2432722253.97
399,20170823,3752.298,3747.6108,3756.0884,3772.4568,3741.7204,104961573.0,1.2408115571e+11,3.7904,0.101,2754662408.82,2439410679.0
400,20170824,3756.0884,3755.8902,3734.6458,3765.7082,3729.0876,89947372.0,1.07736019091e+11,-21.4426,-0.5709,2742122848.6,2429580407.79
401,20170825,3734.6458,3736.2916,3795.7544,3795.9693,3736.2916,129940900.0,1.50697083062e+11,61.1086,1.6363,2799296118.48,2482452333.77
402,20170828,3795.7544,3805.6567,3842.7119,3866.9422,3805.6567,185576325.0,2.36446280855e+11,46.9575,1.2371,2826403172.51,2504897278.15
403,20170829,3842.7119,3839.1779,3834.5376,3847.9303,3825.7597,128227070.0,1.58978683685e+11,-8.1743,-0.2127,2824052886.17,2503349117.05
404,20170830,3834.5376,3834.2682,3834.3005,3854.7062,3827.8607,141352857.0,1.66235122004e+11,-0.2371,-0.0062,2820091558.88,2497554693.54
405,20170831,3834.3005,3835.8394,3822.0928,3840.199,3800.8861,132944935.0,1.57079216083e+11,-12.2077,-0.3184,2808857846.21,2485933861.78
406,20170901,3822.0928,3825.3392,3830.5383,3843.6176,3818.1586,158645511.0,1.82770431967e+11,8.4455,0.221,2804699663.12,2481347972.75
407,20170904,3830.5383,3828.5447,3845.6163,3847.0906,3813.5537,149566320.0,1.75551068278e+11,15.078,0.3936,2819279336.43,2495837182.97
408,20170905,3845.6163,3845.5451,3857.0464,3865.2938,3841.9514,124964155.0,1.45779755314e+11,11.4301,0.2972,2828725173.47,2503741154.5
409,20170906,3857.0464,3846.7471,3849.4499,3858.2481,3831.3835,131398723.0,1.55883314756e+11,-7.5965,-0.197,2825694675.39,2503389424.16
410,20170907,3849.4499,3851.688,3829.8713,3858.1617,3828.835,123884181.0,1.56113397125e+11,-19.5786,-0.5086,2809630378.19,2488355753.58
411,20170908,3829.8713,3830.0707,3825.9895,3843.0186,3813.9833,106036504.0,1.34958583983e+11,-3.8818,-0.1014,2806940770.44,2485659238.56
412,20170911,3825.9895,3828.3422,3825.6453,3850.7409,3817.5108,123883997.0,1.54793900773e+11,-0.3442,-0.009,2808454679.53,2486307702.67
413,20170912,3825.6453,3832.2422,3837.9341,3849.3885,3822.0037,144190242.0,1.8760531203e+11,12.2888,0.3212,2815362604.11,2493702825.35
414,20170913,3837.9341,3835.5493,3842.6061,3847.7841,3822.9441,95410785.0,1.26254360933e+11,4.672,0.1217,2816508892.68,2494782658.91
415,20170914,3842.6061,3843.572,3829.9554,3854.4931,3820.0876,115358583.0,1.43111639152e+11,-12.6507,-0.3292,2806552464.52,2484848039.17
416,20170915,3829.9554,3826.1448,3831.2965,3843.297,3818.5234,122427006.0,1.5347721518e+11,1.3411,0.035,2799704608.52,2477870127.57
417,20170918,3831.2965,3832.9626,3843.1428,3862.3589,3832.9626,117934405.0,1.52841028494e+11,11.8463,0.3092,2807436077.83,2482910741.86
418,20170919,3843.1428,3849.8794,3832.1161,3857.303,3820.2885,112432987.0,1.45528457523e+11,-11.0267,-0.2869,2803142501.88,2478279928.56
419,20170920,3832.1161,3830.1549,3842.4353,3850.9426,3827.8858,101129542.0,1.35041882371e+11,10.3192,0.2693,2808751102.5,2482944720.49
420,20170921,3842.4353,3843.2577,3837.8176,3860.7977,3837.384,111098192.0,1.44132893229e+11,-4.6177,-0.1202,2810304594.23,2486302015.79
421,20170922,3837.8176,3826.4589,3837.7304,3842.252,3816.8225,100619802.0,1.28360894859e+11,-0.0872,-0.0023,2809817009.93,2488732727.71
422,20170925,3837.7304,3829.219,3817.7915,3835.3894,3811.1192,103948976.0,1.35980239129e+11,-19.9389,-0.5195,2804431217.18,2487847630.86
423,20170926,3817.7915,3810.3333,3820.7816,3821.6928,3808.3827,81869407.0,1.01036334815e+11,2.9901,0.0783,2806614505.22,2490118040.64
424,20170927,3820.7816,3818.9646,3821.2,3832.566,3818.8147,85655811.0,1.09299492247e+11,0.4184,0.011,2804330031.61,2487637024.91
425,20170928,3821.2,3821.5904,3822.5386,3827.3308,3813.7532,93544069.0,1.15646338522e+11,1.3386,0.035,2804621509.53,2487597431.32
426,20170929,3822.5386,3825.2021,3836.5013,3852.2236,3825.2021,93306028.0,1.16056776566e+11,13.9627,0.3653,2809985533.61,2490459511.69
