,available_cash,chg,interests,log_chg,mktime,profit,retrace,value
0,399898.92,0.0021,400847.36,-0.0021,20160105,847.36,0.2118,1.0
1,403375.58,0.0114,405408.5,-0.0114,20160106,4561.14,1.1379,1.01
2,403210.94,0.0045,407217.91,-0.0045,20160107,1809.41,0.4463,1.02
3,398562.14,-0.0025,406201.04,0.0025,20160108,-1016.87,-0.2497,1.02
4,401869.33,0.0012,406684.61,-0.0012,20160111,483.57,-0.131,1.02
5,395401.56,-0.0119,401857.01,0.0118,20160112,-4827.59,-1.3165,1.0
6,399170.14,-0.0035,400456.69,0.0035,20160113,-1400.33,-1.6603,1.0
7,398836.82,0.0008,400782.5,-0.0008,20160114,325.82,-1.5803,1.0
8,399150.56,-0.0036,399322.46,0.0036,20160115,-1460.04,-1.9389,1.0
9,398249.92,-0.0035,397938.67,0.0035,20160118,-1383.79,-2.2787,0.99
10,400828.75,0.0062,400399.45,-0.0062,20160119,2460.77,-1.6744,1.0
11,402373.25,0.0062,402872.45,-0.0062,20160120,2473.0,-1.0671,1.01
12,399105.03,-0.0053,400742.52,0.0053,20160121,-2129.93,-1.5902,1.0
13,398614.36,-0.0026,399691.14,0.0026,20160122,-1051.37,-1.8483,1.0
14,400169.47,0.0008,400023.03,-0.0008,20160125,331.89,-1.7668,1.0
15,397096.11,-0.0085,396642.22,0.0084,20160126,-3380.81,-2.5971,0.99
16,398445.52,-0.0014,396073.03,0.0014,20160127,-569.19,-2.7368,0.99
17,398887.66,-0.0052,394002.8,0.0052,20160128,-2070.23,-3.2452,0.99
18,399717.76,0.001,394403.07,-0.001,20160129,400.27,-3.1469,0.99
19,400237.17,0.0011,394838.27,-0.0011,20160201,435.2,-3.0401,0.99
20,400034.18,0.0028,395954.94,-0.0028,20160202,1116.67,-2.7658,0.99
21,399714.73,0.002,396732.57,-0.002,20160203,777.63,-2.5749,0.99
22,403668.59,0.0112,401171.56,-0.0113,20160204,4438.99,-1.4848,1.0
23,400248.69,-0.0023,400242.77,0.0023,20160205,-928.79,-1.7129,1.0
24,398560.85,-0.0006,400020.8,0.0006,20160215,-221.97,-1.7674,1.0
25,401883.12,0.007,402801.38,-0.007,20160216,2780.59,-1.0846,1.01
26,401301.6,0.0052,404890.31,-0.0052,20160217,2088.92,-0.5716,1.01
27,401282.78,0.0041,406539.35,-0.0041,20160218,1649.04,-0.1666,1.02
28,400046.07,-0.0,406528.26,0.0,20160219,-11.08,-0.1694,1.02
29,401502.64,0.0074,409531.75,-0.0074,20160222,3003.49,0.5682,1.02
30,401753.32,0.0063,412099.89,-0.0063,20160223,2568.14,0.6271,1.03
31,399463.05,-0.0007,411805.39,0.0007,20160224,-294.5,-0.0715,1.03
32,399410.75,-0.0035,410365.36,0.0035,20160225,-1440.03,-0.4209,1.03
33,398118.36,-0.0039,408745.05,0.0039,20160226,-1620.31,-0.8141,1.02
34,398473.58,-0.0037,407244.58,0.0037,20160229,-1500.47,-1.1782,1.02
35,398725.19,-0.0014,406684.35,0.0014,20160301,-560.23,-1.3141,1.02
36,400896.58,0.0043,408419.54,-0.0043,20160302,1735.18,-0.8931,1.02
37,400401.22,0.0004,408583.9,-0.0004,20160303,164.37,-0.8532,1.02
38,398247.96,-0.0054,406390.47,0.0054,20160304,-2193.43,-1.3854,1.02
39,399999.88,0.0011,406835.92,-0.0011,20160307,445.45,-1.2774,1.02
40,399336.98,0.0007,407119.15,-0.0007,20160308,283.24,-1.2086,1.02
41,399938.42,-0.0013,406576.14,0.0013,20160309,-543.02,-1.3404,1.02
42,399268.44,-0.0025,405550.62,0.0025,20160310,-1025.51,-1.5892,1.01
43,399157.97,-0.0011,405114.06,0.0011,20160311,-436.57,-1.6952,1.01
44,401549.39,0.0054,407297.72,-0.0054,20160314,2183.67,-1.1653,1.02
45,401378.62,0.0032,408597.32,-0.0032,20160315,1299.6,-0.8499,1.02
46,399642.42,-0.0006,408364.1,0.0006,20160316,-233.23,-0.9065,1.02
47,400890.07,0.0056,410669.89,-0.0057,20160317,2305.79,-0.347,1.03
48,402631.76,0.0078,413881.51,-0.0079,20160318,3211.62,0.4323,1.03
49,400850.34,0.0045,415751.35,-0.0045,20160321,1869.84,0.4518,1.04
50,400248.87,0.0006,415986.78,-0.0006,20160322,235.44,0.0566,1.04
51,399417.44,0.0003,416129.62,-0.0003,20160323,142.84,0.0343,1.04
52,400098.59,-0.0015,415520.32,0.0015,20160324,-609.3,-0.1464,1.04
53,397926.07,-0.008,412187.55,0.008,20160325,-3332.77,-0.9473,1.03
54,397757.69,-0.0061,409667.9,0.0061,20160328,-2519.65,-1.5528,1.02
55,398602.05,-0.0042,407953.68,0.0042,20160329,-1714.22,-1.9648,1.02
56,400048.54,0.0027,409054.88,-0.0027,20160330,1101.2,-1.7001,1.02
57,400962.45,0.0034,410448.23,-0.0034,20160331,1393.35,-1.3653,1.03
58,400103.71,0.0017,411156.62,-0.0017,20160401,708.38,-1.1951,1.03
59,400300.51,0.0032,412486.49,-0.0032,20160405,1329.87,-0.8755,1.03
60,400386.41,0.0024,413475.52,-0.0024,20160406,989.03,-0.6378,1.03
61,399766.08,0.0001,413535.31,-0.0001,20160407,59.79,-0.6234,1.03
62,399346.62,-0.0007,413253.51,0.0007,20160408,-281.8,-0.6912,1.03
63,401027.02,0.0054,415492.03,-0.0054,20160411,2238.52,-0.1532,1.04
64,400535.92,0.001,415927.78,-0.001,20160412,435.75,-0.0485,1.04
65,400041.66,0.0016,416609.83,-0.0016,20160413,682.05,0.1154,1.04
66,400563.57,0.0052,418760.46,-0.0052,20160414,2150.63,0.5162,1.05
67,401123.57,0.0025,419787.06,-0.0025,20160415,1026.6,0.2452,1.05
68,397723.3,-0.0059,417290.78,0.0059,20160418,-2496.28,-0.5947,1.04
69,400856.91,0.0028,418470.78,-0.0028,20160419,1180.0,-0.3136,1.05
70,400387.42,0.0008,418804.38,-0.0008,20160420,333.6,-0.2341,1.05
71,400040.19,0.0008,419136.81,-0.0008,20160421,332.43,-0.1549,1.05
72,399372.16,-0.0008,418797.17,0.0008,20160422,-339.63,-0.2358,1.05
73,400566.92,0.0017,419519.57,-0.0017,20160425,722.4,-0.0637,1.05
74,400589.11,0.0031,420824.68,-0.0031,20160426,1305.11,0.2472,1.05
75,401225.84,0.0012,421343.09,-0.0012,20160427,518.41,0.1232,1.05
76,399201.39,-0.0006,421079.47,0.0006,20160428,-263.63,-0.0626,1.05
77,400032.91,-0.0004,420913.17,0.0004,20160429,-166.29,-0.102,1.05
78,400956.87,0.0035,422391.06,-0.0035,20160503,1477.88,0.2487,1.06
79,400839.99,0.0035,423884.33,-0.0035,20160504,1493.27,0.3535,1.06
80,399776.05,0.0016,424546.82,-0.0016,20160505,662.5,0.1563,1.06
81,400747.25,-0.0009,424176.6,0.0009,20160506,-370.22,-0.0872,1.06
82,398351.45,-0.0043,422354.52,0.0043,20160509,-1822.08,-0.5164,1.06
83,398934.04,-0.0024,421352.94,0.0024,20160510,-1001.58,-0.7523,1.05
84,400451.03,0.0002,421435.27,-0.0002,20160511,82.33,-0.7329,1.05
85,396691.8,-0.0069,418517.56,0.0069,20160512,-2917.71,-1.4202,1.05
86,399682.32,-0.0003,418411.81,0.0003,20160513,-105.74,-1.4451,1.05
87,400075.57,0.0022,419331.27,-0.0022,20160516,919.46,-1.2285,1.05
88,400833.05,0.0021,420203.08,-0.0021,20160517,871.81,-1.0231,1.05
89,398772.64,-0.0021,419314.48,0.0021,20160518,-888.6,-1.2325,1.05
90,400788.29,0.002,420135.86,-0.002,20160519,821.38,-1.039,1.05
91,399950.19,0.0014,420735.54,-0.0014,20160520,599.69,-0.8977,1.05
92,400464.56,0.0025,421780.85,-0.0025,20160523,1045.3,-0.6515,1.05
93,399967.83,0.0014,422360.03,-0.0014,20160524,579.19,-0.5151,1.06
94,400429.15,0.0014,422936.07,-0.0014,20160525,576.04,-0.3794,1.06
95,398754.29,0.0017,423672.92,-0.0017,20160526,736.85,-0.2058,1.06
96,401538.53,0.0021,424547.95,-0.0021,20160527,875.03,0.0003,1.06
97,399187.85,-0.0009,424147.83,0.0009,20160530,-400.12,-0.0942,1.06
98,401027.91,0.0058,426626.38,-0.0059,20160531,2478.55,0.4896,1.07
99,402222.92,0.0075,429839.34,-0.0076,20160601,3212.96,0.7531,1.07
100,400666.05,0.0046,431833.44,-0.0046,20160602,1994.1,0.4639,1.08
101,400467.45,0.0005,432039.37,-0.0005,20160603,205.93,0.0477,1.08
102,399914.09,0.0007,432355.7,-0.0007,20160606,316.33,0.0732,1.08
103,400630.49,0.0053,434646.03,-0.0053,20160607,2290.33,0.5297,1.09
104,392476.89,-0.0161,427659.12,0.0159,20160608,-6986.91,-1.6075,1.07
105,397540.37,-0.0063,424952.32,0.0063,20160613,-2706.8,-2.2303,1.06
106,399139.93,-0.0006,424708.45,0.0006,20160614,-243.87,-2.2864,1.06
107,402933.58,0.0086,428355.59,-0.0086,20160615,3647.14,-1.4473,1.07
108,400204.18,0.0007,428643.74,-0.0007,20160616,288.15,-1.381,1.07
109,399873.78,0.0022,429604.52,-0.0022,20160617,960.78,-1.1599,1.07
110,402737.61,0.007,432631.45,-0.0071,20160620,3026.93,-0.4635,1.08
111,400778.63,0.0033,434074.93,-0.0033,20160621,1443.48,-0.1314,1.09
112,401220.93,0.004,435797.99,-0.004,20160622,1723.06,0.265,1.09
113,400485.69,0.0027,436964.35,-0.0027,20160623,1166.36,0.2676,1.09
114,400752.45,0.0039,438647.4,-0.0039,20160624,1683.05,0.3852,1.1
115,401548.37,0.0054,441031.17,-0.0054,20160627,2383.77,0.5434,1.1
116,404729.0,0.0122,446403.07,-0.0123,20160628,5371.9,1.218,1.12
117,402318.41,0.0082,450075.66,-0.0083,20160629,3672.59,0.8227,1.13
118,400021.79,-0.0025,448948.74,0.0025,20160630,-1126.93,-0.2504,1.12
119,402962.23,0.0074,452290.73,-0.0075,20160701,3342.0,0.4922,1.13
120,400876.5,0.0062,455077.36,-0.0062,20160704,2786.63,0.6161,1.14
121,406259.26,0.0138,461356.76,-0.0139,20160705,6279.4,1.3799,1.15
122,399351.16,-0.0006,461069.49,0.0006,20160706,-287.27,-0.0623,1.15
123,401010.27,0.0011,461589.44,-0.0011,20160707,519.95,0.0504,1.15
124,401412.85,0.0011,462109.91,-0.0011,20160708,520.47,0.1128,1.16
125,396964.3,-0.008,458427.17,0.0079,20160711,-3682.74,-0.7969,1.15
126,400572.82,0.0019,459311.23,-0.0019,20160712,884.06,-0.6056,1.15
127,400759.35,0.0004,459516.44,-0.0004,20160713,205.2,-0.5612,1.15
128,400585.97,0.0032,460991.21,-0.0032,20160714,1474.77,-0.2421,1.15
129,401049.09,0.0016,461713.57,-0.0016,20160715,722.36,-0.0858,1.15
130,398005.26,-0.0052,459299.41,0.0052,20160718,-2414.16,-0.6082,1.15
131,400697.44,0.0025,460425.46,-0.0025,20160719,1126.05,-0.3645,1.15
132,401209.69,0.0029,461754.19,-0.0029,20160720,1328.73,-0.077,1.15
133,398663.24,-0.0063,458832.37,0.0063,20160721,-2921.83,-0.7093,1.15
134,397706.25,-0.0054,456361.77,0.0054,20160722,-2470.6,-1.2439,1.14
135,399844.55,-0.0015,455665.65,0.0015,20160725,-696.12,-1.3945,1.14
136,401077.33,0.0021,456630.59,-0.0021,20160726,964.93,-1.1857,1.14
137,399610.68,-0.0007,456308.92,0.0007,20160727,-321.67,-1.2553,1.14
138,399708.81,-0.0004,456148.97,0.0004,20160728,-159.95,-1.2899,1.14
139,399739.16,-0.0008,455796.37,0.0008,20160729,-352.6,-1.3662,1.14
140,398493.08,-0.0036,454139.2,0.0036,20160801,-1657.17,-1.7249,1.14
