mktime,interests,profit,value,daily_value,all_profit,close_profit,prosition_profit,settle_available_cash,position_cost,fee,retrace,value_chg,log_chg,last_profit,max_profit
20170309,420102.24,-140.45,1.05,1.0,-140.45,-372.74,404.4,399455.15,48565.55,172.11,-0.03,-0.0003,0.0003,20242.69,20242.69
20170310,419484.22,-618.02,1.05,1.0,-618.02,-135.59,-273.85,399655.83,89254.7,208.58,-0.18,-0.0015,0.0015,20102.24,20242.69
20170313,421779.3,2295.08,1.05,1.01,2295.08,147.1,2441.8,399853.28,132450.52,293.82,0.37,0.0055,-0.0055,19484.22,20242.69
20170314,423744.46,1965.16,1.06,1.0,1965.16,1151.97,892.55,401072.61,126001.72,79.36,0.47,0.0047,-0.0047,21779.3,21779.3
20170315,423349.83,-394.63,1.06,1.0,-394.63,49.39,-172.78,399778.15,219472.19,271.24,-0.09,-0.0009,0.0009,23744.46,23744.46
20170316,429240.32,5890.49,1.07,1.01,5890.49,2539.25,3594.09,402296.4,168220.58,242.85,1.3,0.0139,-0.014,23349.83,23744.46
20170317,428822.5,-417.83,1.07,1.0,-417.83,2074.77,-1997.65,401579.82,230434.01,494.95,-0.1,-0.001,0.001,29240.32,29240.32
20170320,428358.55,-463.94,1.07,1.0,-463.94,-1880.72,1816.11,397719.95,175264.99,399.33,-0.21,-0.0011,0.0011,28822.5,29240.32
20170321,436636.57,8278.02,1.09,1.02,8278.02,4917.03,3576.59,404701.43,111841.65,215.6,1.72,0.0193,-0.0195,28358.55,29240.32
20170322,441485.55,4848.98,1.1,1.01,4848.98,2398.36,2825.63,402023.35,205215.97,375.01,1.11,0.0111,-0.0112,36636.57,36636.57
20170323,439906.03,-1579.52,1.1,1.0,-1579.52,-374.36,-632.03,399052.51,45620.92,573.13,-0.36,-0.0036,0.0036,41485.55,41485.55
20170324,439533.13,-372.9,1.1,1.0,-372.9,-208.84,-10.97,399638.07,45368.92,153.09,-0.44,-0.0008,0.0008,39906.03,41485.55
20170327,439267.26,-265.86,1.1,1.0,-265.86,-232.33,60.29,399673.84,38707.35,93.83,-0.5,-0.0006,0.0006,39533.13,41485.55
20170328,437992.58,-1274.68,1.09,1.0,-1274.68,-867.26,-319.47,399044.79,14767.32,87.95,-0.79,-0.0029,0.0029,39267.26,41485.55
20170329,437173.54,-819.04,1.09,1.0,-819.04,-1047.26,299.67,398881.28,22771.17,71.46,-0.98,-0.0019,0.0019,37992.58,41485.55
20170330,435643.37,-1530.16,1.09,1.0,-1530.16,-1534.17,212.64,398257.2,102360.82,208.63,-1.32,-0.0035,0.0035,37173.54,41485.55
20170331,429545.13,-6098.24,1.07,0.99,-6098.24,-3352.11,-2409.95,396311.71,58121.3,336.18,-2.7,-0.014,0.0139,35643.37,41485.55
20170405,427561.91,-1983.22,1.07,1.0,-1983.22,-3461.38,1845.04,396171.74,141080.34,366.88,-3.15,-0.0046,0.0046,29545.13,41485.55
20170406,428503.95,942.04,1.07,1.0,942.04,2712.8,-1429.8,402371.84,197831.05,340.96,-2.94,0.0022,-0.0022,27561.91,41485.55
20170407,427087.46,-1416.49,1.07,1.0,-1416.49,-562.79,-530.18,399113.69,155510.91,323.52,-3.26,-0.0033,0.0033,28503.95,41485.55
20170410,413167.56,-13919.9,1.03,0.97,-13919.9,-10096.13,-3304.98,389385.08,110129.79,518.79,-6.41,-0.0326,0.0321,27087.46,41485.55
20170411,408837.71,-4329.85,1.02,0.99,-4329.85,-4061.68,0.0,395670.15,0.0,268.17,-7.39,-0.0105,0.0104,13167.56,41485.55
20170412,408519.62,-318.09,1.02,1.0,-318.09,0.0,-283.65,399965.55,20964.2,34.45,-7.47,-0.0008,0.0008,8837.71,41485.55
20170413,406545.69,-1973.93,1.02,1.0,-1973.93,-258.63,-1542.05,399568.12,116011.03,173.25,-7.91,-0.0048,0.0048,8519.62,41485.55
20170414,403705.26,-2840.43,1.01,0.99,-2840.43,-2047.07,-285.17,397444.74,57522.91,508.19,-8.56,-0.007,0.007,6545.69,41485.55
20170417,396292.2,-7413.06,0.99,0.98,-7413.06,-3035.55,-3783.09,396370.03,293665.24,594.42,-10.24,-0.0184,0.0182,3705.26,41485.55
20170418,395783.52,-508.68,0.99,1.0,-508.68,286.33,-720.2,400211.53,271262.96,74.8,-10.35,-0.0013,0.0013,-3707.8,41485.55
20170419,408747.41,12963.88,1.02,1.03,12963.88,12871.97,892.81,412071.07,48311.86,800.9,-7.42,0.0328,-0.0333,-4216.48,41485.55
20170420,407975.18,-772.23,1.02,1.0,-772.23,49.41,-658.91,399886.69,80194.43,162.72,-7.59,-0.0019,0.0019,8747.41,41485.55
20170421,407500.21,-474.97,1.02,1.0,-474.97,-740.95,360.77,399164.26,53986.19,94.79,-7.7,-0.0012,0.0012,7975.18,41485.55
20170424,405123.71,-2376.49,1.01,0.99,-2376.49,-1284.3,-745.05,398368.56,120694.35,347.14,-8.24,-0.0058,0.0058,7500.21,41485.55
20170425,408670.07,3546.36,1.02,1.01,3546.36,2566.8,1108.76,402437.6,93628.14,129.2,-7.43,0.0088,-0.0088,5123.71,41485.55
20170426,411566.82,2896.75,1.03,1.01,2896.75,1368.89,1629.93,401266.82,74387.27,102.07,-6.78,0.0071,-0.0071,8670.07,41485.55
20170427,416144.44,4577.62,1.04,1.01,4577.62,4532.5,415.88,404161.75,79843.0,370.75,-5.74,0.0111,-0.0112,11566.82,41485.55
20170428,419748.37,3603.92,1.05,1.01,3603.92,4407.24,-658.79,404262.71,44277.13,144.53,-4.92,0.0087,-0.0087,16144.44,41485.55
20170502,418580.18,-1168.18,1.05,1.0,-1168.18,-600.41,-454.27,399286.08,76221.69,113.51,-5.19,-0.0028,0.0028,19748.37,41485.55
20170503,418848.48,268.3,1.05,1.0,268.3,172.82,174.35,400093.95,48335.87,78.87,-5.13,0.0006,-0.0006,18580.18,41485.55
20170504,418101.76,-746.72,1.05,1.0,-746.72,-205.77,-482.03,399735.31,32160.79,58.92,-5.3,-0.0018,0.0018,18848.48,41485.55
20170505,416496.9,-1604.86,1.04,1.0,-1604.86,-289.82,-1269.36,399664.5,32357.36,45.68,-5.66,-0.0038,0.0038,18101.76,41485.55
20170508,413000.76,-3496.14,1.03,0.99,-3496.14,-886.2,-2408.87,398912.73,122848.28,201.07,-6.45,-0.0084,0.0084,16496.9,41485.55
20170509,412112.76,-887.99,1.03,1.0,-887.99,-1608.04,855.96,398256.05,66875.41,135.91,-6.65,-0.0022,0.0021,13000.76,41485.55
20170510,411561.02,-551.74,1.03,1.0,-551.74,296.95,-616.01,400064.27,30960.88,232.68,-6.78,-0.0013,0.0013,12112.76,41485.55
20170511,412357.83,796.81,1.03,1.0,796.81,116.64,818.8,399978.02,34554.47,138.62,-6.6,0.0019,-0.0019,11561.02,41485.55
20170512,413490.33,1132.5,1.03,1.0,1132.5,452.72,783.54,400348.96,79939.96,103.76,-6.34,0.0027,-0.0028,12357.83,41485.55
20170515,413978.06,487.73,1.03,1.0,487.73,0.0,597.3,399890.43,144533.63,109.57,-6.23,0.0012,-0.0012,13490.33,41485.55
20170516,415976.79,1998.73,1.04,1.0,1998.73,579.37,1766.69,400232.04,42325.82,347.33,-5.78,0.0048,-0.0048,13978.06,41485.55
20170517,416581.03,604.24,1.04,1.0,604.24,843.74,-119.27,400723.5,74544.45,120.24,-5.64,0.0015,-0.0015,15976.79,41485.55
20170518,414962.49,-1618.54,1.04,1.0,-1618.54,-1025.66,-352.87,398734.34,27104.67,240.0,-6.01,-0.0039,0.0039,16581.03,41485.55
20170519,414310.03,-652.46,1.04,1.0,-652.46,-668.17,102.78,399244.76,24992.97,87.07,-6.16,-0.0016,0.0016,14962.49,41485.55
20170522,408537.28,-5772.75,1.02,0.99,-5772.75,-1010.46,-4477.46,398704.7,144801.97,284.84,-7.46,-0.0139,0.0138,14310.03,41485.55
20170523,400678.24,-7859.04,1.0,0.98,-7859.04,-7348.68,-145.46,392286.42,4344.46,364.9,-9.24,-0.0192,0.0191,8537.28,41485.55
20170524,400486.28,-191.97,1.0,1.0,-191.97,-231.59,47.52,399760.51,2215.48,7.9,-9.29,-0.0005,0.0005,678.24,41485.55
20170525,401307.16,820.88,1.0,1.0,820.88,-74.04,987.29,399833.59,53932.48,92.37,-9.1,0.002,-0.0021,486.28,41485.55
20170526,403058.36,1751.2,1.01,1.0,1751.2,795.53,1079.74,400671.46,61447.74,124.07,-8.7,0.0044,-0.0044,1307.16,41485.55
20170531,406111.54,3053.17,1.02,1.01,3053.17,3978.38,-725.11,403778.28,22186.08,200.1,-8.01,0.0076,-0.0076,3058.36,41485.55
20170601,404446.38,-1665.16,1.01,1.0,-1665.16,-2008.26,438.8,397896.04,15681.2,95.7,-8.39,-0.0041,0.0041,6111.54,41485.55
20170602,405396.63,950.25,1.01,1.0,950.25,817.55,273.63,400676.62,51238.94,140.93,-8.17,0.0023,-0.0024,4446.38,41485.55
20170605,403656.05,-1740.58,1.01,1.0,-1740.58,1683.82,-3220.52,401479.94,87079.08,203.88,-8.57,-0.0043,0.0043,5396.63,41485.55
20170606,398385.23,-5270.82,1.0,0.99,-5270.82,-5125.32,58.64,394670.54,11715.36,204.14,-9.76,-0.0131,0.013,3656.05,41485.55
20170607,399084.88,699.65,1.0,1.0,699.65,0.0,721.02,399978.63,23844.61,21.37,-9.6,0.0018,-0.0018,-1614.77,41485.55
20170608,398711.96,-372.92,1.0,1.0,-372.92,156.17,-434.02,400061.1,44589.12,95.07,-9.69,-0.0009,0.0009,-915.12,41485.55
20170609,398280.89,-431.07,1.0,1.0,-431.07,-189.44,-192.8,399761.74,51118.69,48.82,-9.79,-0.0011,0.0011,-1288.04,41485.55
20170612,394282.42,-3998.48,0.99,0.99,-3998.48,-1687.12,-2029.03,398030.55,72981.24,282.33,-10.69,-0.01,0.01,-1719.11,41485.55
20170613,394649.8,367.38,0.99,1.0,367.38,409.96,186.27,400181.11,17594.02,228.85,-10.61,0.0009,-0.0009,-5717.58,41485.55
20170614,393935.14,-714.66,0.98,1.0,-714.66,0.0,-620.94,399906.28,78149.52,93.72,-10.77,-0.0018,0.0018,-5350.2,41485.55
20170615,395013.26,1078.12,0.99,1.0,1078.12,93.17,1114.26,399963.87,95359.09,129.3,-10.53,0.0027,-0.0027,-6064.86,41485.55
20170616,395963.97,950.71,0.99,1.0,950.71,0.0,1001.91,399948.8,119480.23,51.2,-10.31,0.0024,-0.0024,-4986.74,41485.55
20170619,396698.9,734.93,0.99,1.0,734.93,-381.36,1237.95,399496.98,161600.0,121.66,-10.14,0.0019,-0.0019,-4036.03,41485.55
20170620,397215.18,516.28,0.99,1.0,516.28,270.4,282.52,400233.76,161716.01,36.64,-10.03,0.0013,-0.0013,-3301.1,41485.55
20170621,397192.71,-22.47,0.99,1.0,-22.47,-364.04,409.68,399567.85,167605.43,68.11,-10.03,-0.0001,0.0001,-2784.82,41485.55
20170622,394589.3,-2603.41,0.99,0.99,-2603.41,-1417.79,-966.98,398363.58,132635.0,218.63,-10.62,-0.0066,0.0065,-2807.29,41485.55
20170623,392053.98,-2535.32,0.98,0.99,-2535.32,-2085.71,-89.23,397553.91,8690.3,360.38,-11.2,-0.0064,0.0064,-5410.7,41485.55
20170626,393289.41,1235.43,0.98,1.0,1235.43,-93.42,1442.16,399793.27,62567.41,113.31,-10.92,0.0032,-0.0032,-7946.02,41485.55
20170627,394589.99,1300.58,0.99,1.0,1300.58,1740.96,-324.11,401624.68,41448.22,116.28,-10.62,0.0033,-0.0033,-6710.59,41485.55
20170628,393821.66,-768.34,0.98,1.0,-768.34,-738.93,45.76,399185.9,19464.31,75.17,-10.8,-0.0019,0.0019,-5410.01,41485.55
20170629,393821.42,-0.24,0.98,1.0,-0.24,0.0,-0.24,400000.0,19464.31,0.0,-10.8,-0.0,0.0,-6178.34,41485.55
20170630,394008.6,187.18,0.99,1.0,187.18,265.83,-10.71,400197.89,4699.71,67.94,-10.75,0.0005,-0.0005,-6178.58,41485.55
20170703,394126.3,117.69,0.99,1.0,117.69,0.0,232.01,399885.69,73972.68,114.31,-10.73,0.0003,-0.0003,-5991.4,41485.55
20170704,393876.38,-249.91,0.98,1.0,-249.91,0.0,-221.95,399972.04,91490.67,27.96,-10.78,-0.0006,0.0006,-5873.7,41485.55
20170705,395870.55,1994.17,0.99,1.01,1994.17,701.97,1393.65,400600.52,82319.54,101.45,-10.33,0.0051,-0.0051,-6123.62,41485.55
20170706,397317.17,1446.62,0.99,1.0,1446.62,863.93,726.64,400719.98,128357.01,143.95,-10.0,0.0037,-0.0037,-4129.45,41485.55
20170707,400409.13,3091.96,1.0,1.01,3091.96,876.04,2288.75,400803.22,137727.9,72.82,-9.3,0.0078,-0.0078,-2682.83,41485.55
20170710,394533.37,-5875.76,0.99,0.99,-5875.76,-3315.12,-2240.59,396364.83,95163.24,320.05,-10.64,-0.0147,0.0146,409.13,41485.55
20170711,390218.33,-4315.04,0.98,0.99,-4315.04,-3181.99,-949.65,396634.61,42696.78,183.4,-11.61,-0.0109,0.0109,-5466.63,41485.55
20170712,389545.21,-673.12,0.97,1.0,-673.12,-566.68,17.23,399309.65,2454.77,123.67,-11.76,-0.0017,0.0017,-9781.67,41485.55
20170713,389245.98,-299.23,0.97,1.0,-299.23,-60.51,-188.33,399889.1,22704.33,50.39,-11.83,-0.0008,0.0008,-10454.79,41485.55
20170714,388437.01,-808.97,0.97,1.0,-808.97,0.0,-783.58,399974.6,37026.18,25.4,-12.02,-0.0021,0.0021,-10754.02,41485.55
20170717,384069.69,-4367.31,0.96,0.99,-4367.31,-3138.48,-1049.21,396681.89,42477.29,179.63,-13.01,-0.0112,0.0112,-11562.99,41485.55
20170718,383393.45,-676.25,0.96,1.0,-676.25,-821.58,285.0,399038.76,12195.23,139.66,-13.16,-0.0018,0.0018,-15930.31,41485.55
20170719,383418.26,24.81,0.96,1.0,24.81,0.0,173.47,399851.34,108866.1,148.66,-13.15,0.0001,-0.0001,-16606.55,41485.55
20170720,380805.93,-2612.33,0.95,0.99,-2612.33,-1536.51,-846.64,398234.31,69459.12,229.18,-13.74,-0.0068,0.0068,-16581.74,41485.55
20170721,379731.28,-1074.64,0.95,1.0,-1074.64,-794.97,-62.66,398988.02,21337.54,217.01,-13.99,-0.0028,0.0028,-19194.07,41485.55
20170724,380363.09,631.8,0.95,1.0,631.8,260.86,475.78,400156.02,19147.81,104.84,-13.84,0.0017,-0.0017,-20268.72,41485.55
20170725,381073.69,710.6,0.95,1.0,710.6,560.02,184.19,400526.41,13658.64,33.61,-13.68,0.0019,-0.0019,-19636.91,41485.55
20170726,381226.15,152.47,0.95,1.0,152.47,0.0,163.47,399989.0,18575.36,11.0,-13.65,0.0004,-0.0004,-18926.31,41485.55
20170727,382484.44,1258.29,0.96,1.0,1258.29,659.68,729.57,400528.72,51068.6,130.96,-13.36,0.0033,-0.0033,-18773.85,41485.55
20170728,382823.45,339.01,0.96,1.0,339.01,552.19,-170.1,400509.1,50417.32,43.09,-13.29,0.0009,-0.0009,-17515.56,41485.55
20170731,382465.02,-358.43,0.96,1.0,-358.43,-298.41,-11.97,399653.54,43597.94,48.05,-13.37,-0.0009,0.0009,-17176.55,41485.55
20170801,382875.93,410.91,0.96,1.0,410.91,519.35,-40.88,400451.79,28071.55,67.56,-13.28,0.0011,-0.0011,-17534.98,41485.55
20170802,381793.78,-1082.15,0.95,1.0,-1082.15,-47.14,-962.58,399880.43,41222.58,72.43,-13.52,-0.0028,0.0028,-17124.07,41485.55
20170803,380770.29,-1023.49,0.95,1.0,-1023.49,-334.78,-575.5,399552.01,25839.98,113.21,-13.75,-0.0027,0.0027,-18206.22,41485.55
20170804,379969.9,-800.39,0.95,1.0,-800.39,-628.22,-68.89,399268.49,21671.96,103.29,-13.93,-0.0021,0.0021,-19229.71,41485.55
20170807,378868.76,-1101.14,0.95,1.0,-1101.14,-450.81,-596.49,399495.35,28507.0,53.84,-14.18,-0.0029,0.0029,-20030.1,41485.55
20170808,377948.66,-920.1,0.94,1.0,-920.1,-909.47,53.31,399026.58,22819.5,63.95,-14.39,-0.0024,0.0024,-21131.24,41485.55
20170809,377506.28,-442.37,0.94,1.0,-442.37,-402.25,12.41,399545.22,46675.73,52.53,-14.49,-0.0012,0.0012,-22051.34,41485.55
20170810,376432.01,-1074.27,0.94,1.0,-1074.27,-472.29,-461.3,399387.03,99225.47,140.68,-14.74,-0.0028,0.0028,-22493.72,41485.55
20170811,375837.58,-594.44,0.94,1.0,-594.44,25.25,-487.6,399893.17,83880.92,132.08,-14.87,-0.0016,0.0016,-23567.99,41485.55
20170814,377556.43,1718.85,0.94,1.0,1718.85,1319.94,505.02,401213.84,95144.65,106.1,-14.48,0.0046,-0.0046,-24162.42,41485.55
20170815,379139.43,1583.0,0.95,1.0,1583.0,744.28,900.97,400682.03,72590.53,62.25,-14.12,0.0042,-0.0042,-22443.57,41485.55
20170816,383815.02,4675.59,0.96,1.01,4675.59,4653.08,220.51,404455.08,16674.9,198.0,-13.06,0.0123,-0.0124,-20860.57,41485.55
20170817,383866.04,51.02,0.96,1.0,51.02,0.0,84.64,399966.39,37083.16,33.61,-13.05,0.0001,-0.0001,-16184.98,41485.55
20170818,383311.43,-554.61,0.96,1.0,-554.61,170.43,-630.49,400075.87,30729.25,94.56,-13.18,-0.0014,0.0014,-16133.96,41485.55
20170821,384507.25,1195.82,0.96,1.0,1195.82,-73.8,1423.37,399772.45,77147.84,153.75,-12.91,0.0031,-0.0031,-16688.57,41485.55
20170822,385022.52,515.27,0.96,1.0,515.27,242.82,439.05,400076.22,31298.13,166.6,-12.79,0.0013,-0.0013,-15492.75,41485.55
20170823,385868.69,846.17,0.96,1.0,846.17,-26.22,917.68,399928.49,28251.39,45.29,-12.6,0.0022,-0.0022,-14977.48,41485.55
20170824,384598.26,-1270.43,0.96,1.0,-1270.43,1252.87,-2375.4,401104.97,56347.68,147.9,-12.89,-0.0033,0.0033,-14131.31,41485.55
20170825,384542.76,-55.5,0.96,1.0,-55.5,2.84,112.86,399831.64,11923.26,171.2,-12.9,-0.0001,0.0001,-15401.74,41485.55
20170828,384810.7,267.94,0.96,1.0,267.94,257.44,78.06,400189.88,26782.09,67.56,-12.84,0.0007,-0.0007,-15457.24,41485.55
20170829,384551.0,-259.7,0.96,1.0,-259.7,191.78,-344.43,400084.73,22021.29,107.05,-12.9,-0.0007,0.0007,-15189.3,41485.55
20170830,384078.66,-472.34,0.96,1.0,-472.34,-1052.51,699.92,398827.74,42928.69,119.75,-13.0,-0.0012,0.0012,-15449.0,41485.55
20170831,386469.94,2391.28,0.97,1.01,2391.28,812.28,1759.26,400632.03,73778.87,180.25,-12.46,0.0062,-0.0062,-15921.34,41485.55
20170901,388462.18,1992.24,0.97,1.01,1992.24,3375.6,-1045.96,403038.2,151575.54,337.4,-12.01,0.0052,-0.0052,-13530.06,41485.55
20170904,382581.61,-5880.57,0.96,0.98,-5880.57,-4100.87,-1401.86,395521.3,55482.89,377.83,-13.34,-0.0151,0.015,-11537.82,41485.55
20170905,381913.05,-668.57,0.95,1.0,-668.57,-374.43,-219.03,399550.46,33919.09,75.11,-13.49,-0.0017,0.0017,-17418.39,41485.55
20170906,381952.48,39.43,0.95,1.0,39.43,-80.71,202.7,399836.73,65714.87,82.56,-13.48,0.0001,-0.0001,-18086.95,41485.55
20170907,381084.09,-868.39,0.95,1.0,-868.39,0.0,-833.55,399965.16,88348.28,34.84,-13.68,-0.0023,0.0023,-18047.52,41485.55
20170908,382161.99,1077.89,0.96,1.0,1077.89,317.66,941.23,400136.67,125922.47,180.99,-13.44,0.0028,-0.0028,-18915.91,41485.55
20170911,391609.14,9447.15,0.98,1.02,9447.15,4429.64,5405.39,404041.77,153243.95,387.87,-11.3,0.0247,-0.025,-17838.01,41485.55
20170912,393862.36,2253.22,0.98,1.01,2253.22,50.9,2433.87,399819.35,88805.41,231.55,-10.79,0.0058,-0.0058,-8390.86,41485.55
20170913,397365.09,3502.73,0.99,1.01,3502.73,32.06,3564.75,399937.98,78605.67,94.08,-9.99,0.0089,-0.0089,-6137.64,41485.55
20170914,402036.17,4671.08,1.01,1.01,4671.08,1718.98,3049.36,401621.72,52542.95,97.26,-8.94,0.0118,-0.0118,-2634.91,41485.55
20170915,404246.65,2210.48,1.01,1.01,2210.48,-287.55,2563.8,399646.68,68422.63,65.77,-8.43,0.0055,-0.0055,2036.17,41485.55
20170918,405933.57,1686.92,1.01,1.0,1686.92,-549.23,2429.41,399257.51,93216.29,193.26,-8.05,0.0042,-0.0042,4246.65,41485.55
20170919,410565.38,4631.81,1.03,1.01,4631.81,706.8,4020.55,400611.27,93901.29,95.53,-7.0,0.0114,-0.0115,5933.57,41485.55
20170920,413932.72,3367.33,1.03,1.01,3367.33,2556.07,1044.55,402322.78,60075.43,233.29,-6.24,0.0082,-0.0082,10565.38,41485.55
20170921,412411.99,-1520.72,1.03,1.0,-1520.72,827.8,-2185.24,400664.52,103602.84,163.28,-6.59,-0.0037,0.0037,13932.72,41485.55
20170922,410448.58,-1963.41,1.03,1.0,-1963.41,-904.41,-823.44,398860.03,70545.62,235.56,-7.03,-0.0048,0.0047,12411.99,41485.55
20170925,412214.55,1765.97,1.03,1.0,1765.97,701.06,1201.67,400564.29,74517.55,136.77,-6.63,0.0043,-0.0043,10448.58,41485.55
20170926,407711.26,-4503.28,1.02,0.99,-4503.28,-3902.45,-408.46,395905.18,18175.15,192.37,-7.65,-0.0109,0.0109,12214.55,41485.55
20170927,407203.71,-507.55,1.02,1.0,-507.55,-617.44,193.13,399299.32,21725.84,83.24,-7.77,-0.0012,0.0012,7711.26,41485.55
20170928,406965.77,-237.94,1.02,1.0,-237.94,1005.81,-1119.79,400881.85,45191.55,123.96,-7.82,-0.0006,0.0006,7203.71,41485.55
