symbol,order_id,comb_offset,direction,order_type,price,fee,commission,stamp,transfer,cost,hold_vol_id,status,amount,create_time,min_volume
SH603701,2315,0,1,5,41.67,7.25,6.25,0.0,1.0,4167.0,0,3,1,20160422,100
SZ000632,2316,0,1,5,9.77,5.0,5.0,0.0,0.0,977.15,0,3,1,20160422,100
SZ300474,2317,0,1,5,82.03,12.3,12.3,0.0,0.0,8203.0,0,3,1,20160422,100
SZ000593,2318,0,1,5,11.37,5.0,5.0,0.0,0.0,1136.64,0,3,1,20160422,100
SZ300051,2319,0,1,5,15.29,5.0,5.0,0.0,0.0,1529.49,0,3,1,20160422,100
SZ300242,2320,0,1,5,35.31,5.3,5.3,0.0,0.0,3530.54,0,3,1,20160422,100
SZ002652,2321,0,1,5,14.61,5.0,5.0,0.0,0.0,1461.0,0,3,1,20160422,100
SH600360,2322,0,1,5,8.3,6.0,5.0,0.0,1.0,829.96,0,3,1,20160422,100
SZ000929,2323,0,1,5,15.13,5.0,5.0,0.0,0.0,1513.0,0,3,1,20160422,100
SZ002768,2324,0,1,5,30.81,5.0,5.0,0.0,0.0,3080.67,0,3,1,20160422,100
SZ002633,2325,0,1,5,22.85,5.0,5.0,0.0,0.0,2285.0,0,3,1,20160422,100
SZ000780,2326,0,1,5,5.4,5.0,5.0,0.0,0.0,540.29,0,3,1,20160422,100
SZ000153,2327,0,1,5,11.29,5.0,5.0,0.0,0.0,1128.79,0,3,1,20160422,100
SZ002182,2328,0,1,5,15.2,5.0,5.0,0.0,0.0,1520.13,0,3,1,20160422,100
SH603028,2329,0,1,5,25.64,6.0,5.0,0.0,1.0,2564.0,0,3,1,20160422,100
SH600185,2330,1,-1,5,20.29,8.03,5.0,2.03,1.0,2029.03,2201,3,1,20160425,100
SZ002168,2331,1,-1,5,14.01,6.4,5.0,1.4,0.0,1401.05,2262,3,1,20160425,100
SH603701,2332,1,-1,5,44.17,12.04,6.63,4.42,1.0,4417.02,2263,3,1,20160425,100
SZ300474,2333,1,-1,5,86.95,21.74,13.04,8.7,0.0,8695.18,2264,3,1,20160425,100
SZ002541,2334,1,-1,5,18.28,6.83,5.0,1.83,0.0,1828.25,2265,3,1,20160425,100
SZ300409,2335,1,-1,5,70.38,17.59,10.56,7.04,0.0,7037.81,2266,3,1,20160425,100
SZ300481,2336,1,-1,5,60.32,15.08,9.05,6.03,0.0,6032.23,2268,3,1,20160425,100
SZ300127,2337,1,-1,5,16.23,6.62,5.0,1.62,0.0,1622.65,2269,3,1,20160425,100
SZ000628,2338,1,-1,5,14.25,6.43,5.0,1.43,0.0,1425.45,2270,3,1,20160425,100
SZ300135,2339,1,-1,5,5.97,5.6,5.0,0.6,0.0,597.0,2272,3,1,20160425,100
SZ000996,2340,1,-1,5,24.8,7.48,5.0,2.48,0.0,2479.6,2276,3,1,20160425,100
SZ002793,2341,1,-1,5,29.45,7.94,5.0,2.94,0.0,2944.68,2277,3,1,20160425,100
SZ002177,2342,1,-1,5,8.56,5.86,5.0,0.86,0.0,855.58,2279,3,1,20160425,100
SZ000929,2343,1,-1,5,16.04,6.6,5.0,1.6,0.0,1603.78,2280,3,1,20160425,100
SH601038,2344,1,-1,5,11.68,7.17,5.0,1.17,1.0,1167.93,2281,3,1,20160425,100
SZ002378,2345,1,-1,5,11.84,6.18,5.0,1.18,0.0,1184.48,2282,3,1,20160425,100
