symbol,order_id,comb_offset,direction,order_type,price,fee,commission,stamp,transfer,cost,hold_vol_id,status,amount,create_time,min_volume
SZ300175,5911,0,1,5,13.89,5.0,5.0,0.0,0.0,1388.8,0,3,1,20161219,100
SZ300469,5912,0,1,5,87.45,13.12,13.12,0.0,0.0,8745.0,0,3,1,20161219,100
SH603779,5915,0,1,5,36.39,6.46,5.46,0.0,1.0,3638.86,0,3,1,20161219,100
SZ002820,5917,0,1,5,56.11,8.42,8.42,0.0,0.0,5611.12,0,3,1,20161219,100
SZ002816,5918,0,1,5,56.73,8.51,8.51,0.0,0.0,5673.14,0,3,1,20161219,100
SZ002803,5921,0,1,5,62.95,9.44,9.44,0.0,0.0,6295.39,0,3,1,20161219,100
SH600069,5922,1,-1,5,16.23,7.62,5.0,1.62,1.0,1622.78,5660,3,1,20161220,100
SH600069,5923,1,-1,5,14.85,7.48,5.0,1.48,1.0,1484.99,5660,3,1,20161220,100
SZ200045,5924,1,-1,5,7.55,5.75,5.0,0.75,0.0,754.81,5694,3,1,20161220,100
SH603633,5925,1,-1,5,41.24,11.31,6.19,4.12,1.0,4124.44,5698,3,1,20161220,100
SZ002820,5926,1,-1,5,54.43,13.61,8.16,5.44,0.0,5442.79,5701,3,1,20161220,100
SH603633,5927,1,-1,5,41.24,11.31,6.19,4.12,1.0,4124.44,5707,3,1,20161220,100
SZ002820,5928,1,-1,5,54.43,13.61,8.16,5.44,0.0,5442.79,5710,3,1,20161220,100
SZ002820,5929,1,-1,5,54.43,13.61,8.16,5.44,0.0,5442.79,5713,3,1,20161220,100
SH603633,5930,1,-1,5,41.24,11.31,6.19,4.12,1.0,4124.44,5714,3,1,20161220,100
SZ002820,5931,1,-1,5,54.43,13.61,8.16,5.44,0.0,5442.79,5716,3,1,20161220,100
SH600354,5932,1,-1,5,9.53,6.95,5.0,0.95,1.0,952.83,5717,3,1,20161220,100
SZ300268,5933,1,-1,5,48.4,12.1,7.26,4.84,0.0,4839.59,5719,3,1,20161220,100
SZ300175,5934,1,-1,5,14.72,6.47,5.0,1.47,0.0,1472.13,5720,3,1,20161220,100
SZ000595,5935,1,-1,5,19.73,6.97,5.0,1.97,0.0,1973.43,5721,3,1,20161220,100
SZ002040,5936,1,-1,5,18.97,6.9,5.0,1.9,0.0,1897.4,5722,3,1,20161220,100
SZ002695,5937,1,-1,5,29.28,7.93,5.0,2.93,0.0,2927.92,5723,3,1,20161220,100
SZ002263,5938,1,-1,5,4.27,5.43,5.0,0.43,0.0,426.59,5724,3,1,20161220,100
SZ200017,5939,1,-1,5,5.13,5.51,5.0,0.51,0.0,512.88,5725,3,1,20161220,100
SZ300448,5940,1,-1,5,31.69,8.17,5.0,3.17,0.0,3168.64,5726,3,1,20161220,100
SZ300506,5941,1,-1,5,51.54,12.88,7.73,5.15,0.0,5153.6,5730,3,1,20161220,100
