symbol,order_id,comb_offset,direction,order_type,price,fee,commission,stamp,transfer,cost,hold_vol_id,status,amount,create_time,min_volume
SH600664,321,0,1,5,9.23,6.0,5.0,0.0,1.0,923.45,0,3,1,20160114,100
SH900951,322,0,1,5,1.18,6.0,5.0,0.0,1.0,118.0,0,3,1,20160114,100
SZ300301,324,0,1,5,8.05,5.0,5.0,0.0,0.0,805.45,0,3,1,20160114,100
SH603999,325,0,1,5,54.84,9.23,8.23,0.0,1.0,5483.79,0,3,1,20160114,100
SH900957,326,0,1,5,1.18,6.0,5.0,0.0,1.0,117.83,0,3,1,20160114,100
SZ000756,327,0,1,5,10.75,5.0,5.0,0.0,0.0,1075.09,0,3,1,20160114,100
SZ300264,328,0,1,5,15.91,5.0,5.0,0.0,0.0,1590.68,0,3,1,20160114,100
SH601106,330,1,-1,5,6.44,6.64,5.0,0.64,1.0,644.01,255,3,1,20160115,100
SH600630,331,1,-1,5,21.01,8.1,5.0,2.1,1.0,2101.12,256,3,1,20160115,100
SH600630,332,1,-1,5,19.23,7.92,5.0,1.92,1.0,1922.72,256,3,1,20160115,100
SZ300265,333,1,-1,5,13.04,6.3,5.0,1.3,0.0,1303.86,257,3,1,20160115,100
SZ300148,334,1,-1,5,23.06,7.31,5.0,2.31,0.0,2305.75,258,3,1,20160115,100
SZ002780,335,1,-1,5,92.09,23.02,13.81,9.21,0.0,9209.34,259,3,1,20160115,100
SZ002779,336,1,-1,5,60.44,15.11,9.07,6.04,0.0,6043.89,261,3,1,20160115,100
SH600610,337,1,-1,5,10.7,7.07,5.0,1.07,1.0,1069.71,262,3,1,20160115,100
SH600663,338,1,-1,5,39.68,10.92,5.95,3.97,1.0,3968.32,263,3,1,20160115,100
SZ000761,339,1,-1,5,6.18,5.62,5.0,0.62,0.0,617.84,264,3,1,20160115,100
