symbol,order_id,comb_offset,direction,order_type,price,fee,commission,stamp,transfer,cost,hold_vol_id,status,amount,create_time,min_volume
SH600734,1702,0,1,5,14.37,6.0,5.0,0.0,1.0,1436.99,0,3,1,20160419,100
SZ002476,3885,0,1,5,9.08,5.0,5.0,0.0,0.0,908.0,0,3,1,20160829,100
SZ300355,3886,0,1,5,8.42,5.0,5.0,0.0,0.0,842.34,0,3,1,20160829,100
SZ000818,3887,0,1,5,10.59,5.0,5.0,0.0,0.0,1059.0,0,3,1,20160829,100
SH603778,3888,0,1,5,30.99,6.0,5.0,0.0,1.0,3098.66,0,3,1,20160829,100
SZ000820,3889,0,1,5,23.34,5.0,5.0,0.0,0.0,2333.94,0,3,1,20160829,100
SH603988,3891,0,1,5,58.54,9.78,8.78,0.0,1.0,5853.95,0,3,1,20160829,100
SZ002374,3892,0,1,5,7.52,5.0,5.0,0.0,0.0,752.0,0,3,1,20160829,100
SZ002524,3893,0,1,5,8.5,5.0,5.0,0.0,0.0,849.94,0,3,1,20160829,100
SZ000068,3894,0,1,5,10.12,5.0,5.0,0.0,0.0,1011.97,0,3,1,20160829,100
SH600293,3895,0,1,5,13.14,6.0,5.0,0.0,1.0,1314.12,0,3,1,20160829,100
SZ002106,3897,0,1,5,12.06,5.0,5.0,0.0,0.0,1206.16,0,3,1,20160829,100
SZ000790,3898,1,-1,5,14.15,6.41,5.0,1.41,0.0,1414.64,3708,3,1,20160830,100
SH603300,3899,1,-1,5,12.74,7.27,5.0,1.27,1.0,1274.12,3731,3,1,20160830,100
SZ000153,3900,1,-1,5,11.7,6.17,5.0,1.17,0.0,1170.37,3732,3,1,20160830,100
SZ300506,3901,1,-1,5,38.61,9.65,5.79,3.86,0.0,3861.17,3733,3,1,20160830,100
