mktime,interests,profit,value,daily_value,all_profit,close_profit,prosition_profit,settle_available_cash,position_cost,fee,retrace,value_chg,log_chg,last_profit,max_profit
20160314,406777.12,2183.67,1.02,1.01,6777.12,1703.86,634.28,401549.39,44104.31,154.47,-1.18,0.0054,-0.0054,4593.45,11617.51
20160315,408056.88,1279.76,1.02,1.0,8056.88,1509.68,-92.87,401372.62,30287.18,137.06,-0.87,0.0031,-0.0032,6777.12,11617.51
20160316,407691.37,-365.51,1.02,1.0,7691.37,-270.16,32.12,399602.37,38650.8,127.47,-0.95,-0.0009,0.0009,8056.88,11617.51
20160317,410137.79,2446.42,1.03,1.01,10137.79,1246.96,1415.72,401030.69,49958.81,216.27,-0.36,0.006,-0.006,7691.37,11617.51
20160318,413349.41,3211.62,1.03,1.01,13349.41,2837.19,579.86,402631.76,46525.5,205.43,0.42,0.0078,-0.0079,10137.79,11617.51
20160321,415219.24,1869.84,1.04,1.0,15219.24,978.45,1019.49,400850.34,34557.84,128.11,0.45,0.0045,-0.0045,13349.41,13349.41
20160322,415454.68,235.44,1.04,1.0,15454.68,345.89,-13.44,400248.87,59580.53,97.02,0.06,0.0006,-0.0006,15219.24,15219.24
20160323,415597.52,142.84,1.04,1.0,15597.52,-412.17,725.4,399417.44,52528.86,170.39,0.03,0.0003,-0.0003,15454.68,15454.68
20160324,414988.22,-609.3,1.04,1.0,14988.22,243.64,-707.9,400098.59,65905.59,145.05,-0.15,-0.0015,0.0015,15597.52,15597.52
20160325,411656.39,-3331.83,1.03,0.99,11656.39,-1791.49,-1247.91,397916.07,78753.0,292.44,-0.95,-0.008,0.008,14988.22,15597.52
20160328,409170.32,-2486.07,1.02,0.99,9170.32,-1948.61,-277.34,397791.27,44767.51,260.12,-1.55,-0.006,0.006,11656.39,15597.52
20160329,407456.09,-1714.22,1.02,1.0,7456.09,-1217.16,-316.28,398602.05,34400.18,180.79,-1.96,-0.0042,0.0042,9170.32,15597.52
20160330,408557.3,1101.2,1.02,1.0,8557.3,152.71,1052.66,400048.54,44627.31,104.17,-1.69,0.0027,-0.0027,7456.09,15597.52
20160331,409981.27,1423.97,1.02,1.0,9981.27,1061.76,467.52,400956.45,34823.42,105.31,-1.35,0.0035,-0.0035,8557.3,15597.52
20160401,410679.95,698.68,1.03,1.0,10679.95,217.71,604.68,400094.0,28061.28,123.71,-1.18,0.0017,-0.0017,9981.27,15597.52
20160405,412009.82,1329.87,1.03,1.0,12009.82,387.3,1029.36,400300.51,39695.46,86.79,-0.86,0.0032,-0.0032,10679.95,15597.52
20160406,412998.85,989.03,1.03,1.0,12998.85,458.68,602.63,400386.41,50312.46,72.27,-0.63,0.0024,-0.0024,12009.82,15597.52
20160407,413058.64,59.79,1.03,1.0,13058.64,-60.27,293.7,399766.08,37237.17,173.65,-0.61,0.0001,-0.0001,12998.85,15597.52
20160408,412776.84,-281.8,1.03,1.0,12776.84,-531.63,371.58,399346.62,29742.68,121.75,-0.68,-0.0007,0.0007,13058.64,15597.52
20160411,415076.62,2299.78,1.04,1.01,15076.62,1150.39,1284.42,401015.36,58347.57,135.03,-0.13,0.0056,-0.0056,12776.84,15597.52
20160412,415032.52,-44.1,1.04,1.0,15032.52,236.39,-100.17,400056.06,38003.59,180.33,-0.14,-0.0001,0.0001,15076.62,15597.52
20160413,415714.57,682.05,1.04,1.0,15714.57,154.9,640.4,400041.66,27116.89,113.24,0.03,0.0016,-0.0016,15032.52,15597.52
20160414,417790.59,2076.02,1.04,1.0,17790.59,725.2,1518.45,400557.57,77330.83,167.63,0.5,0.005,-0.005,15714.57,15714.57
